#OG_name	protein_names
OG_9706	Ahyacinthus06855-RA protein|evm.model.Ap7.352 Ahyacinthus06854-RA
OG_9707	Ahyacinthus06857-RA protein|evm.model.Ap7.354 NV2t012855001.1 NV2t012855002.1 NV2t012855003.1
OG_9708	protein|evm.model.Ap7.359 Ahyacinthus06858-RA
OG_9709	protein|evm.model.Ap7.865 Ahyacinthus06496-RA NV2t011844001.1
OG_9710	Ahyacinthus05560-RA Ahyacinthus05557-RA protein|evm.model.Ap7.2712
OG_9711	protein|evm.model.Ap7.2710 NV2t011990001.1 NV2t011990002.1 Ahyacinthus05552-RA
OG_9712	Ahyacinthus05605-RA protein|evm.model.Ap7.2792
OG_9713	protein|evm.model.Ap7.2159 NV2t012906001.1 protein|evm.model.Ap7.2128 Ahyacinthus05416-RA
OG_9714	NV2t008929001.1 protein|evm.model.Ap7.2158 protein|evm.model.Ap7.2126 protein|evm.model.Ap7.2127 Ahyacinthus05415-RA
OG_9715	NV2t009010001.1 protein|evm.model.Ap7.2153
OG_9716	Ahyacinthus05411-RA NV2t011983001.1 protein|evm.model.Ap7.2155
OG_9717	protein|evm.model.Ap7.2157 Ahyacinthus05413-RA NV2t010846001.1
OG_9718	protein|evm.model.Ap7.2156 Ahyacinthus05412-RA NV2t020129001.1
OG_9719	NV2t004901001.1 Ahyacinthus24378-RA protein|evm.model.Ap7.1638 NV2t019443003.1 NV2t019436001.1 NV2t019443002.1 NV2t019437001.1 NV2t019442001.1 NV2t019443001.1
OG_9720	NV2t011331001.1 Ahyacinthus05620-RA protein|evm.model.Ap7.2872
OG_9721	protein|evm.model.Ap7.2876 NV2t011993001.1 Ahyacinthus05684-RA
OG_9722	NV2t011619001.1 Ahyacinthus06908-RA protein|evm.model.Ap7.259
OG_9723	protein|evm.model.Ap7.752 Ahyacinthus05254-RA NV2t011449001.1
OG_9724	NV2t012113001.1 Ahyacinthus05764-RA protein|evm.model.Ap7.2619
OG_9725	protein|evm.model.Ap7.2612 protein|evm.model.Ap7.2597 protein|evm.model.Ap7.2611 Ahyacinthus05755-RA NV2t010786001.1
OG_9726	protein|evm.model.Ap7.2613 protein|evm.model.Ap7.2596 Ahyacinthus05754-RA NV2t010785001.1
OG_9727	protein|evm.model.Ap7.2363 NV2t012189001.1 NV2t012189002.1 NV2t012189003.1 NV2t012189004.1 NV2t012189005.1 Ahyacinthus05248-RA
OG_9728	NV2t025593001.1 protein|evm.model.Ap7.246 Ahyacinthus06880-RA
OG_9729	protein|evm.model.Ap7.244 protein|evm.model.Ap7.245 NV2t011981001.1 Ahyacinthus06881-RA Ahyacinthus06882-RA
OG_9730	Ahyacinthus06248-RA protein|evm.model.Ap7.1578 protein|evm.model.Ap7.1573 NV2t011077001.1
OG_9731	NV2t010997001.1 protein|evm.model.Ap7.1572 Ahyacinthus06247-RA
OG_9732	Ahyacinthus06246-RA NV2t010998001.1 protein|evm.model.Ap7.1571
OG_9733	protein|evm.model.Ap7.1576 NV2t011074001.1
OG_9734	NV2t011075001.1 protein|evm.model.Ap7.1577
OG_9735	protein|evm.model.Ap7.1574 Ahyacinthus06250-RA
OG_9736	NV2t010995001.1 protein|evm.model.Ap7.1575 Ahyacinthus06251-RA
OG_9737	Ahyacinthus06608-RA NV2t012663001.1 protein|evm.model.Ap7.541
OG_9738	Ahyacinthus05322-RA protein|evm.model.Ap7.1778 NV2t012096001.1
OG_9739	Ahyacinthus05319-RA protein|evm.model.Ap7.1774
OG_9740	NV2t012756001.1 NV2t012756002.1 NV2t012756003.1 protein|evm.model.Ap7.1775 Ahyacinthus05320-RA
OG_9741	NV2t012627001.1 Ahyacinthus05660-RA protein|evm.model.Ap7.2846
OG_9742	NV2t012625001.1 protein|evm.model.Ap7.2844 Ahyacinthus05657-RA Ahyacinthus05658-RA
OG_9743	protein|evm.model.Ap7.2842 Ahyacinthus05656-RA
OG_9744	protein|evm.model.Ap7.113 Ahyacinthus06737-RA
OG_9745	Ahyacinthus06744-RA protein|evm.model.Ap7.110 NV2t013008001.1
OG_9746	Ahyacinthus07443-RA Ahyacinthus26207-RA Ahyacinthus19075-RA protein|evm.model.Ap4.3311
OG_9747	Ahyacinthus25143-RA protein|evm.model.Ap1.318 protein|evm.model.Ap8.919 protein|evm.model.Ap1.3971
OG_9748	Ahyacinthus23852-RA Ahyacinthus06671-RA Ahyacinthus06672-RA Ahyacinthus23851-RA Ahyacinthus23160-RA protein|evm.model.Ap1.4021 protein|evm.model.Ap4.3889
OG_9749	NV2t011299001.1 protein|evm.model.Ap7.2793 Ahyacinthus05606-RA
OG_9750	Ahyacinthus05383-RA NV2t024262001.1 NV2t024262002.1 NV2t024262003.1 protein|evm.model.Ap7.2086
OG_9751	Ahyacinthus06820-RA Ahyacinthus06823-RA protein|evm.model.Ap7.321 Ahyacinthus09632-RA Ahyacinthus09643-RA Ahyacinthus09644-RA
OG_9752	protein|evm.model.Ap7.320 NV2t011614001.1 Ahyacinthus06824-RA
OG_9753	protein|evm.model.Ap7.2241 Ahyacinthus05452-RA NV2t011495001.1 NV2t011495002.1 NV2t011495003.1 NV2t011495004.1
OG_9754	NV2t011805001.1 protein|evm.model.Ap7.2240 Ahyacinthus05450-RA
OG_9755	NV2t018775001.1 protein|evm.model.Ap7.1239 Ahyacinthus05988-RA
OG_9756	NV2t011880001.1 Ahyacinthus06381-RA protein|evm.model.Ap7.1238
OG_9757	protein|evm.model.Ap7.2762 Ahyacinthus05580-RA NV2t012245001.1
OG_9758	protein|evm.model.Ap7.2760 Ahyacinthus05579-RA
OG_9759	protein|evm.model.Ap7.423 Ahyacinthus27059-RA
OG_9760	Ahyacinthus06875-RA protein|evm.model.Ap7.288 NV2t010881001.1
OG_9761	Ahyacinthus05418-RA protein|evm.model.Ap7.2161 NV2t010681001.1 NV2t010681002.1
OG_9762	NV2t012692001.1 NV2t012692002.1 Ahyacinthus05422-RA protein|evm.model.Ap7.2164
OG_9763	Ahyacinthus06655-RA protein|evm.model.Ap7.29 NV2t011908001.1 NV2t011908002.1 NV2t011908003.1 NV2t011908004.1
OG_9764	Ahyacinthus06656-RA NV2t011062001.1 protein|evm.model.Ap7.28
OG_9765	NV2t012608004.1 NV2t012608001.1 NV2t012608003.1 NV2t012608002.1 Ahyacinthus06650-RA protein|evm.model.Ap7.20
OG_9766	protein|evm.model.Ap7.22 Ahyacinthus06674-RA NV2t010857001.1 NV2t010857002.1
OG_9767	protein|evm.model.Ap7.1340 Ahyacinthus06427-RA NV2t010844002.1 NV2t010844001.1
OG_9768	protein|evm.model.Ap7.2867 Ahyacinthus05625-RA
OG_9769	NV2t011155002.1 NV2t011155001.1 protein|evm.model.Ap7.1601
OG_9770	NV2t011972001.1 NV2t011972003.1 NV2t011972002.1 Ahyacinthus06266-RA protein|evm.model.Ap7.1602
OG_9771	Ahyacinthus14028-RA Ahyacinthus13099-RA Ahyacinthus25947-RA Ahyacinthus06263-RA Ahyacinthus26262-RA Ahyacinthus13098-RA NV2t011154001.1 protein|evm.model.Ap7.1604
OG_9772	NV2t012604002.1 NV2t012604003.1 protein|evm.model.Ap7.1606 Ahyacinthus06261-RA
OG_9773	Ahyacinthus06942-RA NV2t011160001.1 protein|evm.model.Ap7.169
OG_9774	protein|evm.model.Ap7.583 protein|evm.model.Ap7.596 protein|evm.model.Ap7.597 protein|evm.model.Ap7.592 protein|evm.model.Ap7.589 protein|evm.model.Ap7.590 protein|evm.model.Ap7.595 protein|evm.model.Ap7.579 protein|evm.model.Ap7.593 Ahyacinthus06599-RA protein|evm.model.Ap7.594 NV2t010619001.1 NV2t010682001.1 protein|evm.model.Ap7.591 Ahyacinthus06598-RA Ahyacinthus06597-RA NV2t012529001.1 NV2t012529002.1 NV2t012672001.1
OG_9775	protein|evm.model.Ap7.1720 NV2t012988001.1 Ahyacinthus05299-RA
OG_9776	NV2t011834001.1 protein|evm.model.Ap7.2451 Ahyacinthus05784-RA
OG_9777	NV2t013833001.1 NV2t013833002.1 NV2t013838001.1 protein|evm.model.Ap7.1808 protein|evm.model.Ap4.558 Ahyacinthus14871-RA
OG_9778	Ahyacinthus06144-RA protein|evm.model.Ap7.1520 NV2t010655001.1 Ahyacinthus06136-RA
OG_9779	protein|evm.model.Ap7.1723 NV2t010775001.1 Ahyacinthus05302-RA
OG_9780	Ahyacinthus05301-RA protein|evm.model.Ap7.1722 protein|evm.model.Ap7.1734 NV2t010763001.1
OG_9781	NV2t012120001.1 NV2t012120002.1 Ahyacinthus05211-RA Ahyacinthus05214-RA protein|evm.model.Ap7.722
OG_9782	protein|evm.model.Ap7.2874 Ahyacinthus05682-RA NV2t012027001.1
OG_9783	Ahyacinthus05683-RA NV2t012024001.1 protein|evm.model.Ap7.2875
OG_9784	protein|evm.model.Ap7.2878 NV2t011991001.1 Ahyacinthus05686-RA
OG_9785	protein|evm.model.Ap7.2472 NV2t011123001.1 NV2t011125001.1 NV2t011127001.1 NV2t011129001.1 protein|evm.model.Ap7.2471 protein|evm.model.Ap7.2880 protein|evm.model.Ap4.6879 Ahyacinthus05687-RA Ahyacinthus05688-RA protein|evm.model.Ap7.2879 Ahyacinthus05689-RA
OG_9786	Ahyacinthus05191-RA NV2t011311001.1 protein|evm.model.Ap7.2918
OG_9787	protein|evm.model.Ap7.2915 NV2t020599001.1 Ahyacinthus05186-RA
OG_9788	protein|evm.model.Ap7.2914 Ahyacinthus05185-RA NV2t012407001.1
OG_9789	NV2t011412001.1 protein|evm.model.Ap7.2916 Ahyacinthus05187-RA
OG_9790	protein|evm.model.Ap7.2913 NV2t012408001.1 NV2t012408002.1 Ahyacinthus05184-RA
OG_9791	NV2t012333006.1 NV2t012333008.1 NV2t012333009.1 NV2t012333010.1 NV2t012333011.1 NV2t012333003.1 NV2t012333004.1 NV2t012333007.1 NV2t012333001.1 NV2t012333002.1 NV2t012333005.1 Ahyacinthus05268-RA protein|evm.model.Ap7.1035
OG_9792	Ahyacinthus05706-RA protein|evm.model.Ap7.2899 Ahyacinthus05707-RA Ahyacinthus05711-RA NV2t009601001.1 NV2t009601002.1 NV2t009601003.1 Ahyacinthus05710-RA NV2t011326001.1 NV2t011326002.1 NV2t011326003.1 NV2t011326004.1
OG_9793	Ahyacinthus05701-RA NV2t012279001.1 protein|evm.model.Ap7.2890
OG_9794	Ahyacinthus05705-RA NV2t011327001.1 Ahyacinthus05703-RA protein|evm.model.Ap7.2898 protein|evm.model.Ap7.2895 protein|evm.model.Ap7.2896 protein|evm.model.Ap7.2897
OG_9795	NV2t012681002.1 NV2t012681001.1 protein|evm.model.Ap7.412 Ahyacinthus06847-RA
OG_9796	Ahyacinthus00163-RA Ahyacinthus06482-RA NV2t010957001.1 NV2t012092001.1 NV2t012092002.1 protein|evm.model.Ap7.1442
OG_9797	NV2t012223003.1 NV2t012223002.1 protein|evm.model.Ap7.600 Ahyacinthus06596-RA NV2t012223001.1
OG_9798	NV2t012219001.1 NV2t012219002.1 protein|evm.model.Ap7.607 Ahyacinthus06592-RA
OG_9799	Ahyacinthus06593-RA protein|evm.model.Ap7.608 NV2t012217001.1 NV2t012217002.1
OG_9800	protein|evm.model.Ap7.316 NV2t012520001.1 protein|evm.model.Ap7.378 Ahyacinthus06840-RA
OG_9801	Ahyacinthus06863-RA Ahyacinthus06864-RA Ahyacinthus06865-RA NV2t010620001.1 protein|evm.model.Ap7.369 protein|evm.model.Ap7.372 protein|evm.model.Ap7.368 protein|evm.model.Ap7.373 protein|evm.model.Ap7.371 protein|evm.model.Ap7.366 protein|evm.model.Ap7.367 protein|evm.model.Ap7.363
OG_9802	NV2t011226001.1 NV2t011226002.1 protein|evm.model.Ap7.377 Ahyacinthus06869-RA
OG_9803	protein|evm.model.Ap7.374 NV2t012704001.1 NV2t012704002.1 Ahyacinthus06867-RA
OG_9804	protein|evm.model.Ap7.375 Ahyacinthus06868-RA
OG_9805	NV2t006066001.1 NV2t012435001.1 Ahyacinthus06644-RA protein|evm.model.Ap7.8 protein|evm.model.Ap7.6 protein|evm.model.Ap7.7
OG_9806	protein|evm.model.Ap7.4 NV2t011673001.1
OG_9807	NV2t012436001.1 Ahyacinthus06643-RA NV2t011672001.1 protein|evm.model.Ap7.5
OG_9808	NV2t010615001.1 Ahyacinthus06639-RA protein|evm.model.Ap7.2
OG_9809	protein|evm.model.Ap7.3 Ahyacinthus06637-RA NV2t011675001.1
OG_9810	protein|evm.model.Ap7.2817 Ahyacinthus05670-RA NV2t011534001.1
OG_9811	protein|evm.model.Ap7.1289 NV2t011756001.1 Ahyacinthus06398-RA
OG_9812	protein|evm.model.Ap7.2486 NV2t012495001.1 NV2t012495002.1 NV2t012495003.1
OG_9813	Ahyacinthus05564-RA Ahyacinthus05565-RA protein|evm.model.Ap7.2737 NV2t012862001.1 NV2t012862002.1 NV2t012862003.1
OG_9814	Ahyacinthus05563-RA NV2t012861001.1 protein|evm.model.Ap7.2736
OG_9815	NV2t011141001.1 protein|evm.model.Ap7.2797 Ahyacinthus05618-RA
OG_9816	NV2t013439001.1 Ahyacinthus05608-RA protein|evm.model.Ap7.2795 protein|evm.model.Ap7.2796
OG_9817	protein|evm.model.Ap7.231 NV2t011598001.1 Ahyacinthus06877-RA
OG_9818	Ahyacinthus06903-RA protein|evm.model.Ap7.266
OG_9819	NV2t011689001.1 protein|evm.model.Ap7.1321 protein|evm.model.Ap7.1321.1.5f15e8e0 Ahyacinthus06435-RA
OG_9820	NV2t011688002.1 protein|evm.model.Ap7.1320 NV2t011688001.1
OG_9821	protein|evm.model.Ap7.2678 Ahyacinthus05538-RA Ahyacinthus05536-RA Ahyacinthus05526-RA Ahyacinthus05537-RA
OG_9822	NV2t010778001.1 protein|evm.model.Ap7.50 Ahyacinthus06796-RA
OG_9823	Ahyacinthus06142-RA protein|evm.model.Ap7.1519 NV2t011250001.1
OG_9824	NV2t011654001.1 NV2t011654002.1 NV2t011654003.1 NV2t011654004.1 NV2t011654005.1 NV2t011654006.1 NV2t011654007.1 protein|evm.model.Ap7.1516 Ahyacinthus06135-RA
OG_9825	Ahyacinthus06143-RA protein|evm.model.Ap7.1517 NV2t011055001.1 NV2t011055002.1 NV2t011055003.1
OG_9826	NV2t012660001.1 protein|evm.model.Ap7.525 Ahyacinthus06610-RA
OG_9827	NV2t011698001.1 NV2t011698002.1 protein|evm.model.Ap7.524 Ahyacinthus06611-RA
OG_9828	protein|evm.model.Ap7.2574 Ahyacinthus05731-RA
OG_9829	Ahyacinthus05571-RA NV2t012484001.1 NV2t012484002.1 protein|evm.model.Ap7.2746
OG_9830	protein|evm.model.Ap7.2391 NV2t010716001.1 Ahyacinthus05505-RA
OG_9831	Ahyacinthus24575-RA protein|evm.model.Ap7.774 NV2t010946001.1 NV2t010907001.1 NV2t002289001.1 Ahyacinthus21899-RA Ahyacinthus00593-RA Ahyacinthus11055-RA Ahyacinthus25809-RA Ahyacinthus20279-RA
OG_9832	protein|evm.model.Ap7.1948 NV2t011734001.1
OG_9833	Ahyacinthus06943-RA NV2t022334001.1 protein|evm.model.Ap7.172
OG_9834	protein|evm.model.Ap7.173 Ahyacinthus06944-RA NV2t011772002.1 NV2t011772001.1
OG_9835	Ahyacinthus05253-RA NV2t011448001.1 protein|evm.model.Ap7.753
OG_9836	protein|evm.model.Ap7.923 Ahyacinthus06511-RA NV2t012317001.1
OG_9837	NV2t011906001.1 protein|evm.model.Ap7.921 Ahyacinthus06508-RA
OG_9838	Ahyacinthus06513-RA protein|evm.model.Ap7.926 NV2t018007002.1 NV2t018007001.1
OG_9839	NV2t012524001.1 NV2t012524002.1 protein|evm.model.Ap7.2924 Ahyacinthus05236-RA
OG_9840	protein|evm.model.Ap7.1596 NV2t012543001.1
OG_9841	Ahyacinthus05438-RA protein|evm.model.Ap7.2221
OG_9842	NV2t011928001.1 protein|evm.model.Ap7.2863 Ahyacinthus05627-RA Ahyacinthus05626-RA protein|evm.model.Ap7.2866
OG_9843	protein|evm.model.Ap7.444 Ahyacinthus06634-RA NV2t011683001.1
OG_9844	NV2t011771001.1 NV2t011771002.1 NV2t011771003.1 protein|evm.model.Ap7.153 Ahyacinthus06795-RA
OG_9845	NV2t012511001.1 Ahyacinthus05989-RA protein|evm.model.Ap7.1499
OG_9846	protein|evm.model.Ap7.2555 Ahyacinthus05723-RA NV2t011269004.1 NV2t011269001.1 NV2t011269002.1 NV2t011269003.1
OG_9847	Ahyacinthus06851-RA protein|evm.model.Ap7.347
OG_9848	NV2t011338002.1 NV2t011338001.1 Ahyacinthus06935-RA protein|evm.model.Ap7.192
OG_9849	protein|evm.model.Ap7.193 NV2t011339001.1 Ahyacinthus06934-RA
OG_9850	protein|evm.model.Ap7.93 Ahyacinthus06805-RA Ahyacinthus06812-RA NV2t010643001.1
OG_9851	NV2t010642001.1 protein|evm.model.Ap7.94 Ahyacinthus06811-RA Ahyacinthus06803-RA
OG_9852	Ahyacinthus06754-RA protein|evm.model.Ap7.99 NV2t011548001.1
OG_9853	protein|evm.model.Ap7.2702 Ahyacinthus05543-RA
OG_9854	Ahyacinthus05550-RA NV2t012628001.1 protein|evm.model.Ap7.2709 protein|evm.model.Ap7.294
OG_9855	Ahyacinthus26142-RA protein|evm.model.Ap7.1416 Ahyacinthus09830-RA
OG_9856	Ahyacinthus06546-RA protein|evm.model.Ap7.947
OG_9857	Ahyacinthus06904-RA protein|evm.model.Ap7.264 NV2t011355001.1
OG_9858	protein|evm.model.Ap7.265 NV2t011357001.1
OG_9859	NV2t010688001.1 protein|evm.model.Ap7.1203
OG_9860	NV2t010892001.1 Ahyacinthus05281-RA protein|evm.model.Ap7.1620
OG_9861	protein|evm.model.Ap7.2848 Ahyacinthus05663-RA NV2t012989001.1
OG_9862	protein|evm.model.Ap7.263 NV2t000472001.1 NV2t011657001.1 Ahyacinthus08467-RA
OG_9863	protein|evm.model.Ap7.718 Ahyacinthus05205-RA Ahyacinthus05206-RA NV2t012227001.1 NV2t012227002.1
OG_9864	NV2t012111001.1 protein|evm.model.Ap7.2624 Ahyacinthus05766-RA
OG_9865	protein|evm.model.Ap7.2628 NV2t011863001.1 Ahyacinthus05771-RA
OG_9866	protein|evm.model.Ap7.974 Ahyacinthus06585-RA NV2t012452001.1 protein|evm.model.Ap7.618 Ahyacinthus06584-RA
OG_9867	protein|evm.model.Ap2.2262 Ahyacinthus06586-RA protein|evm.model.Ap7.975 NV2t012778001.1
OG_9868	NV2t011670001.1 NV2t011670002.1 NV2t011670003.1 NV2t011670004.1 NV2t011670005.1 NV2t011670006.1 Ahyacinthus06580-RA protein|evm.model.Ap7.971
OG_9869	NV2t018509001.1 protein|evm.model.Ap7.2357
OG_9870	NV2t010798001.1 Ahyacinthus05476-RA protein|evm.model.Ap7.2354
OG_9871	protein|evm.model.Ap7.2353 NV2t010797001.1 Ahyacinthus05477-RA
OG_9872	NV2t012382001.1 protein|evm.model.Ap7.2006 protein|evm.model.Ap7.2004 Ahyacinthus05367-RA
OG_9873	NV2t011256001.1 protein|evm.model.Ap7.1545
OG_9874	protein|evm.model.Ap7.1549 NV2t012274001.1 NV2t012274002.1 Ahyacinthus06033-RA
OG_9875	protein|evm.model.Ap7.576 Ahyacinthus06602-RA
OG_9876	Ahyacinthus06601-RA protein|evm.model.Ap7.577
OG_9877	NV2t011225001.1 Ahyacinthus06600-RA protein|evm.model.Ap7.578
OG_9878	protein|evm.model.Ap7.1709 Ahyacinthus05287-RA NV2t010627001.1 NV2t010627002.1 NV2t010627003.1 NV2t010627004.1 NV2t010627005.1 NV2t010627006.1
OG_9879	protein|evm.model.Ap7.126 Ahyacinthus06707-RA NV2t011871001.1
OG_9880	Ahyacinthus15410-RA NV2t014420001.1 protein|evm.model.Ap4.624
OG_9881	NV2t011551002.1 NV2t011551001.1 Ahyacinthus06751-RA protein|evm.model.Ap7.104
OG_9882	NV2t011552001.1 NV2t011552002.1 protein|evm.model.Ap7.103 NV2t011552003.1
OG_9883	NV2t012996001.1 Ahyacinthus06716-RA protein|evm.model.Ap7.129
OG_9884	protein|evm.model.Ap7.128 Ahyacinthus06715-RA
OG_9885	NV2t010887001.1 Ahyacinthus24489-RA
OG_9886	NV2t004033001.1 NV2t004034001.1 Ahyacinthus15747-RA Ahyacinthus15748-RA protein|evm.model.Ap4.6629
OG_9887	NV2t012164001.1 NV2t012164002.1 protein|evm.model.Ap7.660 Ahyacinthus05810-RA
OG_9888	protein|evm.model.Ap7.2092 Ahyacinthus05386-RA NV2t010752001.1
OG_9889	Ahyacinthus06825-RA protein|evm.model.Ap7.319 Ahyacinthus06827-RA Ahyacinthus06829-RA NV2t011056001.1 NV2t011056002.1
OG_9890	Ahyacinthus06831-RA NV2t012519001.1 protein|evm.model.Ap7.317
OG_9891	NV2t011795001.1 NV2t011795002.1 NV2t011795003.1 Ahyacinthus05318-RA protein|evm.model.Ap7.1771
OG_9892	NV2t019854002.1 NV2t019854001.1 Ahyacinthus05464-RA NV2t019514001.1 NV2t019514002.1 protein|evm.model.Ap7.2255
OG_9893	protein|evm.model.Ap7.1194 NV2t012485001.1 Ahyacinthus06373-RA
OG_9894	NV2t012489001.1 NV2t012489002.1 protein|evm.model.Ap7.1195 NV2t012489003.1 NV2t012489004.1 Ahyacinthus06372-RA
OG_9895	Ahyacinthus06367-RA protein|evm.model.Ap7.1197 NV2t010690001.1 NV2t010690002.1 NV2t010690003.1 NV2t010690004.1
OG_9896	Ahyacinthus06374-RA protein|evm.model.Ap7.1193 NV2t011103001.1
OG_9897	NV2t012488001.1 protein|evm.model.Ap7.1198 Ahyacinthus06368-RA
OG_9898	NV2t011838001.1 protein|evm.model.Ap7.2461 Ahyacinthus05785-RA
OG_9899	NV2t011300002.1 NV2t011300003.1 NV2t011300001.1 protein|evm.model.Ap7.2782 Ahyacinthus05604-RA
OG_9900	NV2t011395001.1 Ahyacinthus06472-RA protein|evm.model.Ap7.1424
OG_9901	protein|evm.model.Ap7.1426 Ahyacinthus06477-RA NV2t011398001.1
OG_9902	protein|evm.model.Ap7.1427 NV2t014581001.1 NV2t014581002.1
OG_9903	NV2t011394001.1 Ahyacinthus06464-RA protein|evm.model.Ap7.1423
OG_9904	NV2t012491001.1 Ahyacinthus06654-RA protein|evm.model.Ap7.30
OG_9905	protein|evm.model.Ap7.831 protein|evm.model.Ap7.833 protein|evm.model.Ap7.837 Ahyacinthus06487-RA
OG_9906	NV2t023468001.1 protein|evm.model.Ap1.1595 Ahyacinthus08942-RA
OG_9907	protein|evm.model.Ap13.3134 protein|evm.model.Ap13.3135 protein|evm.model.Ap13.3130 protein|evm.model.Ap13.3131 protein|evm.model.Ap13.3132 protein|evm.model.Ap13.3133 Ahyacinthus21388-RA NV2t011845001.1 protein|evm.model.Ap7.858 Ahyacinthus06494-RA
OG_9908	NV2t012618001.1 Ahyacinthus05646-RA protein|evm.model.Ap7.2834
OG_9909	NV2t012621001.1 NV2t012623001.1 Ahyacinthus05655-RA Ahyacinthus05654-RA protein|evm.model.Ap7.2838 protein|evm.model.Ap7.2839
OG_9910	NV2t012905001.1 Ahyacinthus06325-RA protein|evm.model.Ap7.1111
OG_9911	Ahyacinthus06912-RA protein|evm.model.Ap7.210 NV2t011878002.1 NV2t011878001.1 NV2t011878003.1 NV2t011878004.1 NV2t011878005.1
OG_9912	NV2t011592001.1 protein|evm.model.Ap7.213
OG_9913	Ahyacinthus06916-RA NV2t012686001.1 Ahyacinthus04912-RA protein|evm.model.Ap7.215 Ahyacinthus06915-RA
OG_9914	Ahyacinthus05408-RA NV2t010624001.1 protein|evm.model.Ap7.2116
OG_9915	NV2t010669003.1 NV2t010669001.1 NV2t010669002.1 NV2t010669004.1 NV2t010669005.1 NV2t010669006.1 protein|evm.model.Ap7.1021 Ahyacinthus05267-RA
OG_9916	protein|evm.model.Ap7.2562 Ahyacinthus05725-RA NV2t012688001.1
OG_9917	NV2t011264001.1 protein|evm.model.Ap7.2699 Ahyacinthus05541-RA
OG_9918	Ahyacinthus06735-RA NV2t012107001.1 NV2t012107002.1 NV2t012107003.1 NV2t012107004.1 protein|evm.model.Ap7.115
OG_9919	NV2t011325001.1 protein|evm.model.Ap7.2900 Ahyacinthus05708-RA Ahyacinthus05712-RA
OG_9920	protein|evm.model.Ap7.138 Ahyacinthus06730-RA
OG_9921	protein|evm.model.Ap7.2599 Ahyacinthus05756-RA
OG_9922	NV2t012616001.1 protein|evm.model.Ap7.2598 Ahyacinthus05757-RA
OG_9923	Ahyacinthus06647-RA protein|evm.model.Ap7.17
OG_9924	Ahyacinthus16368-RA Ahyacinthus16358-RA Ahyacinthus16347-RA NV2t011866001.1 Ahyacinthus16348-RA protein|evm.model.Ap7.181
OG_9925	Ahyacinthus06939-RA NV2t011437001.1 NV2t011439001.1 NV2t011440001.1 protein|evm.model.Ap7.183
OG_9926	NV2t011057001.1 NV2t011057002.1 NV2t011057003.1 NV2t011057004.1 protein|evm.model.Ap7.185
OG_9927	NV2t010769001.1 Ahyacinthus05492-RA protein|evm.model.Ap7.2297
OG_9928	Ahyacinthus06629-RA NV2t012851001.1 protein|evm.model.Ap7.461
OG_9929	Ahyacinthus06887-RA NV2t010972001.1 protein|evm.model.Ap7.241
OG_9930	Ahyacinthus06862-RA NV2t011921001.1 protein|evm.model.Ap7.361
OG_9931	NV2t012745001.1 Ahyacinthus06861-RA protein|evm.model.Ap7.360
OG_9932	protein|evm.model.Ap7.2492 Ahyacinthus05717-RA NV2t012115001.1
OG_9933	protein|evm.model.Ap7.2120 NV2t011069001.1 Ahyacinthus05410-RA
OG_9934	protein|evm.model.Ap7.1338 NV2t007446001.1 Ahyacinthus06429-RA NV2t012549001.1
OG_9935	Ahyacinthus06322-RA protein|evm.model.Ap7.1095 NV2t011463002.1 NV2t011463003.1 NV2t011463004.1 NV2t011463001.1
OG_9936	Ahyacinthus25939-RA protein|evm.model.Ap7.697 Ahyacinthus03176-RA Ahyacinthus23641-RA Ahyacinthus27036-RA protein|evm.model.Ap7.2648 Ahyacinthus05838-RA
OG_9937	protein|evm.model.Ap7.18 Ahyacinthus06648-RA NV2t010928001.1 NV2t010928002.1 NV2t010928003.1
OG_9938	Ahyacinthus05577-RA protein|evm.model.Ap7.2759
OG_9939	protein|evm.model.Ap7.2650 Ahyacinthus05523-RA NV2t010802001.1
OG_9940	Ahyacinthus05575-RA NV2t010979001.1 protein|evm.model.Ap7.2757
OG_9941	Ahyacinthus05622-RA Ahyacinthus05623-RA protein|evm.model.Ap7.2869 NV2t011901001.1 NV2t011901002.1
OG_9942	NV2t011925001.1 protein|evm.model.Ap7.2868 Ahyacinthus05624-RA
OG_9943	NV2t012226001.1 protein|evm.model.Ap7.717 NV2t010800001.1
OG_9944	NV2t010830001.1 protein|evm.model.Ap7.1393
OG_9945	Ahyacinthus05351-RA Ahyacinthus05352-RA protein|evm.model.Ap7.1955
OG_9946	Ahyacinthus05353-RA NV2t011620001.1 NV2t011620002.1 protein|evm.model.Ap7.1956
OG_9947	NV2t012157001.1 protein|evm.model.Ap7.2375 protein|evm.model.Ap7.2379 Ahyacinthus05499-RA Ahyacinthus05500-RA NV2t012158001.1
OG_9948	NV2t013725001.1 protein|evm.model.Ap4.1036
OG_9949	NV2t012920001.1 protein|evm.model.Ap7.1563 Ahyacinthus06145-RA
OG_9950	protein|evm.model.Ap7.107 Ahyacinthus06747-RA NV2t011180001.1
OG_9951	NV2t011895001.1 protein|evm.model.Ap7.106 Ahyacinthus06748-RA
OG_9952	NV2t021031001.1 Ahyacinthus20914-RA Ahyacinthus05449-RA protein|evm.model.Ap7.2239 protein|evm.model.Ap13.2901
OG_9953	Ahyacinthus06631-RA Ahyacinthus06632-RA NV2t012345001.1 protein|evm.model.Ap7.459 protein|evm.model.Ap7.457
OG_9954	Ahyacinthus06278-RA protein|evm.model.Ap7.1041
