Coords	Name	MIRNA	nvec_1_S25_L001_R1_001_trim_condensed	nvec_2_S26_L001_R1_001_trim_condensed	nvec_3_S34_L001_R1_001_trim_condensed	nvec_4_S35_L001_R1_001_trim_condensed
chr7:3422575-3423232	Cluster_1416	N	371	123	26	85
chr7:3426302-3427115	Cluster_1417	N	3304	1165	377	1503
chr7:3459012-3459807	Cluster_1418	N	548	149	33	100
chr7:3475001-3475417	Cluster_1419	N	9	84	5	4
chr7:3614526-3614944	Cluster_1420	N	273	26	1057	121
chr7:3770666-3771139	Cluster_1421	N	72	72	3	0
chr7:3988727-3989143	Cluster_1422	N	17	41	5	11
chr7:4021214-4021631	Cluster_1423	N	13	27	19	7
chr7:4032007-4032430	Cluster_1424	N	9	8	24	14
chr7:4257592-4258007	Cluster_1425	N	2	31	7	2
chr7:4305394-4305488	Cluster_1426	Y	1	1	0	1
chr7:4371266-4371682	Cluster_1427	N	3	33	7	2
chr7:4442967-4443061	Cluster_1428	Y	2	0	0	0
chr7:4482652-4483067	Cluster_1429	N	0	0	55	3
chr7:4505312-4505406	Cluster_1430	Y	4083	776	335	2045
chr7:4560874-4561292	Cluster_1431	N	3	14	59	6
chr7:4566605-4567035	Cluster_1432	N	12	0	70	74
chr7:4570345-4570762	Cluster_1433	N	3	3	23	1
chr7:4633440-4633854	Cluster_1434	N	1	3	87	0
chr7:4815033-4815450	Cluster_1435	N	20	15	2	51
chr7:4944593-4945009	Cluster_1436	N	5	4	10	22
chr7:5008807-5009339	Cluster_1437	N	144	39	104	147
chr7:5010061-5010512	Cluster_1438	N	30	4	29	50
chr7:5011155-5011660	Cluster_1439	N	35	18	100	63
chr7:5047968-5048382	Cluster_1440	N	5	0	0	38
chr7:5068638-5069076	Cluster_1441	N	429	307	27	14
chr7:5120990-5121406	Cluster_1442	N	0	236	0	0
chr7:5184801-5185594	Cluster_1443	N	47	17	8	90
chr7:5227752-5228167	Cluster_1444	N	46	1	4	6
chr7:5482928-5483345	Cluster_1445	N	63	16	10	0
chr7:5651027-5651444	Cluster_1446	N	7	9	24	15
chr7:5651615-5652046	Cluster_1447	N	41	11	4	25
chr7:5653819-5654239	Cluster_1448	N	13	4	20	15
chr7:5655098-5655515	Cluster_1449	N	3	4	14	13
chr7:5656373-5656793	Cluster_1450	N	14	6	15	14
chr7:5664369-5664791	Cluster_1451	N	9	1	28	15
chr7:5686285-5686703	Cluster_1452	N	16	183	21	19
chr7:5754428-5754838	Cluster_1453	N	21	6	1	0
chr7:5785929-5786346	Cluster_1454	N	36	7	1	40
chr7:6028852-6029267	Cluster_1455	N	7	25	8	0
chr7:6078259-6078672	Cluster_1456	N	1	1	0	45
chr7:6110273-6110689	Cluster_1457	N	1	69	0	0
chr7:6119988-6120403	Cluster_1458	N	37	10	49	11
chr7:6228316-6228732	Cluster_1459	N	3	27	6	0
chr7:6242973-6243388	Cluster_1460	N	83	14	39	23
chr7:6446200-6446602	Cluster_1461	N	19	15	21	26
chr7:6544948-6545366	Cluster_1462	N	77	239	364	37
chr7:6776599-6777008	Cluster_1463	N	17	12	1	3
chr7:6818217-6818632	Cluster_1464	N	4	7	10	143
chr7:6897111-6897526	Cluster_1465	N	0	0	0	58
chr7:7160979-7161453	Cluster_1466	N	1945	3271	29	94
chr7:7265137-7265552	Cluster_1467	N	0	1	166	28
chr7:7374724-7375141	Cluster_1468	N	7	1	0	59
chr7:7899762-7900235	Cluster_1469	N	923	372	27	636
chr7:7907219-7907646	Cluster_1470	N	6	35	37	4
chr7:7924943-7925388	Cluster_1471	N	31	18	36	29
chr7:7926067-7926484	Cluster_1472	N	38	6	7	4
chr7:7955101-7955516	Cluster_1473	N	47	7	0	0
chr7:8304556-8304971	Cluster_1474	N	0	19	5	7
chr7:8710063-8710481	Cluster_1475	N	16	153	3	2
chr7:8782243-8782661	Cluster_1476	N	15	39	25	0
chr7:8956923-8957340	Cluster_1477	N	0	45	3	0
chr7:9013784-9014198	Cluster_1478	N	0	0	28	1
chr7:9183272-9183688	Cluster_1479	N	195	11	42	19
chr7:9285691-9286104	Cluster_1480	N	0	0	18	11
chr7:9476931-9477347	Cluster_1481	N	5	37	0	1
chr7:9536183-9536600	Cluster_1482	N	7	45	19	1
chr7:9538487-9538902	Cluster_1483	N	26	4	9	1
chr7:9545199-9545614	Cluster_1484	N	19	29	0	1
chr7:9546190-9546618	Cluster_1485	N	177	16	1	23
chr7:9547441-9547855	Cluster_1486	N	17	6	2	46
chr7:9674176-9674591	Cluster_1487	N	9	71	34	7
chr7:9851936-9852352	Cluster_1488	N	3	51	2	1
chr7:9886385-9886800	Cluster_1489	N	0	3	64	22
chr7:9895463-9895879	Cluster_1490	N	5	25	15	9
chr7:10062881-10063307	Cluster_1491	N	23	10	4	30
chr7:10066424-10066852	Cluster_1492	N	5	9	43	31
chr7:10088655-10089070	Cluster_1493	N	40	4	0	16
chr7:10207197-10207611	Cluster_1494	N	0	0	1	61
chr7:10240803-10241218	Cluster_1495	N	5	5	5	20
chr7:10322002-10322417	Cluster_1496	N	1	4	32	25
chr7:10339753-10340167	Cluster_1497	N	0	2	17	31
chr7:10366287-10366702	Cluster_1498	N	24	1	8	0
chr7:10444695-10445100	Cluster_1499	N	6	21	5	0
chr7:10618999-10619415	Cluster_1500	N	18	10	2	38
chr7:10685601-10686017	Cluster_1501	N	13	2	0	25
chr7:10889800-10890216	Cluster_1502	N	11	58	14	0
chr7:10897763-10898179	Cluster_1503	N	57	5	2	18
chr7:11076673-11077090	Cluster_1504	N	41	9	1	53
chr7:11094206-11094623	Cluster_1505	N	4	43	9	1
chr7:11366512-11366928	Cluster_1506	N	6	21	4	22
chr7:11401059-11401474	Cluster_1507	N	7	21	0	0
chr7:11471084-11471716	Cluster_1508	N	269	89	77	151
chr7:11490299-11490713	Cluster_1509	N	2	2	1	28
chr7:11491912-11492326	Cluster_1510	N	5	24	0	0
chr7:11999979-12000394	Cluster_1511	N	8	0	2	25
chr7:12192517-12192961	Cluster_1512	N	25	8	50	40
chr7:12194729-12195132	Cluster_1513	N	11	6	24	7
chr7:12491122-12491603	Cluster_1514	N	754	743	266	59
chr7:12523766-12524184	Cluster_1515	N	13	37	15	3
chr7:12537426-12537876	Cluster_1516	N	0	0	1	107
chr7:12669421-12669837	Cluster_1517	N	5	4	0	35
chr7:12675433-12675849	Cluster_1518	N	1	2	64	0
chr7:12709823-12710242	Cluster_1519	N	87	281	143	161
chr7:12747298-12747715	Cluster_1520	N	5	2	0	24
chr7:12840253-12840721	Cluster_1521	N	0	117	3	158
chr7:12914716-12915143	Cluster_1522	N	9	3	21	4
chr7:13421050-13421468	Cluster_1523	N	2	29	22	2
chr7:13481327-13481744	Cluster_1524	N	21	232	15	4
chr7:13581968-13582384	Cluster_1525	N	0	1	52	9
chr7:13638322-13638739	Cluster_1526	N	0	1	0	305
chr7:13674460-13674875	Cluster_1527	N	13	7	6	14
chr7:13742416-13742834	Cluster_1528	N	33	56	12	464
chr7:13745654-13746071	Cluster_1529	N	31	12	4	0
chr7:13790860-13791287	Cluster_1530	N	48	38	27	51
chr7:13946187-13946967	Cluster_1531	N	6	27	293	80
chr7:13983622-13984316	Cluster_1532	N	152	63	38	110
chr7:13985003-13985877	Cluster_1533	N	115	50	39	117
chr7:14090618-14091032	Cluster_1534	N	2	0	46	3
chr7:14259363-14259779	Cluster_1535	N	8	45	1	0
chr7:14418509-14418980	Cluster_1536	N	452	172	35	58
chr7:14424553-14424970	Cluster_1537	N	33	14	2	23
chr7:14436418-14436832	Cluster_1538	N	0	0	6	46
chr7:14972578-14972995	Cluster_1539	N	4	4	3	73
chr7:15079272-15079687	Cluster_1540	N	37	89	69	14
chr7:15255374-15255787	Cluster_1541	N	1	0	0	32
chr7:15463218-15463635	Cluster_1542	N	2	9	28	19
chr7:15561791-15562205	Cluster_1543	N	5	21	7	4
chr7:15727602-15728017	Cluster_1544	N	5	0	18	41
chr7:15771541-15771957	Cluster_1545	N	0	0	162	1
chr7:15783342-15783762	Cluster_1546	N	25	85	13	13
chr7:15841081-15841512	Cluster_1547	N	15	13	18	19
chr7:15845113-15845522	Cluster_1548	N	36	12	25	24
chr7:15910419-15910835	Cluster_1549	N	7	23	2	1
chr7:15981357-15982043	Cluster_1550	N	13081	3625	7383	18279
chr7:16165096-16165509	Cluster_1551	N	8	21	0	1
chr7:16171583-16172000	Cluster_1552	N	65	14	9	53
chr7:16252176-16252592	Cluster_1553	N	5	38	7	1
chr7:16286881-16287358	Cluster_1554	N	152	28	5	0
chr7:16383271-16383686	Cluster_1555	N	6	10	19	49
chr8:107143-107557	Cluster_1556	N	0	1	44	0
chr8:147766-148190	Cluster_1557	N	104	58	6	41
chr8:526849-527271	Cluster_1558	N	34	89	2	20
chr8:568553-568969	Cluster_1559	N	6	25	0	1
chr8:608962-609378	Cluster_1560	N	13	21	1	6
chr8:1215291-1215707	Cluster_1561	N	39	39	4	17
chr8:1357412-1357833	Cluster_1562	N	10	2	26	5
chr8:1711428-1711846	Cluster_1563	N	3	20	9	3
chr8:1757103-1757519	Cluster_1564	N	5	54	0	0
chr8:1806056-1806473	Cluster_1565	N	3	2	19	99
chr8:1807202-1807641	Cluster_1566	N	114	35	6	106
chr8:1815823-1816257	Cluster_1567	N	8	0	60	0
chr8:1817857-1818273	Cluster_1568	N	30	5	0	11
chr8:1826047-1826469	Cluster_1569	N	46	3	0	1
chr8:1840746-1841561	Cluster_1570	N	10	36	2	31
chr8:1843246-1843671	Cluster_1571	N	10	30	1	0
chr8:1857658-1858074	Cluster_1572	N	3	5	4	33
chr8:1859469-1859885	Cluster_1573	N	6	5	3	32
chr8:1859965-1860396	Cluster_1574	N	5602	2957	467	512
chr8:1861975-1862791	Cluster_1575	N	9	36	4	30
chr8:1865571-1865988	Cluster_1576	N	3	4	3	32
chr8:1866921-1867337	Cluster_1577	N	3	1	1	31
chr8:1868969-1869385	Cluster_1578	N	3	3	4	33
chr8:1870328-1870744	Cluster_1579	N	4	3	4	32
chr8:1876640-1877062	Cluster_1580	N	0	0	35	0
chr8:2006396-2006820	Cluster_1581	N	7	5	3	65
chr8:2007491-2007908	Cluster_1582	N	3	5	1	20
chr8:2008506-2008927	Cluster_1583	N	5	6	10	70
chr8:2009522-2009943	Cluster_1584	N	6	6	11	67
chr8:2010541-2010957	Cluster_1585	N	18	35	0	0
chr8:2025622-2026037	Cluster_1586	N	0	0	0	39
chr8:2031016-2031504	Cluster_1587	N	172	80	704	358
chr8:2203783-2204200	Cluster_1588	N	5	124	4	2
chr8:2239397-2239824	Cluster_1589	N	7	16	56	20
chr8:2691923-2692340	Cluster_1590	N	0	0	0	231
chr8:2745076-2745490	Cluster_1591	N	0	0	0	37
chr8:2879728-2880142	Cluster_1592	N	1	3	0	85
chr8:3072788-3073208	Cluster_1593	N	10	118	11	7
chr8:3205429-3205846	Cluster_1594	N	0	0	10	33
chr8:3803774-3804181	Cluster_1595	N	32	0	12	9
chr8:3825132-3825547	Cluster_1596	N	28	6	1	1
chr8:3891624-3892042	Cluster_1597	N	196	53	17	51
chr8:4027837-4028261	Cluster_1598	N	10	3	17	31
chr8:4031466-4031931	Cluster_1599	N	51	21	25	26
chr8:4032517-4032939	Cluster_1600	N	34	13	4	7
chr8:4093578-4093999	Cluster_1601	N	35	14	5	11
chr8:4152523-4152938	Cluster_1602	N	2	45	0	0
chr8:4167895-4168310	Cluster_1603	N	7	3	2	25
chr8:4409035-4409452	Cluster_1604	N	11	167	1	0
chr8:4466554-4466969	Cluster_1605	N	1	0	14	87
chr8:4756648-4757062	Cluster_1606	N	0	0	108	5
chr8:4854780-4855194	Cluster_1607	N	0	0	4	56
chr8:4944304-4944721	Cluster_1608	N	2	28	11	1
chr8:4962867-4963283	Cluster_1609	N	57	2	9	1
chr8:4985408-4985821	Cluster_1610	N	0	0	5	29
chr8:5079879-5080296	Cluster_1611	N	68	205	91	9
chr8:5093313-5093727	Cluster_1612	N	0	0	0	47
chr8:5126892-5127306	Cluster_1613	N	20	2	7	0
chr8:5430801-5431224	Cluster_1614	N	0	3	34	12
chr8:5459371-5460161	Cluster_1615	N	6	64	3	0
chr8:5495997-5496411	Cluster_1616	N	0	0	0	62
chr8:5569813-5570228	Cluster_1617	N	0	1	76	11
chr8:5674134-5674551	Cluster_1618	N	25	6	3	2
chr8:5795167-5795581	Cluster_1619	N	2	0	20	16
chr8:5810333-5810748	Cluster_1620	N	2	6	50	1
chr8:5812624-5813041	Cluster_1621	N	116	9	46	17
chr8:5896039-5896452	Cluster_1622	N	10	4	4	21
chr8:6306191-6306608	Cluster_1623	N	44	187	17	6
chr8:6380932-6381432	Cluster_1624	N	9	9	34	32
chr8:6391281-6391691	Cluster_1625	N	12	8	13	55
chr8:6435413-6435829	Cluster_1626	N	4	75	1	1
chr8:6445650-6446097	Cluster_1627	N	42	12	22	19
chr8:6493253-6493671	Cluster_1628	N	134	37	24	12
chr8:6561289-6561705	Cluster_1629	N	0	48	0	0
chr8:6774673-6775089	Cluster_1630	N	1	0	0	67
chr8:6913684-6914101	Cluster_1631	N	40	9	1	9
chr8:6980992-6981406	Cluster_1632	N	0	0	0	37
chr8:7305178-7305593	Cluster_1633	N	27	10	0	0
chr8:7341331-7341753	Cluster_1634	N	9	8	31	30
chr8:7355002-7355427	Cluster_1635	N	13	8	29	18
chr8:7381491-7381906	Cluster_1636	N	0	0	3	50
chr8:7472842-7473260	Cluster_1637	N	2	6	102	66
chr8:7611462-7611879	Cluster_1638	N	1	1	0	365
chr8:7719641-7720057	Cluster_1639	N	4	8	16	30
chr8:7817973-7818394	Cluster_1640	N	60	44	12	3
chr8:7820267-7820683	Cluster_1641	N	0	14	21	5
chr8:7957235-7957652	Cluster_1642	N	457	1025	32	7
chr8:8295529-8295943	Cluster_1643	N	3	30	0	0
chr8:8383205-8383621	Cluster_1644	N	164	50	4	10
chr8:8391370-8391785	Cluster_1645	N	19	4	2	25
chr8:8706172-8706587	Cluster_1646	N	23	10	3	0
chr8:8769234-8769652	Cluster_1647	N	14	28	5	45
chr8:8784196-8784629	Cluster_1648	N	62	70	11	14
chr8:9147456-9147872	Cluster_1649	N	0	0	0	43
chr8:9166901-9167317	Cluster_1650	N	0	0	0	70
chr8:9196932-9197348	Cluster_1651	N	0	0	89	0
chr8:9219688-9220104	Cluster_1652	N	12	7	0	35
chr8:9237723-9238138	Cluster_1653	N	20	11	0	21
chr8:9337998-9338413	Cluster_1654	N	0	0	1	77
chr8:9575041-9575458	Cluster_1655	N	14	163	10	6
chr8:9669944-9670359	Cluster_1656	N	8	15	4	3
chr8:9696482-9696896	Cluster_1657	N	0	0	0	31
chr8:9700796-9701279	Cluster_1658	N	21	1	311	362
chr8:9749482-9749900	Cluster_1659	N	6	87	6	0
chr8:9798264-9798757	Cluster_1660	N	58	21	19	38
chr8:9805905-9806384	Cluster_1661	N	126	48	40	20
chr8:9863005-9863418	Cluster_1662	N	2	0	0	32
chr8:9886804-9887219	Cluster_1663	N	0	0	2	40
chr8:9905394-9905811	Cluster_1664	N	5	17	41	11
chr8:10018118-10018534	Cluster_1665	N	5	51	5	5
chr8:10332094-10332509	Cluster_1666	N	4	0	6	28
chr8:10412951-10413366	Cluster_1667	N	4	28	6	0
chr8:10413512-10413929	Cluster_1668	N	14	27	1	0
chr8:10547909-10548327	Cluster_1669	N	4	27	24	10
chr8:10641708-10642280	Cluster_1670	N	253	374	2	3
chr8:10819693-10820093	Cluster_1671	N	18	8	40	7
chr8:10915954-10916369	Cluster_1672	N	1	29	0	1
chr8:10943542-10943959	Cluster_1673	N	22	19	0	24
chr8:11037587-11038004	Cluster_1674	N	7	1	18	14
chr8:11042391-11042816	Cluster_1675	N	24	7	49	8
chr8:11233153-11233581	Cluster_1676	N	39	38	1	15
chr8:11234035-11234459	Cluster_1677	N	192	10	3	12
chr8:11239383-11239801	Cluster_1678	N	77	5	21	8
chr8:11239944-11240362	Cluster_1679	N	103	82	23	8
chr8:11252173-11252591	Cluster_1680	N	62	12	0	5
chr8:11273787-11274211	Cluster_1681	N	23	27	5	69
chr8:11279632-11280050	Cluster_1682	N	78	4	22	6
chr8:11280476-11280893	Cluster_1683	N	64	35	30	45
chr8:11282121-11282539	Cluster_1684	N	76	6	22	6
chr8:11285478-11285903	Cluster_1685	N	17	20	3	18
chr8:11303517-11303933	Cluster_1686	N	22	35	28	97
chr8:11411051-11411466	Cluster_1687	N	33	5	18	0
chr8:11492822-11493236	Cluster_1688	N	2	49	2	8
chr8:11547772-11548188	Cluster_1689	N	7	2	0	39
chr8:11735385-11735799	Cluster_1690	N	0	0	0	59
chr8:11807856-11808272	Cluster_1691	N	6	27	7	24
chr8:12017805-12018325	Cluster_1692	N	45	12	33	34
chr8:12058329-12058747	Cluster_1693	N	7	14	50	25
chr8:12083619-12084037	Cluster_1694	N	31	11	23	35
chr8:13021290-13021706	Cluster_1695	N	3	65	7	4
chr8:13022600-13023016	Cluster_1696	N	2	66	6	4
chr8:13023885-13024301	Cluster_1697	N	4	63	11	4
chr8:13058909-13059323	Cluster_1698	N	0	0	0	257
chr8:13337958-13338373	Cluster_1699	N	3	15	4	26
chr8:13385197-13385612	Cluster_1700	N	30	1	0	2
chr8:13400750-13401166	Cluster_1701	N	30	6	6	0
chr8:13415503-13415919	Cluster_1702	N	8	25	0	10
chr8:13526767-13527186	Cluster_1703	N	150	13	2	0
chr8:13531204-13531620	Cluster_1704	N	10	44	0	0
chr8:13554797-13555214	Cluster_1705	N	48	2	22	2
chr8:13586914-13587331	Cluster_1706	N	15	42	0	14
chr8:13750523-13750939	Cluster_1707	N	3	20	20	2
chr8:13761033-13761726	Cluster_1708	N	52	92	95	26
chr8:13772354-13772873	Cluster_1709	N	154	3	9	39
chr8:13773386-13773814	Cluster_1710	N	14	4	48	28
chr8:14027264-14027679	Cluster_1711	N	0	0	0	66
chr8:14157089-14157507	Cluster_1712	N	137	257	19	34
chr8:14828858-14829275	Cluster_1713	N	16	86	17	14
chr8:14933215-14933632	Cluster_1714	N	0	0	4	64
chr8:14957179-14957691	Cluster_1715	N	7	5	236	166
chr8:14958296-14958733	Cluster_1716	N	111	19	228	82
chr8:14961747-14962248	Cluster_1717	N	38	11	118	98
chr8:14962645-14963158	Cluster_1718	N	54	13	63	73
chr8:14967431-14967941	Cluster_1719	N	57	40	115	155
chr8:15186852-15187268	Cluster_1720	N	9	38	27	45
chr8:15515721-15516138	Cluster_1721	N	0	0	0	75
chr8:15760441-15760856	Cluster_1722	N	22	13	32	2
chr8:15785486-15786031	Cluster_1723	N	146	43	18	114
chr8:15802490-15803129	Cluster_1724	N	0	0	0	122
chr8:15865846-15866262	Cluster_1725	N	2	28	2	0
chr8:16022910-16023325	Cluster_1726	N	22	20	5	2
chr8:16101285-16101702	Cluster_1727	N	56	77	53	50
chr8:16151178-16151600	Cluster_1728	N	0	0	45	1
chr9:2952-3368	Cluster_1729	N	10	40	0	0
chr9:38023-38437	Cluster_1730	N	10	27	0	1
chr9:61056-61474	Cluster_1731	N	11	73	16	24
chr9:321486-321908	Cluster_1732	N	1	1	18	12
chr9:459816-460233	Cluster_1733	N	1	0	41	7
chr9:507332-507816	Cluster_1734	N	62	0	47	199
chr9:629658-630078	Cluster_1735	N	37	169	22	77
chr9:701178-701593	Cluster_1736	N	0	0	0	33
chr9:917732-918158	Cluster_1737	N	21	12	10	15
chr9:918251-918674	Cluster_1738	N	28	7	28	20
chr9:932000-932414	Cluster_1739	N	0	0	71	0
chr9:1084247-1084662	Cluster_1740	N	1	0	1	39
chr9:1364567-1364987	Cluster_1741	N	0	35	51	2
chr9:1366000-1366505	Cluster_1742	N	83	12	12	10
chr9:1367530-1367983	Cluster_1743	N	31	56	53	43
chr9:1438359-1438782	Cluster_1744	N	2	2	30	2
chr9:1477579-1477994	Cluster_1745	N	29	0	0	0
chr9:1490728-1491152	Cluster_1746	N	0	0	36	2
chr9:1796277-1796695	Cluster_1747	N	3	64	14	1
chr9:2226678-2227099	Cluster_1748	N	3	3	36	5
chr9:2246371-2247188	Cluster_1749	N	18	7	204	18
chr9:2291825-2292248	Cluster_1750	N	16	117	32	38
chr9:2581372-2581788	Cluster_1751	N	45	5	20	7
chr9:2801181-2801599	Cluster_1752	N	21	8	5	26
chr9:2822191-2822607	Cluster_1753	N	0	8	0	36
chr9:2909484-2909901	Cluster_1754	N	0	0	0	1030
chr9:3245581-3245995	Cluster_1755	N	0	0	0	31
chr9:3341560-3341978	Cluster_1756	N	18	45	19	5
chr9:3523509-3523926	Cluster_1757	N	60	73	49	22
chr9:3550065-3550481	Cluster_1758	N	111	7	0	1
chr9:3752638-3753054	Cluster_1759	N	468	82	7	44
chr9:3901956-3902372	Cluster_1760	N	2	39	3	0
chr9:3909536-3909950	Cluster_1761	N	6	26	0	0
chr9:4013553-4013968	Cluster_1762	N	125	1	76	23
chr9:4107791-4108218	Cluster_1763	N	126	10	23	18
chr9:4122399-4122827	Cluster_1764	N	1	3	50	7
chr9:4127824-4128226	Cluster_1765	N	31	5	23	17
chr9:4131635-4132063	Cluster_1766	N	21	7	44	8
chr9:4134506-4134924	Cluster_1767	N	22	43	24	0
chr9:4142155-4142584	Cluster_1768	N	28	20	18	23
chr9:4174170-4174586	Cluster_1769	N	3	15	40	0
chr9:4543325-4543741	Cluster_1770	N	5	8	8	15
chr9:4628540-4628956	Cluster_1771	N	9	77	46	4
chr9:4639585-4640002	Cluster_1772	N	32	32	2	0
chr9:4665011-4665427	Cluster_1773	N	6	31	2	1
chr9:5012075-5012493	Cluster_1774	N	0	0	20	17
chr9:5047815-5048229	Cluster_1775	N	15	14	9	2
chr9:5055805-5056221	Cluster_1776	N	48	7	2	15
chr9:5126792-5127267	Cluster_1777	N	9	2	32	253
chr9:5129215-5129659	Cluster_1778	N	9	10	20	355
chr9:5131777-5132352	Cluster_1779	N	36	10	39	545
chr9:5133862-5134589	Cluster_1780	N	18	16	34	592
chr9:5134620-5135053	Cluster_1781	N	11	4	3	78
chr9:5272788-5273204	Cluster_1782	N	19	78	60	73
chr9:5370880-5371294	Cluster_1783	N	4	3	8	31
chr9:5399187-5400034	Cluster_1784	N	300	132	134	141
chr9:5400077-5401374	Cluster_1785	N	470	193	631	430
chr9:5401687-5402157	Cluster_1786	N	104	53	39	21
chr9:5566538-5566952	Cluster_1787	N	0	0	0	43
chr9:6289747-6290163	Cluster_1788	N	3	14	0	21
chr9:6496664-6497079	Cluster_1789	N	2	28	0	1
chr9:6609615-6610028	Cluster_1790	N	0	23	4	1
chr9:6730552-6730967	Cluster_1791	N	22	23	33	7
chr9:6967827-6968243	Cluster_1792	N	0	48	0	0
chr9:7113744-7114160	Cluster_1793	N	3	33	2	1
chr9:7340472-7340888	Cluster_1794	N	10	14	40	86
chr9:7405926-7406342	Cluster_1795	N	11	19	3	7
chr9:7417837-7418252	Cluster_1796	N	2	43	13	1
chr9:7435290-7435708	Cluster_1797	N	0	0	0	300
chr9:7903943-7904357	Cluster_1798	N	0	0	32	1
chr9:8039040-8039739	Cluster_1799	N	6289	3556	53	98
chr9:8041786-8042240	Cluster_1800	N	1953	4432	225	746
chr9:8042618-8043048	Cluster_1801	N	5	11	230	2
chr9:8043449-8043879	Cluster_1802	N	4	8	227	1
chr9:8044284-8044714	Cluster_1803	N	2	7	224	1
chr9:8045115-8045545	Cluster_1804	N	3	9	222	0
chr9:8045949-8046379	Cluster_1805	N	7	9	226	0
chr9:8047616-8048046	Cluster_1806	N	3	7	223	1
chr9:8048449-8048879	Cluster_1807	N	3	9	221	1
chr9:8049282-8049712	Cluster_1808	N	2	7	222	1
chr9:8050110-8050540	Cluster_1809	N	3	12	221	2
chr9:8050943-8051373	Cluster_1810	N	3	7	222	1
chr9:8051773-8052203	Cluster_1811	N	5	1	232	4
chr9:8052603-8053033	Cluster_1812	N	4	12	220	1
chr9:8053432-8053862	Cluster_1813	N	4	10	227	1
chr9:8054816-8055247	Cluster_1814	N	78	1	498	12
chr9:8055642-8056075	Cluster_1815	N	112	12	6	180
chr9:8057143-8057577	Cluster_1816	N	9040	236	6	6
chr9:8057978-8058411	Cluster_1817	N	118	14	4	31
chr9:8058807-8059240	Cluster_1818	N	139	13	5	16
chr9:8059640-8060072	Cluster_1819	N	97	965	12	4
chr9:8060471-8060905	Cluster_1820	N	157	50	29	13
chr9:8061304-8061738	Cluster_1821	N	9021	215	8	11
chr9:8062136-8062570	Cluster_1822	N	156	42	29	7
chr9:8062969-8063403	Cluster_1823	N	9036	757	6	5
chr9:8063803-8064237	Cluster_1824	N	9015	223	29	11
chr9:8064636-8065070	Cluster_1825	N	119	94	27	13
chr9:8065469-8065903	Cluster_1826	N	9023	210	31	11
chr9:8066301-8066735	Cluster_1827	N	9014	226	30	12
chr9:8067134-8067568	Cluster_1828	N	119	50	8	18
chr9:8067967-8068401	Cluster_1829	N	85	90	30	17
chr9:8068801-8069233	Cluster_1830	N	133	900	11	7
chr9:8069631-8070063	Cluster_1831	N	100	888	502	8
chr9:8070463-8070895	Cluster_1832	N	103	71	506	2
chr9:8071296-8071970	Cluster_1833	N	61	50	18	3
chr9:8072368-8072800	Cluster_1834	N	77	858	505	5
chr9:8073200-8073632	Cluster_1835	N	105	68	505	3
chr9:8074033-8074707	Cluster_1836	N	57	46	18	4
chr9:8075107-8075537	Cluster_1837	N	18	1	6	167
chr9:8103501-8103932	Cluster_1838	N	73	1	5	172
chr9:8104334-8104765	Cluster_1839	N	133	3	510	3
chr9:8105166-8105597	Cluster_1840	N	52	1	8	165
chr9:8106000-8106431	Cluster_1841	N	132	3	508	4
chr9:8106832-8107263	Cluster_1842	N	89	12	507	2
chr9:8107506-8107937	Cluster_1843	N	90	28	506	1
chr9:8108334-8108768	Cluster_1844	N	9044	198	7	13
chr9:8109167-8109601	Cluster_1845	N	134	185	31	10
chr9:8110002-8110433	Cluster_1846	N	58	6	4	178
chr9:8110784-8111216	Cluster_1847	N	71	17	4	178
chr9:8111459-8111891	Cluster_1848	N	130	855	504	4
chr9:8112292-8112725	Cluster_1849	N	121	20	6	28
chr9:8112968-8113399	Cluster_1850	N	90	2	509	6
chr9:8113642-8114073	Cluster_1851	N	79	1	8	179
chr9:8114472-8114906	Cluster_1852	N	126	918	8	5
chr9:8115308-8115739	Cluster_1853	N	72	4	4	171
chr9:8116140-8116571	Cluster_1854	N	93	21	509	2
chr9:8116810-8117241	Cluster_1855	N	33	0	6	174
chr9:8117482-8117913	Cluster_1856	N	55	1	499	152
chr9:8118150-8118584	Cluster_1857	N	91	39	31	9
chr9:8118985-8119416	Cluster_1858	N	77	4	4	173
chr9:8119816-8120250	Cluster_1859	N	117	44	9	17
chr9:8120494-8120925	Cluster_1860	N	35	3	500	2
chr9:8121164-8121595	Cluster_1861	N	71	4	7	165
chr9:8121997-8122428	Cluster_1862	N	79	338	505	4
chr9:8122826-8123257	Cluster_1863	N	72	1	6	176
chr9:8123656-8124090	Cluster_1864	N	9045	1074	10	5
chr9:8124490-8124923	Cluster_1865	N	125	8	7	16
chr9:8125324-8125755	Cluster_1866	N	137	36	506	5
chr9:8126154-8126585	Cluster_1867	N	107	55	506	4
chr9:8126985-8127418	Cluster_1868	N	137	17	6	17
chr9:8127660-8128090	Cluster_1869	N	26	2	6	175
chr9:8128325-8128761	Cluster_1870	N	131	170835	508	6
chr9:8129006-8129431	Cluster_1871	N	17	595	0	3
chr9:8129829-8130263	Cluster_1872	N	109	275	28	12
chr9:8130661-8131095	Cluster_1873	N	8961	963	8	7
chr9:8131495-8131929	Cluster_1874	N	8981	979	5	4
chr9:8132329-8132763	Cluster_1875	N	8984	996	5	7
chr9:8133163-8133597	Cluster_1876	N	9004	1107	8	4
chr9:8133997-8134431	Cluster_1877	N	125	106	29	13
