"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Protein_ID","ontology","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"36","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap4.1080","Molecular Functions","sp|A2ARI4|LGR4_MOUSE",1.69e-21,"Leucine-rich repeat-containing G-protein coupled receptor 4 OS=Mus musculus GN=Lgr4 PE=1 SV=1","tr|A0A2B4RK82|A0A2B4RK82_STYPI",1.9e-132,"Thrombospondin-4 OS=Stylophora pistillata GN=THBS4 PE=4 SV=1","gb|PFX16665.1|",2.94e-132,"Thrombospondin-4 [Stylophora pistillata]","GO:0005887; GO:0016500; GO:0004888; GO:0030282; GO:0046849; GO:0061290; GO:0072202; GO:0032922; GO:0007623; GO:0048565; GO:0050673; GO:2001013; GO:0007186; GO:0001942; GO:0045087; GO:0036335; GO:0030539; GO:0072224; GO:0072282; GO:0050710; GO:0034122; GO:0045892; GO:0001649; GO:0090190; GO:0090263; GO:0045893; GO:0007283; GO:0035239","GO:0031012; GO:0016021; GO:0005886; GO:0005509; GO:0030198; GO:0007156"
"37","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap4.1366","Molecular Functions","sp|O35474|EDIL3_MOUSE",5.74e-57,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2","tr|A0A2B4RCW4|A0A2B4RCW4_STYPI",0,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Stylophora pistillata GN=Edil3 PE=4 SV=1","gb|PFX14330.1|",0,"EGF-like repeat and discoidin I-like domain-containing protein 3 [Stylophora pistillata]","GO:0031012; GO:0005509; GO:0005178; GO:0007155; GO:0007275; GO:0010811",""
"38","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap4.1367","Molecular Functions","sp|O35474|EDIL3_MOUSE",4.5e-49,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2","tr|A0A2B4SD92|A0A2B4SD92_STYPI",1.58e-130,"Neurogenic locus notch-like protein 1 OS=Stylophora pistillata GN=NOTCH1 PE=4 SV=1","ref|XP_020618010.1|",4.23e-165,"uncharacterized protein LOC110055922 [Orbicella faveolata]","GO:0031012; GO:0005509; GO:0005178; GO:0007155; GO:0007275; GO:0010811","GO:0005509"
"39","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap4.1413","Molecular Functions","sp|Q6ZT07|TBCD9_HUMAN",0,"TBC1 domain family member 9 OS=Homo sapiens GN=TBC1D9 PE=2 SV=2","tr|A0A2B4SNU4|A0A2B4SNU4_STYPI",0,"TBC1 domain family member 9 OS=Stylophora pistillata GN=TBC1D9 PE=4 SV=1","ref|XP_022783021.1|",0,"TBC1 domain family member 9-like [Stylophora pistillata]","GO:0012505; GO:0005622; GO:0005509; GO:0005096; GO:0017137; GO:0090630; GO:0006886; GO:0031338","GO:0005509"
"40","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap4.1645","Molecular Functions","sp|B3EWY9|MLP_ACRMI",2.2e-26,"Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4SGP6|A0A2B4SGP6_STYPI",2.21e-108,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","gb|PFX27737.1|",3.43e-108,"Hemicentin-1 [Stylophora pistillata]","GO:0016021; GO:0005509; GO:0007160",""
"41","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap4.602","Molecular Functions","sp|P33450|FAT_DROME",0,"Cadherin-related tumor suppressor OS=Drosophila melanogaster GN=ft PE=1 SV=3","tr|A0A2B4S9B2|A0A2B4S9B2_STYPI",0,"Cadherin-23 OS=Stylophora pistillata GN=CDH23 PE=4 SV=1","gb|PFX26471.1|",0,"Cadherin-23 [Stylophora pistillata]","GO:0016324; GO:0016327; GO:0016021; GO:0005887; GO:0005739; GO:0005886; GO:0045296; GO:0005509; GO:0050839; GO:0004872; GO:0016339; GO:0000904; GO:0008283; GO:0098609; GO:0044331; GO:0045317; GO:0048105; GO:0045198; GO:0001737; GO:0042067; GO:0001736; GO:0007164; GO:0016336; GO:0007157; GO:0035329; GO:0007156; GO:0007446; GO:0007447; GO:0007476; GO:0090176; GO:0008285; GO:0010629; GO:0045926; GO:0035331; GO:0045571; GO:0016318; GO:0018149; GO:0090251; GO:0035209; GO:0040008; GO:0045570; GO:0046620; GO:0032880; GO:0035159; GO:0009888; GO:0035220; GO:0060071","GO:0016021; GO:0005886; GO:0005509; GO:0007156"
"42","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap4.6577","Molecular Functions","sp|Q7TN88|PK1L2_MOUSE",3.69e-82,"Polycystic kidney disease protein 1-like 2 OS=Mus musculus GN=Pkd1l2 PE=2 SV=1","tr|A0A2B4SV82|A0A2B4SV82_STYPI",0,"Polycystic kidney disease and receptor for egg jelly-related protein OS=Stylophora pistillata GN=Pkdrej PE=4 SV=1","ref|XP_020609523.1|",0,"uncharacterized protein LOC110048087 [Orbicella faveolata]","GO:0016021; GO:0016020; GO:0005262; GO:0005509; GO:0030246; GO:0001965; GO:0050982","GO:0016021; GO:0001822"
"43","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap4.69","Molecular Functions","sp|Q4LDE5|SVEP1_HUMAN",4.83e-10,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3","tr|A0A2B4SM90|A0A2B4SM90_STYPI",2.85e-27,"Retrovirus-related Pol polyprotein from transposon 17.6 OS=Stylophora pistillata GN=pol PE=4 SV=1","gb|PFX30229.1|",4.41e-27,"Retrovirus-related Pol polyprotein from transposon 17.6 [Stylophora pistillata]","GO:0005737; GO:0005615; GO:0016020; GO:0005509; GO:0003682; GO:0007155","GO:0003676; GO:0015074"
"44","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap4.748","Molecular Functions","sp|B3EWY9|MLP_ACRMI",0,"Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4RMR7|A0A2B4RMR7_STYPI",0,"Mucin-4 OS=Stylophora pistillata GN=MUC4 PE=4 SV=1","ref|XP_020622780.1|",0,"mucin-like protein [Orbicella faveolata]","GO:0016021; GO:0005509; GO:0007160","GO:0016021; GO:0005509; GO:0007160"
"45","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap5.1679","Molecular Functions","sp|P46530|NOTC1_DANRE",5.74e-134,"Neurogenic locus notch homolog protein 1 OS=Danio rerio GN=notch1a PE=2 SV=1","tr|A0A2B4R8S5|A0A2B4R8S5_STYPI",0,"von Willebrand factor D and EGF domain-containing protein OS=Stylophora pistillata GN=VWDE PE=4 SV=1","ref|XP_015751362.1|",0,"PREDICTED: uncharacterized protein LOC107331304 [Acropora digitifera]","GO:0016021; GO:0005634; GO:0005886; GO:0005509; GO:0004872; GO:0001525; GO:0009952; GO:0060271; GO:0007368; GO:0035907; GO:0031017; GO:0048699; GO:0021986; GO:0002244; GO:0055016; GO:0050768; GO:0001840; GO:0061314; GO:0007219; GO:0031016; GO:0048936; GO:0048337; GO:0042663; GO:0048259; GO:0006355; GO:0021523; GO:0001756; GO:0021531; GO:0006351; GO:0021514","GO:0016021; GO:0005509"
"46","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap5.1679.1.5f15e58d","Molecular Functions","sp|P46530|NOTC1_DANRE",5.74e-134,"Neurogenic locus notch homolog protein 1 OS=Danio rerio GN=notch1a PE=2 SV=1","tr|A0A2B4R8S5|A0A2B4R8S5_STYPI",0,"von Willebrand factor D and EGF domain-containing protein OS=Stylophora pistillata GN=VWDE PE=4 SV=1","ref|XP_015751362.1|",0,"PREDICTED: uncharacterized protein LOC107331304 [Acropora digitifera]","GO:0016021; GO:0005634; GO:0005886; GO:0005509; GO:0004872; GO:0001525; GO:0009952; GO:0060271; GO:0007368; GO:0035907; GO:0031017; GO:0048699; GO:0021986; GO:0002244; GO:0055016; GO:0050768; GO:0001840; GO:0061314; GO:0007219; GO:0031016; GO:0048936; GO:0048337; GO:0042663; GO:0048259; GO:0006355; GO:0021523; GO:0001756; GO:0021531; GO:0006351; GO:0021514","GO:0016021; GO:0005509"
"47","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap5.1729","Molecular Functions","sp|Q04721|NOTC2_HUMAN",3.12e-80,"Neurogenic locus notch homolog protein 2 OS=Homo sapiens GN=NOTCH2 PE=1 SV=3","tr|A0A2B4RE77|A0A2B4RE77_STYPI",0,"Neurogenic locus notch-like protein 2 (Fragment) OS=Stylophora pistillata GN=NOTCH2 PE=4 SV=1","gb|PFX16674.1|",0,"Neurogenic locus notch-like protein 2, partial [Stylophora pistillata]","GO:0009986; GO:0005789; GO:0005576; GO:0000139; GO:0005887; GO:0016020; GO:0005654; GO:0005634; GO:0005886; GO:0043235; GO:0005509; GO:0004872; GO:0038049; GO:0009887; GO:0006915; GO:0060413; GO:0046849; GO:0007050; GO:0001709; GO:0030097; GO:0002315; GO:0007275; GO:0043066; GO:0010629; GO:0045967; GO:0007399; GO:0061314; GO:0007219; GO:0070374; GO:0046579; GO:0003184; GO:0050793; GO:0006355; GO:0019827; GO:0006367","GO:0005509"
"48","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap5.1737","Molecular Functions","sp|Q6V0K7|OIT3_RAT",6.97e-15,"Oncoprotein-induced transcript 3 protein OS=Rattus norvegicus GN=Oit3 PE=2 SV=1","tr|A0A2B4RJK3|A0A2B4RJK3_STYPI",2.3e-40,"Neurogenic locus notch-like protein 2 OS=Stylophora pistillata GN=Notch2 PE=4 SV=1","ref|XP_022807027.1|",1.37e-46,"uncharacterized protein LOC111344094 [Stylophora pistillata]","GO:0005635; GO:0005509; GO:1903118","GO:0016021; GO:0005509"
"49","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap5.2818","Molecular Functions","sp|Q6V0I7|FAT4_HUMAN",0,"Protocadherin Fat 4 OS=Homo sapiens GN=FAT4 PE=1 SV=2","tr|A0A2B4S1B7|A0A2B4S1B7_STYPI",0,"Protocadherin Fat 4 OS=Stylophora pistillata GN=Fat4 PE=4 SV=1","ref|XP_022795863.1|",0,"protocadherin Fat 4-like [Stylophora pistillata]","GO:0045177; GO:0070062; GO:0016021; GO:0005622; GO:0005886; GO:0005509; GO:0001658; GO:0021987; GO:0072137; GO:0048565; GO:0008543; GO:0003007; GO:0007157; GO:0035329; GO:0007156; GO:0060122; GO:0022008; GO:0007219; GO:0043931; GO:0007009; GO:0072307","GO:0016021; GO:0005886; GO:0005509; GO:0007156"
"50","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap5.2939","Molecular Functions","sp|Q14517|FAT1_HUMAN",0,"Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2","tr|A0A2B4S4Q3|A0A2B4S4Q3_STYPI",0,"Protocadherin Fat 1 OS=Stylophora pistillata GN=FAT1 PE=4 SV=1","ref|XP_022794048.1|",0,"LOW QUALITY PROTEIN: protocadherin Fat 1-like [Stylophora pistillata]","GO:0005911; GO:0070062; GO:0030175; GO:0005925; GO:0005887; GO:0030027; GO:0005634; GO:0048471; GO:0005886; GO:0005509; GO:0007015; GO:0009653; GO:0007155; GO:0016477; GO:0098609; GO:0007267; GO:0007163; GO:0007156","GO:0016021; GO:0005886; GO:0005509; GO:0007156"
"51","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap5.341","Molecular Functions","sp|P0C6B8|SVEP1_RAT",1.6e-139,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1","tr|A0A2B4RML0|A0A2B4RML0_STYPI",0,"CUB and sushi domain-containing protein 1 OS=Stylophora pistillata GN=Csmd1 PE=4 SV=1","ref|XP_020612678.1|",0,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]","GO:0005737; GO:0005615; GO:0016020; GO:0005509; GO:0003682; GO:0007155","GO:0005509"
"52","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap5.351","Molecular Functions","sp|Q923L3|CSMD1_MOUSE",3.01e-72,"CUB and sushi domain-containing protein 1 OS=Mus musculus GN=Csmd1 PE=1 SV=2","tr|A0A2B4RML0|A0A2B4RML0_STYPI",0,"CUB and sushi domain-containing protein 1 OS=Stylophora pistillata GN=Csmd1 PE=4 SV=1","ref|XP_020612678.1|",0,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]","GO:0016021; GO:0042593; GO:0001964","GO:0005509"
"53","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap5.352","Molecular Functions","sp|P0C6B8|SVEP1_RAT",0,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1","tr|A0A2B4RGS4|A0A2B4RGS4_STYPI",0,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Stylophora pistillata GN=Svep1 PE=4 SV=1","ref|XP_020612678.1|",0,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]","GO:0005737; GO:0005615; GO:0016020; GO:0005509; GO:0003682; GO:0007155","GO:0005509"
"54","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap6.2354","Molecular Functions","sp|Q96RW7|HMCN1_HUMAN",1.27e-31,"Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2","tr|A0A2B4RAH4|A0A2B4RAH4_STYPI",3.13e-172,"Ryncolin-2 OS=Stylophora pistillata GN=Ryncolin-2 PE=4 SV=1","ref|XP_020622043.1|",0,"hemicentin-2-like [Orbicella faveolata]","GO:0005604; GO:0005938; GO:0030054; GO:0032154; GO:0070062; GO:0005509; GO:0007049; GO:0051301; GO:0050896; GO:0007601","GO:0016021"
"55","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap8.1033","Molecular Functions","sp|O62714|CASR_PIG",1.34e-83,"Extracellular calcium-sensing receptor OS=Sus scrofa GN=CASR PE=2 SV=3","tr|A0A2B4SZE0|A0A2B4SZE0_STYPI",0,"Metabotropic glutamate receptor 4 OS=Stylophora pistillata GN=GRM4 PE=4 SV=1","ref|XP_020604848.1|",0,"extracellular calcium-sensing receptor-like [Orbicella faveolata]","GO:0005887; GO:0016597; GO:0005509; GO:0004930; GO:0042803; GO:0006874; GO:0005513; GO:0007186","GO:0016021; GO:0005886; GO:0004930"
"56","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap8.1510","Molecular Functions","sp|P35546|RET_MOUSE",6.6e-38,"Proto-oncogene tyrosine-protein kinase receptor Ret OS=Mus musculus GN=Ret PE=1 SV=2","tr|A0A2B4RPH8|A0A2B4RPH8_STYPI",0,"Proto-oncogene tyrosine-protein kinase receptor Ret OS=Stylophora pistillata GN=Ret PE=4 SV=1","ref|XP_022807771.1|",0,"fibroblast growth factor receptor 2-like [Stylophora pistillata]","GO:0030424; GO:0005829; GO:0030425; GO:0005769; GO:0010008; GO:0005887; GO:0043231; GO:0045121; GO:0043025; GO:0005886; GO:0098797; GO:0043235; GO:0005524; GO:0005509; GO:0004714; GO:0006919; GO:0009653; GO:0071300; GO:0001838; GO:0048484; GO:0007156; GO:0060384; GO:0000165; GO:0033619; GO:0007399; GO:0001755; GO:0007158; GO:0030182; GO:0042551; GO:0061146; GO:0033630; GO:0030335; GO:0045793; GO:2001241; GO:0010628; GO:0072300; GO:0014042; GO:0010976; GO:0033141; GO:0045893; GO:0050770; GO:0030155; GO:0042493; GO:0048265; GO:0060041; GO:0007169; GO:0035799; GO:0001657","GO:0016021; GO:0005524; GO:0004713"
"57","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap8.215","Molecular Functions","sp|D4G3R4|WAPA_BACNB",8.45e-35,"tRNA(Glu)-specific nuclease WapA OS=Bacillus subtilis subsp. natto (strain BEST195) GN=wapA PE=1 SV=2","tr|A0A1B7UT73|A0A1B7UT73_9NOST",0,"Uncharacterized protein OS=Anabaena sp. LE011-02 GN=AN482_21640 PE=4 SV=1","ref|XP_020614589.1|",0,"uncharacterized protein LOC110052763 [Orbicella faveolata]","GO:0005618; GO:0005576; GO:0004519; GO:0090729; GO:0004549; GO:0097264; GO:0016078","GO:0016021; GO:0005509; GO:0007154; GO:0097264"
"58","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap8.464","Molecular Functions","sp|Q9QYP0|MEGF8_RAT",0,"Multiple epidermal growth factor-like domains protein 8 OS=Rattus norvegicus GN=Megf8 PE=1 SV=2","tr|A0A2B4SWN1|A0A2B4SWN1_STYPI",0,"Multiple epidermal growth factor-like domains protein 8 OS=Stylophora pistillata GN=Megf8 PE=4 SV=1","ref|XP_020611907.1|",0,"multiple epidermal growth factor-like domains protein 8 [Orbicella faveolata]","GO:0070062; GO:0005634; GO:0005509; GO:0030509; GO:0042074; GO:0060976; GO:0097094; GO:0071907; GO:0061371; GO:0007368; GO:0060971; GO:0003143; GO:0030326; GO:0048704; GO:0055113; GO:0097155; GO:0060972; GO:0035108; GO:0048842; GO:0010468","GO:0016021; GO:0005509"
"59","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap8.851","Molecular Functions","sp|A2AJ76|HMCN2_MOUSE",5.55e-25,"Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=1 SV=1","tr|A0A2B4S1H6|A0A2B4S1H6_STYPI",1.18e-101,"Hemicentin-2 OS=Stylophora pistillata GN=HMCN2 PE=4 SV=1","ref|XP_022809730.1|",7.85e-118,"hemicentin-1-like isoform X2 [Stylophora pistillata]","GO:0005604; GO:0005938; GO:0030054; GO:0032154; GO:0031012; GO:0005576; GO:0005509; GO:0030335; GO:0050896; GO:0006939","GO:0016021; GO:0005524; GO:0004713"
"60","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap9.1001","Molecular Functions","sp|Q28343|PGCA_CANLF",3.85e-21,"Aggrecan core protein OS=Canis lupus familiaris GN=ACAN PE=2 SV=2","tr|A0A2B4RB89|A0A2B4RB89_STYPI",0,"Aggrecan core protein OS=Stylophora pistillata GN=ACAN PE=4 SV=1","ref|XP_022808927.1|",0,"uncharacterized protein LOC111345900 [Stylophora pistillata]","GO:0005578; GO:0005509; GO:0030246; GO:0005201; GO:0005540; GO:0007155; GO:0007417; GO:0001501","GO:0005509"
"61","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap9.1367","Molecular Functions","sp|O62714|CASR_PIG",2.52e-76,"Extracellular calcium-sensing receptor OS=Sus scrofa GN=CASR PE=2 SV=3","tr|A0A2B4SZE0|A0A2B4SZE0_STYPI",0,"Metabotropic glutamate receptor 4 OS=Stylophora pistillata GN=GRM4 PE=4 SV=1","ref|XP_020605520.1|",0,"extracellular calcium-sensing receptor-like [Orbicella faveolata]","GO:0005887; GO:0016597; GO:0005509; GO:0004930; GO:0042803; GO:0006874; GO:0005513; GO:0007186","GO:0016021; GO:0005886; GO:0004930"
"62","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap9.1995","Molecular Functions","sp|P16112|PGCA_HUMAN",3.22e-19,"Aggrecan core protein OS=Homo sapiens GN=ACAN PE=1 SV=2","tr|A0A2B4RB89|A0A2B4RB89_STYPI",0,"Aggrecan core protein OS=Stylophora pistillata GN=ACAN PE=4 SV=1","ref|XP_022808927.1|",0,"uncharacterized protein LOC111345900 [Stylophora pistillata]","GO:0031012; GO:0005576; GO:0005796; GO:0043202; GO:0005578; GO:0030246; GO:0005201; GO:0005540; GO:0046872; GO:0007155; GO:0007417; GO:0022617; GO:0030198; GO:0018146; GO:0042340; GO:0006508; GO:0001501","GO:0005509"
"63","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap9.239","Molecular Functions","sp|Q09575|YRD6_CAEEL",1.48e-24,"Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1","tr|A0A2B4RAT5|A0A2B4RAT5_STYPI",0,"Aggrecan core protein OS=Stylophora pistillata GN=Acan PE=4 SV=1","gb|PFX13488.1|",0,"Aggrecan core protein [Stylophora pistillata]","GO:0003676; GO:0008270; GO:0015074","GO:0005509"
"64","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap9.512","Molecular Functions","sp|Q28343|PGCA_CANLF",1.4e-21,"Aggrecan core protein OS=Canis lupus familiaris GN=ACAN PE=2 SV=2","tr|A0A2B4SG96|A0A2B4SG96_STYPI",0,"Techylectin-5B OS=Stylophora pistillata GN=AWC38_SpisGene7191 PE=4 SV=1","ref|XP_022786569.1|",0,"uncharacterized protein LOC111326757 [Stylophora pistillata]","GO:0005578; GO:0005509; GO:0030246; GO:0005201; GO:0005540; GO:0007155; GO:0007417; GO:0001501","GO:0005509; GO:0030246; GO:0007155"
"65","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap9.942","Molecular Functions","sp|E9Q7X6|HEG1_MOUSE",1.8e-07,"Protein HEG homolog 1 OS=Mus musculus GN=Heg1 PE=1 SV=1","tr|A0A2B4RG13|A0A2B4RG13_STYPI",4.16e-43,"Protein HEG-like 1 OS=Stylophora pistillata GN=Heg1 PE=4 SV=1","ref|XP_020616735.1|",5.95e-46,"probable cubilin [Orbicella faveolata]","GO:0009986; GO:0005911; GO:0009897; GO:0016021; GO:0005509; GO:0003209; GO:0055017; GO:0007043; GO:0045216; GO:0001885; GO:0001886; GO:0007507; GO:0001701; GO:0030324; GO:0003017; GO:0001945; GO:0035264; GO:0060039; GO:0090271; GO:0009791; GO:0050878; GO:0001944; GO:0001570; GO:0048845; GO:0003281; GO:0003222","GO:0005509; GO:0004842"
"66","GO:0005509","calcium ion binding",2280,66,33.08,4.9e-08,"evm.model.Ap9.944","Molecular Functions","sp|P07207|NOTCH_DROME",5.49e-11,"Neurogenic locus Notch protein OS=Drosophila melanogaster GN=N PE=1 SV=3","tr|A0A2B4S0E1|A0A2B4S0E1_STYPI",1.44e-63,"Protein HEG-like 1 OS=Stylophora pistillata GN=Heg1 PE=4 SV=1","gb|PFX24164.1|",2.23e-63,"Protein HEG-like 1 [Stylophora pistillata]","GO:0005912; GO:0009986; GO:0005737; GO:0005829; GO:0030139; GO:0005788; GO:0005768; GO:0005796; GO:0016021; GO:0005622; GO:0005770; GO:0005654; GO:0005634; GO:0005886; GO:0043234; GO:0035003; GO:0005509; GO:0003682; GO:0004872; GO:0004888; GO:0007015; GO:0009952; GO:0008356; GO:0007411; GO:0007298; GO:0007155; GO:0043697; GO:0001708; GO:0022416; GO:0008407; GO:0060289; GO:0042676; GO:0048749; GO:0001745; GO:0046667; GO:0042688; GO:0002213; GO:0008340; GO:0046843; GO:0007391; GO:0009950; GO:0007451; GO:0007450; GO:0007398; GO:0035165; GO:0035162; GO:0061331; GO:0035153; GO:0042067; GO:0035214; GO:0007455; GO:0036099; GO:0007440; GO:0060288; GO:0030718; GO:0060250; GO:0007293; GO:0030708; GO:0010001; GO:0007403; GO:0008347; GO:0035172; GO:0007157; GO:0007446; GO:0007447; GO:0016348; GO:0036011; GO:0048803; GO:0008587; GO:0007476; GO:0007474; GO:0036335; GO:0035171; GO:0035167; GO:0046331; GO:0007478; GO:0007616; GO:0035170; GO:0048542; GO:0061382; GO:0007498; GO:0060571; GO:0016333; GO:0008045; GO:0007521; GO:2000048; GO:0045316; GO:0035157; GO:0010629; GO:0046329; GO:0035204; GO:0050768; GO:0035155; GO:0000122; GO:0050877; GO:0014019; GO:0007400; GO:0007405; GO:0097150; GO:0007219; GO:0007314; GO:0030720; GO:0048477; GO:0007424; GO:0030707; GO:0007297; GO:0030713; GO:0007422; GO:0008284; GO:0042691; GO:1900087; GO:0010628; GO:0002052; GO:0043525; GO:0045747; GO:0045944; GO:0045893; GO:0048052; GO:0007464; GO:0045466; GO:0045463; GO:0045465; GO:0007460; GO:0042686; GO:0045595; GO:0042689; GO:0051489; GO:0006110; GO:0040008; GO:0007346; GO:1902692; GO:0050767; GO:0045468; GO:0009608; GO:0046666; GO:0016330; GO:0007423; GO:0016360; GO:0007519; GO:0048863; GO:0006351; GO:0007419; GO:0048190; GO:0035222; GO:0007473","GO:0005509"
"67","GO:0004674","protein serine/threonine kinase activity",503,26,7.3,1.7e-07,"evm.model.Ap11.1035","Molecular Functions","sp|Q55E58|PATS1_DICDI",3.18e-10,"Probable serine/threonine-protein kinase pats1 OS=Dictyostelium discoideum GN=pats1 PE=3 SV=1","tr|A0A2B4R3E7|A0A2B4R3E7_STYPI",0,"Putative serine/threonine-protein kinase pats1 OS=Stylophora pistillata GN=pats1 PE=4 SV=1","ref|XP_020614949.1|",0,"uncharacterized protein LOC110053100 isoform X1 [Orbicella faveolata]","GO:0042641; GO:0005737; GO:0005524; GO:0005525; GO:0004721; GO:0004674; GO:0004871; GO:0099139; GO:0035556; GO:0000281; GO:0006470","GO:0016301; GO:0003723"
"68","GO:0004674","protein serine/threonine kinase activity",503,26,7.3,1.7e-07,"evm.model.Ap11.137","Molecular Functions","sp|O75962|TRIO_HUMAN",3.22e-80,"Triple functional domain protein OS=Homo sapiens GN=TRIO PE=1 SV=2","tr|A0A2B4SL15|A0A2B4SL15_STYPI",0,"Triple functional domain protein OS=Stylophora pistillata GN=Trio PE=4 SV=1","ref|XP_022782469.1|",0,"uncharacterized protein LOC111323405 isoform X3 [Stylophora pistillata]","GO:0005829; GO:0005524; GO:0005085; GO:0004674; GO:0005089; GO:0007186; GO:0045599; GO:0043065; GO:0035023; GO:0051056; GO:0007185","GO:0005622; GO:0005089; GO:0035556; GO:0035023"
"69","GO:0004674","protein serine/threonine kinase activity",503,26,7.3,1.7e-07,"evm.model.Ap11.422","Molecular Functions","sp|A2ASS6|TITIN_MOUSE",0,"Titin OS=Mus musculus GN=Ttn PE=1 SV=1","tr|A0A2B4RST8|A0A2B4RST8_STYPI",0,"Titin OS=Stylophora pistillata GN=TTN PE=4 SV=1","ref|XP_022800614.1|",0,"LOW QUALITY PROTEIN: titin-like [Stylophora pistillata]","GO:0031672; GO:0000794; GO:0031674; GO:0031430; GO:0005859; GO:0030017; GO:0005865; GO:0030018; GO:0051015; GO:0042805; GO:0030506; GO:0005524; GO:0005509; GO:0005516; GO:0019899; GO:0042802; GO:0051371; GO:0002020; GO:0019901; GO:0043621; GO:0004674; GO:0004713; GO:0005200; GO:0008307; GO:0097493; GO:0031433; GO:0007015; GO:0007512; GO:0060048; GO:0048739; GO:0003300; GO:0055008; GO:0055003; GO:0035995; GO:0043056; GO:0007507; GO:0060419; GO:0003007; GO:0001701; GO:0006936; GO:0010628; GO:0050714; GO:0010737; GO:0050790; GO:0045859; GO:1901897; GO:0051592; GO:0045214; GO:0048769; GO:0030241; GO:0030240; GO:0001756; GO:0055002; GO:0006941; GO:0071688; GO:0021591","GO:0005524; GO:0003700; GO:0004672; GO:0005089; GO:0043565; GO:0035023; GO:0006351"
