"","miRNA","three_UTR","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","gene_name"
"753","Cluster_595","3prime_UTR::Ap12:26484069-26485069(+)",168,-24.22,"2 21","832 854",19,"73.68%","84.21%","evm.model.Ap12.2502"
"754","Cluster_595","3prime_UTR::Ap12:27432427-27433427(+)",156,-22.9,"2 22","207 230",21,"66.67%","76.19%","evm.model.Ap12.2602"
"755","Cluster_595","3prime_UTR::Ap12:28177967-28178967(+)",159,-22.55,"2 22","832 853",20,"70.00%","80.00%","evm.model.Ap12.2670"
"756","Cluster_595","3prime_UTR::Ap12:28835925-28836925(-)",153,-24.04,"2 22","688 707",20,"70.00%","75.00%","evm.model.Ap12.2751"
"757","Cluster_595","3prime_UTR::Ap12:28948580-28949580(+)",158,-24,"2 21","405 430",22,"68.18%","81.82%","evm.model.Ap12.2757"
"758","Cluster_595","3prime_UTR::Ap12:3393070-3394070(+)",148,-21.95,"2 22","725 749",22,"63.64%","68.18%","evm.model.Ap12.362"
"759","Cluster_595","3prime_UTR::Ap12:5679401-5680401(+)",160,-21.32,"2 20","10 30",18,"77.78%","83.33%","evm.model.Ap12.526"
"760","Cluster_595","3prime_UTR::Ap12:6134772-6135772(-)",164,-26.56,"2 22","47 73",24,"66.67%","79.17%","evm.model.Ap12.553"
"761","Cluster_595","3prime_UTR::Ap12:7060605-7061605(+)",164,-22.45,"2 19","658 679",17,"82.35%","88.24%","evm.model.Ap12.623"
"762","Cluster_595","3prime_UTR::Ap12:7352028-7353028(+)",156,-20.35,"2 18","327 350",17,"76.47%","82.35%","evm.model.Ap12.658"
"763","Cluster_595","3prime_UTR::Ap12:7687637-7688637(+)",154,-21.86,"2 16","98 121",15,"80.00%","86.67%","evm.model.Ap12.681_evm.TU.Ap12.682"
"764","Cluster_595","3prime_UTR::Ap12:7850739-7851556(+)",173,-23.85,"2 22","98 120",20,"80.00%","80.00%","evm.model.Ap12.703"
"765","Cluster_595","3prime_UTR::Ap13:1143817-1144817(+)",156,-22.5,"2 19","758 783",20,"75.00%","80.00%","evm.model.Ap13.104"
"766","Cluster_595","3prime_UTR::Ap13:11708646-11709646(-)",148,-21.62,"2 22","434 459",23,"60.87%","69.57%","evm.model.Ap13.1137"
"767","Cluster_595","3prime_UTR::Ap13:12248184-12249184(-)",154,-21.78,"2 17","669 690",15,"80.00%","86.67%","evm.model.Ap13.1186"
"768","Cluster_595","3prime_UTR::Ap13:14253912-14254871(-)",152,-20.04,"2 21","35 58",21,"76.19%","76.19%","evm.model.Ap13.1344"
"769","Cluster_595","3prime_UTR::Ap13:15645106-15645590(-)",158,-21.83,"2 22","310 332",21,"76.19%","76.19%","evm.model.Ap13.1462"
"773","Cluster_595","3prime_UTR::Ap13:15706756-15707756(-)",155,-22.76,"2 22","334 361",25,"64.00%","76.00%","evm.model.Ap13.1469"
"774","Cluster_595","3prime_UTR::Ap13:15846935-15847935(-)",155,-22.76,"2 22","332 359",25,"64.00%","76.00%","evm.model.Ap13.1490"
"775","Cluster_595","3prime_UTR::Ap13:19189102-19190102(-)",151,-21.04,"2 17","766 791",18,"72.22%","77.78%","evm.model.Ap13.1798"
"776","Cluster_595","3prime_UTR::Ap13:19397258-19398258(+)",156,-23,"2 22","130 154",22,"63.64%","77.27%","evm.model.Ap13.1810"
"777","Cluster_595","3prime_UTR::Ap13:21677043-21678043(-)",156,-20.01,"2 22","23 48",23,"65.22%","73.91%","evm.model.Ap13.2013"
"778","Cluster_595","3prime_UTR::Ap13:22227405-22228405(+)",147,-22.76,"2 18","212 233",16,"68.75%","81.25%","evm.model.Ap13.2066"
"779","Cluster_595","3prime_UTR::Ap13:22985257-22986257(+)",155,-23.76,"2 22","628 655",25,"68.00%","72.00%","evm.model.Ap13.2131"
"780","Cluster_595","3prime_UTR::Ap13:24350783-24351783(-)",148,-20.65,"2 18","263 287",18,"66.67%","77.78%","evm.model.Ap13.2282"
"781","Cluster_595","3prime_UTR::Ap13:2469470-2470470(+)",147,-20.91,"2 22","411 437",24,"66.67%","66.67%","evm.model.Ap13.220"
"782","Cluster_595","3prime_UTR::Ap13:25090053-25091053(+)",156,-22.42,"2 22","678 701",21,"66.67%","76.19%","evm.model.Ap13.2349"
"783","Cluster_595","3prime_UTR::Ap13:2618079-2619079(+)",165,-27.71,"2 22","599 621",20,"75.00%","75.00%","evm.model.Ap13.235"
"784","Cluster_595","3prime_UTR::Ap13:2628544-2629544(-)",168,-23.93,"2 19","94 115",17,"88.24%","88.24%","evm.model.Ap13.236"
"785","Cluster_595","3prime_UTR::Ap13:26433943-26434943(-)",165,-23.09,"2 20","447 468",18,"83.33%","83.33%","evm.model.Ap13.2474"
"786","Cluster_595","3prime_UTR::Ap13:26593378-26594378(+)",147,-21.89,"2 19","682 702",17,"70.59%","76.47%","evm.model.Ap13.2491"
"787","Cluster_595","3prime_UTR::Ap13:27281186-27282186(+)",155,-23.07,"2 19","463 486",19,"78.95%","78.95%","evm.model.Ap13.2562"
"788","Cluster_595","3prime_UTR::Ap13:28436040-28437040(+)",152,-20.4,"2 22","693 717",22,"63.64%","72.73%","evm.model.Ap13.2676_evm.TU.Ap13.2695"
"888","Cluster_595","3prime_UTR::Ap13:29912142-29913142(+)",160,-20.6,"2 18","539 562",17,"76.47%","88.24%","evm.model.Ap13.2817"
"889","Cluster_595","3prime_UTR::Ap13:30211436-30212436(-)",147,-20.26,"2 22","886 910",22,"63.64%","72.73%","evm.model.Ap13.2849_evm.TU.Ap13.2850"
"890","Cluster_595","3prime_UTR::Ap13:30312401-30313401(+)",158,-21.86,"2 22","715 735",20,"70.00%","80.00%","evm.model.Ap13.2856"
"891","Cluster_595","3prime_UTR::Ap13:31009737-31010713(+)",163,-21.23,"2 21","857 880",20,"75.00%","80.00%","evm.model.Ap13.2935"
"892","Cluster_595","3prime_UTR::Ap13:33025385-33026385(-)",151,-22.78,"2 12","215 237",10,"90.00%","100.00%","evm.model.Ap13.3127"
"893","Cluster_595","3prime_UTR::Ap13:6302849-6303849(+)",152,-20.11,"2 22","65 88",21,"66.67%","71.43%","evm.model.Ap13.619"
"894","Cluster_595","3prime_UTR::Ap13:7689169-7690169(-)",155,-20.43,"2 18","856 877",16,"81.25%","81.25%","evm.model.Ap13.743"
"895","Cluster_595","3prime_UTR::Ap13:7722702-7723702(+)",151,-20.16,"2 22","148 169",20,"65.00%","75.00%","evm.model.Ap13.746"
"896","Cluster_595","3prime_UTR::Ap13:8074100-8075100(-)",154,-21.41,"2 21","841 866",22,"68.18%","77.27%","evm.model.Ap13.791"
"897","Cluster_595","3prime_UTR::Ap13:8076169-8077169(-)",144,-20.2,"2 22","549 573",22,"59.09%","68.18%","evm.model.Ap13.792"
"898","Cluster_595","3prime_UTR::Ap13:8302340-8303340(-)",153,-24.42,"2 22","635 657",20,"60.00%","75.00%","evm.model.Ap13.814"
"899","Cluster_595","3prime_UTR::Ap13:9774705-9775705(-)",149,-22.01,"2 19","914 940",21,"61.90%","76.19%","evm.model.Ap13.937"
"901","Cluster_595","3prime_UTR::Ap14:10907495-10908495(-)",153,-21.85,"2 20","529 553",20,"70.00%","80.00%","evm.model.Ap14.1019"
"902","Cluster_595","3prime_UTR::Ap14:11398892-11399892(+)",151,-20.36,"2 22","376 397",20,"60.00%","80.00%","evm.model.Ap14.1059"
"903","Cluster_595","3prime_UTR::Ap14:13193360-13194360(+)",153,-20.06,"2 22","496 520",23,"69.57%","78.26%","evm.model.Ap14.1235"
"904","Cluster_595","3prime_UTR::Ap14:13524912-13525912(-)",151,-23.65,"2 22","932 958",24,"62.50%","75.00%","evm.model.Ap14.1271"
"905","Cluster_595","3prime_UTR::Ap14:13810697-13811697(+)",152,-21.17,"2 22","719 745",24,"62.50%","70.83%","evm.model.Ap14.1290"
"906","Cluster_595","3prime_UTR::Ap14:1469003-1470003(-)",160,-21.39,"2 22","234 258",22,"68.18%","77.27%","evm.model.Ap14.154"
"907","Cluster_595","3prime_UTR::Ap14:14720559-14721559(-)",152,-21.02,"2 22","145 169",22,"63.64%","72.73%","evm.model.Ap14.1367"
"908","Cluster_595","3prime_UTR::Ap14:18719922-18720922(+)",148,-25.37,"2 22","20 45",23,"60.87%","69.57%","evm.model.Ap14.1709"
"909","Cluster_595","3prime_UTR::Ap14:20021336-20022336(-)",146,-20.38,"2 20","954 977",19,"63.16%","73.68%","evm.model.Ap14.1823"
"910","Cluster_595","3prime_UTR::Ap14:21956454-21957454(+)",167,-21.76,"2 21","429 452",20,"80.00%","80.00%","evm.model.Ap14.2008"
"911","Cluster_595","3prime_UTR::Ap14:4102627-4103627(-)",161,-24.83,"2 19","590 613",18,"77.78%","83.33%","evm.model.Ap14.387"
"912","Cluster_595","3prime_UTR::Ap14:4619540-4620540(+)",149,-21.3,"2 15","729 753",15,"73.33%","86.67%","evm.model.Ap14.434"
"913","Cluster_595","3prime_UTR::Ap14:5923411-5924411(+)",171,-24.9,"2 22","95 119",22,"77.27%","86.36%","evm.model.Ap14.563"
"914","Cluster_595","3prime_UTR::Ap14:8469311-8470311(+)",151,-20.15,"2 22","585 610",23,"69.57%","69.57%","evm.model.Ap14.794"
"915","Cluster_595","3prime_UTR::Ap14:9216072-9217072(+)",160,-22.85,"2 22","669 692",21,"66.67%","80.95%","evm.model.Ap14.864"
"916","Cluster_595","3prime_UTR::Ap1:10094788-10095788(+)",150,-20.98,"2 19","187 208",18,"72.22%","83.33%","evm.model.Ap1.1034"
"917","Cluster_595","3prime_UTR::Ap1:11731658-11732658(-)",146,-20.08,"2 21","185 214",26,"65.38%","65.38%","evm.model.Ap1.1174"
"918","Cluster_595","3prime_UTR::Ap1:11942034-11942979(+)",168,-25.75,"2 22","704 729",23,"69.57%","82.61%","evm.model.Ap1.1204"
"919","Cluster_595","3prime_UTR::Ap1:12037199-12038199(+)",162,-21.13,"2 21","300 321",19,"73.68%","84.21%","evm.model.Ap1.1233"
"920","Cluster_595","3prime_UTR::Ap1:14835237-14836237(-)",167,-23.71,"2 21","754 777",20,"80.00%","80.00%","evm.model.Ap1.1469"
"921","Cluster_595","3prime_UTR::Ap1:15663484-15664465(-)",159,-20.76,"2 21","395 418",20,"70.00%","80.00%","evm.model.Ap1.1537"
"923","Cluster_595","3prime_UTR::Ap1:18521451-18522451(+)",153,-24.42,"2 22","676 698",20,"60.00%","75.00%","evm.model.Ap1.1777"
"924","Cluster_595","3prime_UTR::Ap1:19658458-19659458(+)",149,-23.41,"2 21","447 473",23,"65.22%","78.26%","evm.model.Ap1.1894"
"925","Cluster_595","3prime_UTR::Ap1:19924810-19925810(+)",158,-22.04,"2 21","90 111",19,"68.42%","84.21%","evm.model.Ap1.1925"
"926","Cluster_595","3prime_UTR::Ap1:209028-210028(-)",158,-20.61,"2 21","311 339",25,"72.00%","72.00%","evm.model.Ap1.23"
"927","Cluster_595","3prime_UTR::Ap1:21232875-21233875(+)",170,-27.31,"2 19","811 833",17,"82.35%","88.24%","evm.model.Ap1.2033"
"928","Cluster_595","3prime_UTR::Ap1:21336124-21336704(+)",146,-22.56,"2 22","484 510",25,"60.00%","72.00%","evm.model.Ap1.2059"
"932","Cluster_595","3prime_UTR::Ap1:21786971-21787971(+)",161,-20.58,"2 22","812 834",20,"70.00%","75.00%","evm.model.Ap1.2091"
"933","Cluster_595","3prime_UTR::Ap1:22623150-22624150(+)",162,-23.01,"2 19","166 188",17,"76.47%","82.35%","evm.model.Ap1.2173"
"934","Cluster_595","3prime_UTR::Ap1:27229786-27230570(+)",161,-22.22,"2 22","743 765",20,"70.00%","75.00%","evm.model.Ap1.2659"
"935","Cluster_595","3prime_UTR::Ap1:27701855-27702855(+)",171,-27.04,"2 20","426 448",18,"83.33%","83.33%","evm.model.Ap1.2706"
"936","Cluster_595","3prime_UTR::Ap1:28944687-28945687(+)",154,-20.74,"2 21","447 476",26,"69.23%","69.23%","evm.model.Ap1.2827"
"937","Cluster_595","3prime_UTR::Ap1:29111925-29112569(-)",166,-26.57,"2 20","473 499",22,"77.27%","77.27%","evm.model.Ap1.2840"
"938","Cluster_595","3prime_UTR::Ap1:2939445-2940445(-)",153,-20.86,"2 18","343 365",16,"75.00%","75.00%","evm.model.Ap1.329"
"939","Cluster_595","3prime_UTR::Ap1:30140896-30141896(-)",155,-20.49,"2 22","456 482",24,"62.50%","79.17%","evm.model.Ap1.2939"
"940","Cluster_595","3prime_UTR::Ap1:30475417-30476417(-)",159,-20.13,"2 22","475 496",20,"70.00%","80.00%","evm.model.Ap1.2965"
"941","Cluster_595","3prime_UTR::Ap1:33329238-33330238(-)",166,-27.69,"2 21","328 353",22,"77.27%","81.82%","evm.model.Ap1.3259"
"942","Cluster_595","3prime_UTR::Ap1:35937188-35938188(-)",155,-21.33,"2 18","122 143",16,"75.00%","87.50%","evm.model.Ap1.3482"
"943","Cluster_595","3prime_UTR::Ap1:36259684-36260684(+)",155,-21.04,"2 21","835 858",20,"65.00%","80.00%","evm.model.Ap1.3510"
"944","Cluster_595","3prime_UTR::Ap1:36604816-36605816(-)",157,-24.87,"2 22","669 689",20,"75.00%","80.00%","evm.model.Ap1.3545"
"945","Cluster_595","3prime_UTR::Ap1:3695270-3696270(-)",162,-25.33,"2 21","317 338",19,"73.68%","84.21%","evm.model.Ap1.406"
"946","Cluster_595","3prime_UTR::Ap1:37342809-37343809(+)",161,-20.79,"2 22","270 292",20,"65.00%","80.00%","evm.model.Ap1.3604"
"947","Cluster_595","3prime_UTR::Ap1:38141688-38142688(+)",154,-23.37,"2 22","534 556",21,"71.43%","76.19%","evm.model.Ap1.3698"
"948","Cluster_595","3prime_UTR::Ap1:40306586-40307375(-)",155,-21.25,"2 22","159 184",23,"65.22%","78.26%","evm.model.Ap1.3912"
"949","Cluster_595","3prime_UTR::Ap1:40457695-40458695(-)",165,-24.12,"2 21","261 283",20,"75.00%","90.00%","evm.model.Ap1.3964"
"950","Cluster_595","3prime_UTR::Ap1:40956873-40957873(+)",169,-25.46,"2 20","863 888",21,"80.95%","85.71%","evm.model.Ap1.3993"
"951","Cluster_595","3prime_UTR::Ap1:41573736-41574736(+)",156,-21.92,"2 21","373 395",19,"68.42%","73.68%","evm.model.Ap1.4048"
"952","Cluster_595","3prime_UTR::Ap1:487574-488574(-)",162,-25.02,"2 22","314 339",24,"70.83%","79.17%","evm.model.Ap1.61"
"954","Cluster_595","3prime_UTR::Ap1:62518-63518(+)",157,-20.57,"2 22","944 966",20,"70.00%","70.00%","evm.model.Ap1.6"
"955","Cluster_595","3prime_UTR::Ap1:8391-9391(+)",148,-22.19,"2 22","837 860",21,"61.90%","71.43%","evm.model.Ap1.1"
"956","Cluster_595","3prime_UTR::Ap2:10022267-10023267(-)",155,-21.66,"2 22","766 793",25,"64.00%","76.00%","evm.model.Ap2.991"
"957","Cluster_595","3prime_UTR::Ap2:11570192-11570924(-)",146,-21.87,"2 19","103 125",17,"58.82%","76.47%","evm.model.Ap2.1131"
"961","Cluster_595","3prime_UTR::Ap2:13413830-13414830(+)",163,-20.49,"2 22","689 710",20,"75.00%","80.00%","evm.model.Ap2.1289"
"962","Cluster_595","3prime_UTR::Ap2:13600191-13601191(+)",153,-21.07,"2 19","295 321",21,"66.67%","76.19%","evm.model.Ap2.1311"
"963","Cluster_595","3prime_UTR::Ap2:15107110-15108110(+)",166,-23.19,"2 21","553 574",19,"78.95%","84.21%","evm.model.Ap2.1445"
"964","Cluster_595","3prime_UTR::Ap2:15209243-15210243(+)",160,-22.71,"2 19","685 706",17,"82.35%","82.35%","evm.model.Ap2.1453"
"968","Cluster_595","3prime_UTR::Ap2:16002668-16003668(-)",162,-21.35,"2 20","634 657",19,"78.95%","78.95%","evm.model.Ap2.1506"
"969","Cluster_595","3prime_UTR::Ap2:16784654-16785654(+)",173,-28.89,"2 22","312 334",20,"75.00%","85.00%","evm.model.Ap2.1572"
"970","Cluster_595","3prime_UTR::Ap2:16786285-16787285(-)",151,-20.48,"2 22","523 548",23,"60.87%","78.26%","evm.model.Ap2.1573"
"971","Cluster_595","3prime_UTR::Ap2:18002411-18003411(+)",154,-21.18,"2 22","332 354",21,"71.43%","76.19%","evm.model.Ap2.1670"
"972","Cluster_595","3prime_UTR::Ap2:20662875-20663875(-)",151,-21.66,"2 19","591 614",19,"73.68%","78.95%","evm.model.Ap2.1924"
"973","Cluster_595","3prime_UTR::Ap2:22021413-22022413(-)",169,-20.57,"2 22","979 1000",20,"70.00%","85.00%","evm.model.Ap2.2041"
"974","Cluster_595","3prime_UTR::Ap2:22244515-22245515(-)",168,-25.43,"2 22","125 148",21,"76.19%","80.95%","evm.model.Ap2.2061"
"975","Cluster_595","3prime_UTR::Ap2:22328695-22329303(+)",156,-20.35,"2 18","424 447",17,"76.47%","82.35%","evm.model.Ap2.2072"
"979","Cluster_595","3prime_UTR::Ap2:25345401-25346401(+)",162,-22.82,"2 21","864 888",21,"76.19%","80.95%","evm.model.Ap2.2396"
"980","Cluster_595","3prime_UTR::Ap2:28331404-28332404(+)",171,-24.72,"2 20","346 368",18,"77.78%","88.89%","evm.model.Ap2.2720"
"981","Cluster_595","3prime_UTR::Ap2:29066747-29067747(-)",174,-26.73,"2 22","595 615",20,"80.00%","90.00%","evm.model.Ap2.2836"
"982","Cluster_595","3prime_UTR::Ap2:291363-292363(+)",157,-21.3,"2 22","225 247",20,"65.00%","75.00%","evm.model.Ap2.25"
"983","Cluster_595","3prime_UTR::Ap2:29569348-29570348(-)",156,-20.35,"2 18","165 188",17,"76.47%","82.35%","evm.model.Ap2.2904"
"984","Cluster_595","3prime_UTR::Ap2:31413980-31414980(+)",155,-26.32,"2 22","12 33",20,"65.00%","80.00%","evm.model.Ap2.3088"
"985","Cluster_595","3prime_UTR::Ap2:31751108-31752108(-)",157,-21.2,"2 22","689 711",20,"70.00%","70.00%","evm.model.Ap2.3122"
"986","Cluster_595","3prime_UTR::Ap2:32157082-32158082(-)",162,-21.96,"2 22","755 778",22,"72.73%","81.82%","evm.model.Ap2.3167"
"987","Cluster_595","3prime_UTR::Ap2:34335628-34336628(-)",151,-21.56,"2 21","317 341",21,"61.90%","76.19%","evm.model.Ap2.3379"
"988","Cluster_595","3prime_UTR::Ap2:35196496-35197496(+)",156,-25.57,"2 22","21 46",23,"65.22%","73.91%","evm.model.Ap2.3449"
"989","Cluster_595","3prime_UTR::Ap2:39249743-39250743(-)",158,-21.87,"2 21","613 634",19,"68.42%","84.21%","evm.model.Ap2.3821"
"990","Cluster_595","3prime_UTR::Ap2:393034-394034(-)",153,-20.51,"2 21","47 67",19,"63.16%","84.21%","evm.model.Ap2.38"
"991","Cluster_595","3prime_UTR::Ap2:40325973-40326973(+)",153,-21.23,"2 22","312 334",20,"60.00%","75.00%","evm.model.Ap2.3909"
"992","Cluster_595","3prime_UTR::Ap2:4033630-4034461(-)",166,-24.81,"2 22","777 800",22,"77.27%","81.82%","evm.model.Ap2.415_evm.TU.Ap2.424"
"996","Cluster_595","3prime_UTR::Ap2:40790593-40791593(-)",143,-20.37,"2 22","263 289",24,"58.33%","70.83%","evm.model.Ap2.3948"
"997","Cluster_595","3prime_UTR::Ap2:42064910-42065910(+)",150,-23.78,"2 22","232 260",26,"61.54%","76.92%","evm.model.Ap2.4080"
"998","Cluster_595","3prime_UTR::Ap2:4293137-4294137(-)",158,-24.56,"2 22","848 868",20,"70.00%","80.00%","evm.model.Ap2.444"
"999","Cluster_595","3prime_UTR::Ap2:8300385-8301385(+)",149,-20.05,"2 22","651 671",20,"70.00%","75.00%","evm.model.Ap2.806"
"1000","Cluster_595","3prime_UTR::Ap2:8729591-8730591(+)",154,-21.49,"2 17","867 888",15,"80.00%","86.67%","evm.model.Ap2.849"
"1001","Cluster_595","3prime_UTR::Ap3:1083195-1084195(+)",154,-21.49,"2 17","923 944",15,"80.00%","86.67%","evm.model.Ap3.113"
"1002","Cluster_595","3prime_UTR::Ap3:11280752-11281752(+)",158,-20.23,"2 22","945 968",22,"72.73%","77.27%","evm.model.Ap3.1024"
"1003","Cluster_595","3prime_UTR::Ap3:15381525-15382525(+)",152,-20.23,"2 21","33 53",19,"73.68%","78.95%","evm.model.Ap3.1345"
"1004","Cluster_595","3prime_UTR::Ap3:15486181-15487181(+)",158,-20.94,"2 22","24 44",20,"70.00%","80.00%","evm.model.Ap3.1353"
"1005","Cluster_595","3prime_UTR::Ap3:17592277-17593277(+)",168,-23.27,"2 21","264 286",19,"73.68%","84.21%","evm.model.Ap3.1561"
"1006","Cluster_595","3prime_UTR::Ap3:17605436-17606300(+)",168,-23.27,"2 21","281 303",19,"73.68%","84.21%","evm.model.Ap3.1563"
"1010","Cluster_595","3prime_UTR::Ap3:18610303-18611303(-)",163,-23.41,"2 22","343 369",24,"75.00%","75.00%","evm.model.Ap3.1690"
"1011","Cluster_595","3prime_UTR::Ap3:20437958-20438958(+)",169,-24.31,"2 19","771 794",18,"83.33%","88.89%","evm.model.Ap3.1883"
"1012","Cluster_595","3prime_UTR::Ap3:21354667-21355667(+)",161,-20.28,"2 22","556 578",20,"65.00%","80.00%","evm.model.Ap3.1972"
"1013","Cluster_595","3prime_UTR::Ap3:22166382-22167382(+)",150,-23.11,"2 22","843 865",21,"66.67%","76.19%","evm.model.Ap3.2039"
"1014","Cluster_595","3prime_UTR::Ap3:24235528-24236528(+)",162,-23.93,"2 22","453 478",24,"75.00%","75.00%","evm.model.Ap3.2221"
"1015","Cluster_595","3prime_UTR::Ap3:24623366-24624366(+)",157,-21.7,"2 20","239 260",18,"72.22%","83.33%","evm.model.Ap3.2259"
"1016","Cluster_595","3prime_UTR::Ap3:26039798-26040798(+)",159,-22.38,"2 22","10 31",20,"70.00%","80.00%","evm.model.Ap3.2394"
"1017","Cluster_595","3prime_UTR::Ap3:3196239-3197239(-)",158,-20.12,"2 22","899 921",21,"76.19%","76.19%","evm.model.Ap3.319"
"1019","Cluster_595","3prime_UTR::Ap3:4418149-4419149(-)",155,-20.62,"2 22","58 83",23,"65.22%","78.26%","evm.model.Ap3.443"
"1020","Cluster_595","3prime_UTR::Ap3:5787095-5788095(+)",160,-20.2,"2 22","222 246",22,"68.18%","77.27%","evm.model.Ap3.564"
"1021","Cluster_595","3prime_UTR::Ap3:6347827-6348827(+)",158,-22.64,"2 19","17 39",17,"64.71%","88.24%","evm.model.Ap3.604"
"1022","Cluster_595","3prime_UTR::Ap3:6711815-6712815(-)",156,-22.23,"2 21","765 787",19,"63.16%","78.95%","evm.model.Ap3.637"
"1024","Cluster_595","3prime_UTR::Ap3:7553702-7554394(-)",149,-24.93,"2 22","76 103",25,"68.00%","76.00%","evm.model.Ap3.710"
"1025","Cluster_595","3prime_UTR::Ap4:11782174-11783174(+)",151,-20.38,"2 12","590 612",10,"90.00%","100.00%","evm.model.Ap4.1135"
"1026","Cluster_595","3prime_UTR::Ap4:1263566-1264566(+)",147,-22.96,"2 19","555 581",21,"66.67%","80.95%","evm.model.Ap4.121"
"1035","Cluster_595","3prime_UTR::Ap4:13240899-13241705(+)",152,-20.54,"2 22","441 467",24,"62.50%","70.83%","evm.model.Ap4.1285"
"1036","Cluster_595","3prime_UTR::Ap4:14690334-14691334(+)",170,-24.53,"2 21","470 491",19,"78.95%","89.47%","evm.model.Ap4.1399"
"1037","Cluster_595","3prime_UTR::Ap4:1469530-1470530(-)",155,-21.13,"2 22","356 377",20,"60.00%","85.00%","evm.model.Ap4.146"
"1038","Cluster_595","3prime_UTR::Ap4:14764766-14765766(+)",163,-24.04,"2 19","33 55",18,"83.33%","88.89%","evm.model.Ap4.1406"
"1039","Cluster_595","3prime_UTR::Ap4:16330244-16331244(-)",153,-20.61,"2 22","952 973",21,"71.43%","76.19%","evm.model.Ap4.1568"
"1040","Cluster_595","3prime_UTR::Ap4:16992627-16993627(-)",151,-21.54,"2 19","796 818",18,"77.78%","77.78%","evm.model.Ap4.1686"
"1041","Cluster_595","3prime_UTR::Ap4:18600960-18601960(+)",158,-22.93,"2 21","800 826",23,"73.91%","73.91%","evm.model.Ap4.1831"
"1042","Cluster_595","3prime_UTR::Ap4:19008342-19009342(+)",154,-20.91,"2 21","387 411",21,"71.43%","76.19%","evm.model.Ap4.1901"
"1043","Cluster_595","3prime_UTR::Ap4:19465985-19466985(-)",158,-20.56,"2 22","637 657",20,"75.00%","75.00%","evm.model.Ap4.2026"
"1044","Cluster_595","3prime_UTR::Ap4:19853939-19854939(+)",147,-20.66,"2 17","1 17",16,"68.75%","81.25%","evm.model.Ap4.2118"
"1045","Cluster_595","3prime_UTR::Ap4:20052296-20052765(-)",165,-20.26,"2 22","445 467",20,"65.00%","85.00%","evm.model.Ap4.2154"
"1046","Cluster_595","3prime_UTR::Ap4:20290056-20291056(-)",155,-23.04,"2 16","199 221",14,"78.57%","85.71%","evm.model.Ap4.2195"
"1047","Cluster_595","3prime_UTR::Ap4:20559182-20559942(+)",162,-23.78,"2 19","459 481",17,"76.47%","82.35%","evm.model.Ap4.2243"
"1048","Cluster_595","3prime_UTR::Ap4:20684711-20685711(-)",149,-20.73,"2 19","278 302",19,"63.16%","78.95%","evm.model.Ap4.2260"
"1049","Cluster_595","3prime_UTR::Ap4:21525115-21526115(+)",158,-22.87,"2 22","636 659",22,"72.73%","77.27%","evm.model.Ap4.2455"
"1050","Cluster_595","3prime_UTR::Ap4:21797904-21798904(+)",161,-22.67,"2 19","62 86",19,"78.95%","78.95%","evm.model.Ap4.2500"
"1051","Cluster_595","3prime_UTR::Ap4:22784326-22785326(+)",169,-23.45,"2 22","192 214",20,"75.00%","80.00%","evm.model.Ap4.2690"
"1052","Cluster_595","3prime_UTR::Ap4:24522334-24523334(-)",157,-21.59,"2 20","104 125",18,"72.22%","83.33%","evm.model.Ap4.3039"
"1053","Cluster_595","3prime_UTR::Ap4:24843172-24844172(+)",156,-20.35,"2 18","165 188",17,"76.47%","82.35%","evm.model.Ap4.3085"
"1054","Cluster_595","3prime_UTR::Ap4:25011704-25012704(-)",144,-22.66,"2 22","212 236",22,"59.09%","68.18%","evm.model.Ap4.3126"
"1055","Cluster_595","3prime_UTR::Ap4:25387004-25387129(-)",155,-24.31,"2 21","34 57",20,"70.00%","75.00%","evm.model.Ap4.3201"
"1059","Cluster_595","3prime_UTR::Ap4:25920160-25921160(+)",154,-20.91,"2 21","193 217",21,"71.43%","76.19%","evm.model.Ap4.3322"
"1060","Cluster_595","3prime_UTR::Ap4:25996682-25997682(-)",149,-24,"2 19","100 123",18,"55.56%","88.89%","evm.model.Ap4.3337"
"1061","Cluster_595","3prime_UTR::Ap4:26198988-26199988(-)",152,-20.71,"2 13","127 149",11,"81.82%","100.00%","evm.model.Ap4.3382"
"1062","Cluster_595","3prime_UTR::Ap4:26301389-26302333(-)",152,-20.71,"2 13","127 149",11,"81.82%","100.00%","evm.model.Ap4.3399"
"1066","Cluster_595","3prime_UTR::Ap4:26896922-26897922(-)",158,-20.8,"2 22","504 531",25,"68.00%","80.00%","evm.model.Ap4.3502"
"1067","Cluster_595","3prime_UTR::Ap4:27454804-27455290(-)",146,-21.38,"2 21","378 403",22,"68.18%","68.18%","evm.model.Ap4.3613"
"1068","Cluster_595","3prime_UTR::Ap4:27627822-27628822(+)",146,-21.38,"2 21","219 244",22,"68.18%","68.18%","evm.model.Ap4.3646"
"1069","Cluster_595","3prime_UTR::Ap4:28321164-28321961(-)",164,-23.61,"2 22","401 425",22,"68.18%","81.82%","evm.model.Ap4.3786"
"1073","Cluster_595","3prime_UTR::Ap4:28333944-28334944(+)",153,-20.45,"2 21","448 468",19,"63.16%","84.21%","evm.model.Ap4.3791"
"1074","Cluster_595","3prime_UTR::Ap4:28520608-28521608(+)",147,-21.21,"2 22","571 597",24,"66.67%","66.67%","evm.model.Ap4.3837"
