Coords	Name	MIRNA	tapoc_2_S31_L001_R1_001_condensed	tapoc_3_S32_L001_R1_001_condensed	tapoc_4_S33_L001_R1_001_condensed
Ap8:23988214-23988633	Cluster_1473	N	159	122	126
Ap8:24099113-24099525	Cluster_1474	N	0	0	36
Ap8:24201725-24202142	Cluster_1475	N	37	10	15
Ap8:24209190-24209607	Cluster_1476	N	31	22	24
Ap8:24215865-24216280	Cluster_1477	N	2	15	29
Ap8:24221403-24221814	Cluster_1478	N	1	15	5
Ap8:24287975-24288386	Cluster_1479	N	0	17	24
Ap8:24321516-24321932	Cluster_1480	N	13	29	10
Ap8:24971495-24971910	Cluster_1481	N	0	3	18
Ap8:25002210-25002625	Cluster_1482	N	3	26	5
Ap8:25067479-25067894	Cluster_1483	N	14	6	2
Ap8:25144930-25145345	Cluster_1484	N	0	4	22
Ap8:25246250-25246666	Cluster_1485	N	0	0	201
Ap8:25537486-25537903	Cluster_1486	N	20	0	5
Ap8:25696287-25696701	Cluster_1487	N	5	7	8
Ap8:25879910-25880323	Cluster_1488	N	0	1	24
Ap8:25979269-25979686	Cluster_1489	N	25	45	33
Ap8:26020133-26020550	Cluster_1490	N	13	32	23
Ap8:26092942-26093358	Cluster_1491	N	3	61	42
Ap8:26125388-26125804	Cluster_1492	N	2	17	32
Ap8:26322534-26323011	Cluster_1493	N	903	71	72
Ap8:26621896-26622328	Cluster_1494	N	38	6	8
Ap8:26702643-26703058	Cluster_1495	N	0	2	195
Ap8:26740621-26741036	Cluster_1496	N	0	55	44
Ap8:26761692-26762105	Cluster_1497	N	41	330	553
Ap8:26804987-26805403	Cluster_1498	N	5	23	9
Ap8:26858836-26859252	Cluster_1499	N	9	9	10
Ap8:27176863-27177274	Cluster_1500	N	0	11	15
Ap8:27305823-27306236	Cluster_1501	N	0	0	28
Ap8:27603163-27603578	Cluster_1502	N	1	23	31
Ap8:27674657-27675068	Cluster_1503	N	0	26	26
Ap8:27742286-27742702	Cluster_1504	N	1	4	15
Ap8:28150764-28151179	Cluster_1505	N	2	12	13
Ap8:28217407-28217833	Cluster_1506	N	62	14	9
Ap8:28238392-28238809	Cluster_1507	N	28	3	6
Ap8:28240505-28240922	Cluster_1508	N	16	22	28
Ap8:28323496-28323912	Cluster_1509	N	10	8	4
Ap8:28392372-28392786	Cluster_1510	N	1	0	71
Ap8:28436638-28437052	Cluster_1511	N	0	2	146
Ap8:28491491-28491906	Cluster_1512	N	21	2	0
Ap8:28546271-28546688	Cluster_1513	N	0	47	257
Ap8:28573831-28574248	Cluster_1514	N	11	27	8
Ap8:28669236-28669648	Cluster_1515	N	0	5	14
Ap8:28776898-28777325	Cluster_1516	N	158	316	267
Ap8:28798368-28798789	Cluster_1517	N	107	298	253
Ap8:29063871-29064285	Cluster_1518	N	0	1	20
Ap8:29372720-29373135	Cluster_1519	N	12	46	40
Ap8:29558407-29558825	Cluster_1520	N	18	19	25
Ap8:29867167-29867583	Cluster_1521	N	2	21	11
Ap8:29875059-29875470	Cluster_1522	N	0	0	20
Ap8:29982756-29983172	Cluster_1523	N	5	17	21
Ap8:30012734-30013148	Cluster_1524	N	1	11	57
Ap8:30158711-30159231	Cluster_1525	N	32	76	67
Ap8:30176707-30177122	Cluster_1526	N	3	16	10
Ap8:30427114-30427547	Cluster_1527	N	25	1	2
Ap8:30427602-30428044	Cluster_1528	N	770	18	193
Ap8:30499069-30499483	Cluster_1529	N	9	7	5
Ap8:30579969-30580386	Cluster_1530	N	6	18	21
Ap8:30682004-30682421	Cluster_1531	N	10	28	20
Ap9:32149-32655	Cluster_1532	N	155	24	13
Ap9:112887-113300	Cluster_1533	N	2	7	12
Ap9:218358-218788	Cluster_1534	N	34	6	3
Ap9:287864-288278	Cluster_1535	N	1	8	11
Ap9:606559-607048	Cluster_1536	N	345	41	50
Ap9:715700-716226	Cluster_1537	N	14104	12322	9052
Ap9:795987-796400	Cluster_1538	N	8	250	235
Ap9:823507-823924	Cluster_1539	N	4	24	122
Ap9:869632-870044	Cluster_1540	N	0	5	29
Ap9:1031023-1031435	Cluster_1541	N	1	1	18
Ap9:1086486-1087022	Cluster_1542	N	442	50	31
Ap9:1139124-1139652	Cluster_1543	N	92	9	18
Ap9:1147602-1148078	Cluster_1544	N	212	16	22
Ap9:1156515-1157036	Cluster_1545	N	95	9	4
Ap9:1281066-1281535	Cluster_1546	N	185	27	17
Ap9:1293751-1294220	Cluster_1547	N	184	29	16
Ap9:1934878-1935325	Cluster_1548	N	0	10	82
Ap9:2174871-2175288	Cluster_1549	N	120	199	85
Ap9:2198077-2198493	Cluster_1550	N	56	226	233
Ap9:2216309-2216721	Cluster_1551	N	0	15	13
Ap9:2344546-2344959	Cluster_1552	N	0	1	25
Ap9:2623684-2624099	Cluster_1553	N	4	14	11
Ap9:2683262-2683681	Cluster_1554	N	27	40	35
Ap9:2762453-2762868	Cluster_1555	N	5	11	8
Ap9:2776684-2777099	Cluster_1556	N	0	0	23
Ap9:2856265-2856680	Cluster_1557	N	1	21	29
Ap9:3027216-3027627	Cluster_1558	N	0	9	10
Ap9:3165307-3165721	Cluster_1559	N	10	4	5
Ap9:3252045-3252460	Cluster_1560	N	0	5	14
Ap9:3288018-3288430	Cluster_1561	N	1	9	89
Ap9:3289761-3290175	Cluster_1562	N	7	3	24
Ap9:3353904-3354321	Cluster_1563	N	2	95	57
Ap9:3470637-3471054	Cluster_1564	N	7	78	32
Ap9:3571791-3572203	Cluster_1565	N	0	19	1
Ap9:3645133-3645548	Cluster_1566	N	0	0	26
Ap9:4444826-4445247	Cluster_1567	N	0	1	25
Ap9:4984545-4984958	Cluster_1568	N	2	3	26
Ap9:5103373-5103789	Cluster_1569	N	103	183	123
Ap9:5244874-5245293	Cluster_1570	N	55	172	152
Ap9:5307495-5307909	Cluster_1571	N	2	5	12
Ap9:5328553-5328969	Cluster_1572	N	5	12	11
Ap9:5462590-5463003	Cluster_1573	N	0	11	12
Ap9:5515021-5515435	Cluster_1574	N	1	10	9
Ap9:5698626-5699042	Cluster_1575	N	11	7	12
Ap9:5748210-5748626	Cluster_1576	N	2	20	16
Ap9:5854659-5855088	Cluster_1577	N	106	14	13
Ap9:6084421-6084833	Cluster_1578	N	1	11	8
Ap9:6324799-6325210	Cluster_1579	N	0	16	24
Ap9:6377966-6378381	Cluster_1580	N	1	12	16
Ap9:6881349-6881763	Cluster_1581	N	5	20	2
Ap9:6943893-6944305	Cluster_1582	N	1	0	141
Ap9:7147043-7147457	Cluster_1583	N	3	7	18
Ap9:7199925-7200600	Cluster_1584	N	2065	2674	2180
Ap9:7353739-7354151	Cluster_1585	N	0	12	22
Ap9:7794896-7795311	Cluster_1586	N	8	13	8
Ap9:7809921-7810339	Cluster_1587	N	15	140	93
Ap9:8217687-8218202	Cluster_1588	N	0	44	54
Ap9:8339841-8340256	Cluster_1589	N	5	8	12
Ap9:8413445-8413858	Cluster_1590	N	0	1	30
Ap9:8513594-8514011	Cluster_1591	N	0	10	1186
Ap9:8794914-8795330	Cluster_1592	N	0	8	35
Ap9:9077362-9077779	Cluster_1593	N	13	15	21
Ap9:9201520-9201935	Cluster_1594	N	7	19	15
Ap9:9889511-9889924	Cluster_1595	N	0	0	23
Ap9:9941304-9941721	Cluster_1596	N	120	109	75
Ap9:10149127-10149538	Cluster_1597	N	0	0	31
Ap9:10340582-10340998	Cluster_1598	N	5	48	21
Ap9:10682256-10682671	Cluster_1599	N	1	9	16
Ap9:10683792-10684210	Cluster_1600	N	49	186	139
Ap9:10702155-10702572	Cluster_1601	N	11	23	27
Ap9:10765437-10765854	Cluster_1602	N	6	57	43
Ap9:10771349-10771764	Cluster_1603	N	0	0	64
Ap9:10777911-10778327	Cluster_1604	N	3	17	22
Ap9:10902746-10903152	Cluster_1605	N	31	3	9
Ap9:11383954-11384368	Cluster_1606	N	0	18	15
Ap9:11710300-11710776	Cluster_1607	N	50	9	11
Ap9:11710782-11711256	Cluster_1608	N	102	32	36
Ap9:11781923-11782336	Cluster_1609	N	0	4	19
Ap9:11959852-11960264	Cluster_1610	N	0	0	49
Ap9:12057003-12057440	Cluster_1611	N	75	17	19
Ap9:12108029-12108444	Cluster_1612	N	10	12	14
Ap9:12127264-12127679	Cluster_1613	N	11	125	1072
Ap9:12284184-12284602	Cluster_1614	N	6	13	10
Ap9:12584752-12585165	Cluster_1615	N	0	31	50
Ap9:12671913-12672328	Cluster_1616	N	0	11	10
Ap9:12698562-12698977	Cluster_1617	N	3	25	9
Ap9:12859132-12859567	Cluster_1618	N	87	5	4
Ap9:12906434-12906851	Cluster_1619	N	2	0	143
Ap9:12992527-12992942	Cluster_1620	N	1	6	20
Ap9:13064162-13064575	Cluster_1621	N	0	1	21
Ap9:13209853-13210269	Cluster_1622	N	9	18	12
Ap9:13261411-13261824	Cluster_1623	N	0	3	17
Ap9:13313390-13313805	Cluster_1624	N	5	8	10
Ap9:13406183-13406595	Cluster_1625	N	0	4	26
Ap9:13476082-13476493	Cluster_1626	N	0	0	24
Ap9:13727124-13727539	Cluster_1627	N	9	20	12
Ap9:14051013-14051428	Cluster_1628	N	17	0	7
Ap9:14514342-14514756	Cluster_1629	N	12	4	43
Ap9:14599724-14600137	Cluster_1630	N	0	0	20
Ap9:14863539-14863952	Cluster_1631	N	0	7	34
Ap9:15493717-15494135	Cluster_1632	N	21	93	53
Ap9:15559584-15560000	Cluster_1633	N	2	32	40
Ap9:16023876-16024292	Cluster_1634	N	0	0	60
Ap9:16158467-16158887	Cluster_1635	N	4	13	13
Ap9:16211207-16211629	Cluster_1636	N	22	0	0
Ap9:16224005-16224417	Cluster_1637	N	0	29	31
Ap9:16250198-16250612	Cluster_1638	N	3	7	10
Ap9:16316202-16316619	Cluster_1639	N	0	6	31
Ap9:16846928-16847345	Cluster_1640	N	0	1	23
Ap9:17218267-17218681	Cluster_1641	N	1	13	5
Ap9:17392118-17392927	Cluster_1642	N	6	14	51
Ap9:17413828-17414239	Cluster_1643	N	0	15	16
Ap9:18008895-18009311	Cluster_1644	N	5	11	6
Ap9:18181363-18181779	Cluster_1645	N	0	45	26
Ap9:18372396-18372811	Cluster_1646	N	0	7	66
Ap9:18627562-18627979	Cluster_1647	N	0	7	32
Ap9:18738838-18739254	Cluster_1648	N	18	1	1
Ap9:18761170-18761584	Cluster_1649	N	0	9	16
Ap9:18934713-18935125	Cluster_1650	N	0	4	17
Ap9:19035198-19035614	Cluster_1651	N	1	23	32
Ap9:19168591-19169006	Cluster_1652	N	0	0	43
Ap9:19176603-19177020	Cluster_1653	N	16	16	33
Ap9:19318213-19318665	Cluster_1654	N	607	844	211
Ap9:19473787-19474204	Cluster_1655	N	127	394	272
Ap9:19499848-19500263	Cluster_1656	N	11	7	6
Ap9:19509550-19509967	Cluster_1657	N	5	11	9
Ap9:19589057-19589474	Cluster_1658	N	5	26	15
Ap9:19634521-19634938	Cluster_1659	N	6	27	15
Ap9:19689540-19689956	Cluster_1660	N	1	6	21
Ap9:19824501-19824915	Cluster_1661	N	5	0	15
Ap9:19888486-19888903	Cluster_1662	N	58	270	275
Ap9:19897572-19897987	Cluster_1663	N	0	10	50
Ap9:20246807-20247241	Cluster_1664	N	525	1006	697
Ap9:20273822-20274239	Cluster_1665	N	7	14	26
Ap9:20443153-20443572	Cluster_1666	N	16	19	76
Ap9:20680905-20681319	Cluster_1667	N	1	13	17
Ap9:20768121-20768539	Cluster_1668	N	133	17	21
Ap9:21122025-21122443	Cluster_1669	N	1	1	121
Ap9:21284434-21284850	Cluster_1670	N	5	37	88
Ap9:21519671-21520087	Cluster_1671	N	12	23	30
Ap9:21748117-21748527	Cluster_1672	N	22	4	1
Ap9:21873605-21874018	Cluster_1673	N	0	11	76
Ap9:22122117-22122539	Cluster_1674	N	3	38	26
Ap9:22195857-22196277	Cluster_1675	N	8	12	6
Ap9:22438506-22438923	Cluster_1676	N	3	12	13
Ap9:22508938-22509351	Cluster_1677	N	5	2	16
Ap9:22620183-22620595	Cluster_1678	N	0	20	0
Ap9:22625435-22625851	Cluster_1679	N	6	10	11
Ap9:23122515-23122926	Cluster_1680	N	1	1	23
Ap9:23125864-23126279	Cluster_1681	N	2	8	79
Ap9:23177158-23177571	Cluster_1682	N	0	0	42
Ap9:23228190-23228606	Cluster_1683	N	1	9	12
Ap9:23307941-23308360	Cluster_1684	N	40	14	49
Ap9:23345368-23345785	Cluster_1685	N	18	84	59
Ap9:23431609-23432027	Cluster_1686	N	30	41	25
Ap9:23481568-23481982	Cluster_1687	N	1	8	114
Ap9:23605048-23605509	Cluster_1688	N	45	7	5
Ap9:23907821-23908236	Cluster_1689	N	0	5	288
Ap9:23951313-23951801	Cluster_1690	N	38	1	22
Ap9:23994686-23995112	Cluster_1691	N	133	30	0
Ap9:24089305-24089719	Cluster_1692	N	8	62	182
Ap9:24255527-24255942	Cluster_1693	N	0	1	24
Ap9:24280722-24281137	Cluster_1694	N	1	0	53
Ap9:24459789-24460199	Cluster_1695	N	0	8	14
Ap9:24484555-24485102	Cluster_1696	N	153	29	8
Ap9:24486549-24486993	Cluster_1697	N	100	13	15
Ap9:24487102-24487731	Cluster_1698	N	340	53	53
Ap9:24555439-24555854	Cluster_1699	N	15	2	2
Ap9:24688549-24688962	Cluster_1700	N	8	6	8
Ap9:24823479-24823892	Cluster_1701	N	1	21	16
Ap9:25017519-25017928	Cluster_1702	N	0	10	9
Ap9:25031105-25031529	Cluster_1703	N	27	45	66
Ap9:25111105-25111524	Cluster_1704	N	5	17	14
Ap9:25112100-25112514	Cluster_1705	N	0	8	13
Ap9:25118360-25118771	Cluster_1706	N	1	85	112
Ap9:25260953-25261375	Cluster_1707	N	11	96	82
Ap9:25482385-25482799	Cluster_1708	N	13	2	12
Ap9:25993682-25994097	Cluster_1709	N	3	0	23
Ap9:26064564-26064980	Cluster_1710	N	11	21	30
Ap9:26224785-26225203	Cluster_1711	N	1	4	27
Ap9:26288238-26288653	Cluster_1712	N	19	36	18
Ap9:26343075-26343487	Cluster_1713	N	22	2	1
Ap9:26362740-26363140	Cluster_1714	N	47	3	3
Ap9:26372350-26372773	Cluster_1715	N	31	5	15
Ap9:26467292-26467727	Cluster_1716	N	113	17	20
Ap9:26573199-26573613	Cluster_1717	N	0	9	60
Ap9:26898974-26899387	Cluster_1718	N	0	17	8
Ap9:27032376-27032794	Cluster_1719	N	22	102	110
Ap9:27561752-27562166	Cluster_1720	N	3	4	20
Ap9:27567509-27567923	Cluster_1721	N	0	0	90
Ap9:27655635-27656045	Cluster_1722	N	0	7	12
Ap9:27738449-27738875	Cluster_1723	N	0	1	165
Ap9:27914114-27914530	Cluster_1724	N	9	497	411
Ap9:27992183-27992595	Cluster_1725	N	6	6	21
Ap9:28054992-28055407	Cluster_1726	N	4	22	10
Ap9:28088988-28089397	Cluster_1727	N	11	12	0
Ap9:28091648-28092059	Cluster_1728	N	8	4	7
Ap9:28252073-28252490	Cluster_1729	N	21	0	18
Ap9:28275124-28275653	Cluster_1730	N	111	16	13
Ap9:28567448-28567871	Cluster_1731	N	13	36	31
Ap9:28687221-28687633	Cluster_1732	N	0	4	22
Ap9:29230022-29230439	Cluster_1733	N	10	48	41
Ap9:29286877-29287293	Cluster_1734	N	5	13	6
Ap9:29363257-29363672	Cluster_1735	N	5	17	17
Ap9:29431459-29431918	Cluster_1736	N	184	26	5
Ap9:29522626-29523088	Cluster_1737	N	70	59	151
Ap7:392435-392850	Cluster_1738	N	10	25	10
Ap7:499414-499828	Cluster_1739	N	0	3	27
Ap7:1040088-1040503	Cluster_1740	N	0	0	27
Ap7:1210688-1211105	Cluster_1741	N	14	3	4
Ap7:1353288-1353689	Cluster_1742	N	4	23	3
Ap7:1449542-1449956	Cluster_1743	N	0	5	31
Ap7:1566502-1566917	Cluster_1744	N	1	1	83
Ap7:1604977-1605393	Cluster_1745	N	0	1	23
Ap7:1686474-1686875	Cluster_1746	N	0	13	8
Ap7:1950838-1951253	Cluster_1747	N	4	11	11
Ap7:2206278-2206694	Cluster_1748	N	19	80	46
Ap7:2223587-2223999	Cluster_1749	N	4	47	70
Ap7:2360981-2361396	Cluster_1750	N	1	18	8
Ap7:2384246-2384662	Cluster_1751	N	0	18	8
Ap7:2402259-2402676	Cluster_1752	N	45	168	151
Ap7:2436698-2437109	Cluster_1753	N	3	10	14
Ap7:2441234-2441651	Cluster_1754	N	0	27	17
Ap7:2506856-2507270	Cluster_1755	N	0	16	29
Ap7:2521880-2522295	Cluster_1756	N	0	25	99
Ap7:2681579-2681996	Cluster_1757	N	113	104	123
Ap7:3111553-3111969	Cluster_1758	N	10	10	6
Ap7:3272902-3273317	Cluster_1759	N	6	0	14
Ap7:3730907-3731323	Cluster_1760	N	13	25	12
Ap7:3880807-3881217	Cluster_1761	N	6	6	8
Ap7:3938770-3939187	Cluster_1762	N	30	178	130
Ap7:3987761-3988177	Cluster_1763	N	7	5	17
Ap7:3990176-3990589	Cluster_1764	N	10	11	10
Ap7:4193802-4194220	Cluster_1765	N	4	27	25
Ap7:4209736-4210156	Cluster_1766	N	5	19	29
Ap7:4262824-4263238	Cluster_1767	N	0	2	22
Ap7:4409339-4409750	Cluster_1768	N	1	15	5
Ap7:4524579-4524995	Cluster_1769	N	0	1	30
Ap7:4534422-4534833	Cluster_1770	N	0	25	18
Ap7:4541957-4542368	Cluster_1771	N	0	0	28
Ap7:4894348-4894766	Cluster_1772	N	21	3	8
Ap7:5179529-5179945	Cluster_1773	N	0	19	26
Ap7:5282523-5282939	Cluster_1774	N	6	60	27
Ap7:5288812-5289224	Cluster_1775	N	0	21	3
Ap7:5458508-5458925	Cluster_1776	N	6	19	12
Ap7:5459488-5459907	Cluster_1777	N	160	122	127
Ap7:5460521-5460940	Cluster_1778	N	158	121	129
Ap7:5754611-5755029	Cluster_1779	N	58	64	127
Ap7:5810827-5811246	Cluster_1780	N	113	183	184
Ap7:5883959-5884373	Cluster_1781	N	9	2	11
Ap7:6105120-6105533	Cluster_1782	N	0	13	14
Ap7:6327647-6328083	Cluster_1783	N	65	6	4
Ap7:6332436-6332873	Cluster_1784	N	73	11	3
Ap7:6548588-6549181	Cluster_1785	N	55	5	5
Ap7:6949990-6950405	Cluster_1786	N	5	12	4
Ap7:6954759-6955174	Cluster_1787	N	6	20	10
Ap7:6957318-6957734	Cluster_1788	N	0	21	16
Ap7:7291775-7292191	Cluster_1789	N	14	23	2
Ap7:7807325-7807736	Cluster_1790	N	0	0	19
Ap7:7875863-7876276	Cluster_1791	N	1	1	20
Ap7:8011737-8012154	Cluster_1792	N	19	17	15
Ap7:8030323-8030736	Cluster_1793	N	0	1	59
Ap7:8256080-8256510	Cluster_1794	N	80	13	5
Ap7:8343369-8343907	Cluster_1795	N	832	187	105
Ap7:8467759-8468183	Cluster_1796	N	31	53	30
Ap7:8603040-8603455	Cluster_1797	N	8	18	30
Ap7:8726730-8727146	Cluster_1798	N	3	18	20
Ap7:8777314-8777725	Cluster_1799	N	8	5	7
Ap7:8803300-8803714	Cluster_1800	N	5	24	1
Ap7:8825743-8826159	Cluster_1801	N	8	12	8
Ap7:8853272-8853713	Cluster_1802	N	1	28	26
Ap7:8895196-8895611	Cluster_1803	N	19	3	0
Ap7:9004354-9004769	Cluster_1804	N	1	12	7
Ap7:9010371-9010813	Cluster_1805	N	4	30	26
Ap7:9097465-9097878	Cluster_1806	N	2	9	9
Ap7:9213076-9213492	Cluster_1807	N	2	15	12
Ap7:9272870-9273286	Cluster_1808	N	6	96	34
Ap7:9311430-9311847	Cluster_1809	N	22	1	0
Ap7:9377673-9378091	Cluster_1810	N	10	6	6
Ap7:9530665-9531079	Cluster_1811	N	0	1	31
Ap7:9770557-9770971	Cluster_1812	N	1	1	31
Ap7:9791243-9791657	Cluster_1813	N	2	17	53
Ap7:9935141-9935558	Cluster_1814	N	1	28	21
Ap7:10084337-10084749	Cluster_1815	N	0	2	38
Ap7:10353958-10354374	Cluster_1816	N	3	7	22
Ap7:10363855-10364274	Cluster_1817	N	6	38	20
Ap7:10512968-10513387	Cluster_1818	N	3	8	33
Ap7:10606571-10606984	Cluster_1819	N	4	6	21
Ap7:10669902-10670320	Cluster_1820	N	49	55	41
Ap7:10814943-10815359	Cluster_1821	N	0	2	30
Ap7:10884796-10885211	Cluster_1822	N	5	8	12
Ap7:10894231-10894644	Cluster_1823	N	0	8	22
Ap7:11119990-11120407	Cluster_1824	N	37	1	5
Ap7:11221593-11222006	Cluster_1825	N	0	0	21
Ap7:11466646-11467244	Cluster_1826	N	743	161	115
Ap7:11680272-11680685	Cluster_1827	N	0	1	27
Ap7:11724093-11724511	Cluster_1828	N	7	41	24
Ap7:11923902-11924317	Cluster_1829	N	0	2	38
Ap7:12318259-12318675	Cluster_1830	N	0	5	36
Ap7:12435676-12436093	Cluster_1831	N	5	14	25
Ap7:12667183-12667602	Cluster_1832	N	13	41	12
Ap7:12861070-12861484	Cluster_1833	N	0	6	18
Ap7:12897518-12897936	Cluster_1834	N	258	812	678
Ap7:13011806-13012222	Cluster_1835	N	17	8	7
Ap7:13020281-13020698	Cluster_1836	N	6	79	30
Ap7:13040187-13040599	Cluster_1837	N	0	2	18
Ap7:13082752-13083167	Cluster_1838	N	3	29	0
Ap7:13129642-13130059	Cluster_1839	N	6	13	11
Ap7:13212198-13212615	Cluster_1840	N	64	62	37
Ap7:13262910-13263326	Cluster_1841	N	37	16	1
Ap7:13274437-13274856	Cluster_1842	N	125	29	29
Ap7:13403942-13404353	Cluster_1843	N	1	6	13
Ap7:13734456-13734871	Cluster_1844	N	2	25	6
Ap7:13948542-13948957	Cluster_1845	N	5	15	16
Ap7:14079755-14080168	Cluster_1846	N	6	3	28
Ap7:14089819-14090231	Cluster_1847	N	2	30	48
Ap7:14212848-14213260	Cluster_1848	N	0	1	19
Ap7:14242585-14243001	Cluster_1849	N	1	18	21
Ap7:14248205-14248621	Cluster_1850	N	6	30	22
Ap7:14350535-14350951	Cluster_1851	N	24	47	35
Ap7:14394233-14394644	Cluster_1852	N	0	10	22
Ap7:14514987-14515401	Cluster_1853	N	2	12	17
Ap7:14633716-14634127	Cluster_1854	N	0	2	55
Ap7:14756335-14756748	Cluster_1855	N	0	45	1
Ap7:14823350-14823765	Cluster_1856	N	5	12	14
Ap7:14974487-14974901	Cluster_1857	N	1	15	13
Ap7:15092739-15093157	Cluster_1858	N	6	66	41
Ap7:15170405-15170884	Cluster_1859	N	1411	0	0
Ap7:15454019-15454432	Cluster_1860	N	7	4	60
Ap7:15495658-15496077	Cluster_1861	N	0	0	84
Ap7:15863624-15864035	Cluster_1862	N	0	0	20
Ap7:15883812-15884232	Cluster_1863	N	22	116	105
Ap7:16096364-16096794	Cluster_1864	N	41	29	26
Ap7:16097376-16097793	Cluster_1865	N	1	18	6
Ap7:16357942-16358355	Cluster_1866	N	0	18	16
Ap7:16911741-16912152	Cluster_1867	N	1	2	17
Ap7:17387924-17388419	Cluster_1868	N	114	11	13
Ap7:17467834-17468251	Cluster_1869	N	13	34	34
Ap7:17606668-17607081	Cluster_1870	N	13	1	7
Ap7:18020609-18021027	Cluster_1871	N	24	121	83
Ap7:18117812-18118228	Cluster_1872	N	0	24	0
Ap7:18121297-18121708	Cluster_1873	N	0	1	48
Ap7:18167940-18168358	Cluster_1874	N	1	10	22
Ap7:18265138-18265548	Cluster_1875	N	0	1	20
Ap7:18457869-18458286	Cluster_1876	N	6	58	43
Ap7:18605222-18605637	Cluster_1877	N	1	9	12
Ap7:18798400-18798815	Cluster_1878	N	8	10	14
Ap7:18938310-18938724	Cluster_1879	N	0	0	27
Ap7:19027962-19028374	Cluster_1880	N	1	7	11
Ap7:19030176-19030590	Cluster_1881	N	3	8	19
Ap7:19121462-19121878	Cluster_1882	N	5	6	20
Ap7:19132864-19133280	Cluster_1883	N	14	0	49
Ap7:19463991-19464411	Cluster_1884	N	8	4	17
Ap7:19598558-19598976	Cluster_1885	N	22	48	54
Ap7:20083281-20083700	Cluster_1886	N	294	768	485
Ap7:20262323-20262737	Cluster_1887	N	0	11	28
Ap7:20378504-20378920	Cluster_1888	N	21	7	6
Ap7:20543887-20544301	Cluster_1889	N	0	4	26
Ap7:20606654-20607065	Cluster_1890	N	1	10	14
Ap7:20658214-20658718	Cluster_1891	N	0	47	248
Ap7:20749759-20750173	Cluster_1892	N	1	9	24
Ap7:20952945-20953377	Cluster_1893	N	58	11	8
Ap7:20958469-20958904	Cluster_1894	N	69	15	7
Ap7:20959271-20959777	Cluster_1895	N	56	27	21
Ap7:20961113-20961571	Cluster_1896	N	79	6	5
Ap7:20961701-20962229	Cluster_1897	N	122	25	19
Ap7:20962561-20963092	Cluster_1898	N	101	25	9
Ap7:21176907-21177322	Cluster_1899	N	2	35	28
Ap7:21509717-21510129	Cluster_1900	N	4	12	10
Ap7:21630281-21630698	Cluster_1901	N	41	55	23
Ap7:21837300-21837710	Cluster_1902	N	9	16	1
Ap7:21917662-21918074	Cluster_1903	N	0	57	1
Ap7:22026322-22026747	Cluster_1904	N	14	7	17
Ap7:22076446-22076857	Cluster_1905	N	7	1	25
Ap7:22202468-22202883	Cluster_1906	N	9	3	8
Ap7:22422303-22422716	Cluster_1907	N	4	10	53
Ap7:22548174-22548589	Cluster_1908	N	1	15	9
Ap7:22684176-22684591	Cluster_1909	N	0	11	36
Ap7:22722576-22722989	Cluster_1910	N	1	3	19
Ap7:22882470-22882885	Cluster_1911	N	1	2	28
Ap7:22892827-22893242	Cluster_1912	N	0	31	20
Ap7:22951307-22951724	Cluster_1913	N	0	9	32
Ap7:23014266-23014679	Cluster_1914	N	0	0	78
Ap7:23177229-23177644	Cluster_1915	N	4	10	70
Ap7:23689027-23689443	Cluster_1916	N	62	37	27
Ap7:23860376-23860790	Cluster_1917	N	0	1	24
Ap7:24512409-24512827	Cluster_1918	N	10	30	22
Ap7:24537779-24538195	Cluster_1919	N	17	21	17
Ap7:24686297-24686712	Cluster_1920	N	2	12	22
Ap7:24706685-24707110	Cluster_1921	N	14	7	17
Ap7:24764263-24764674	Cluster_1922	N	2	0	30
Ap7:24832827-24833245	Cluster_1923	N	12	138	125
Ap7:24949848-24950968	Cluster_1924	N	156	95	104
Ap7:24953268-24953741	Cluster_1925	N	122	20	14
Ap7:25137678-25138093	Cluster_1926	N	12	11	2
Ap7:25163882-25164296	Cluster_1927	N	4	36	47
Ap7:26030640-26031055	Cluster_1928	N	2	12	18
Ap7:26097944-26098355	Cluster_1929	N	1	10	12
Ap7:26268937-26269365	Cluster_1930	N	28	4	6
Ap7:26341630-26342039	Cluster_1931	N	0	2	18
Ap7:26507734-26508150	Cluster_1932	N	0	19	13
Ap7:26658382-26658798	Cluster_1933	N	0	0	19
Ap7:26696609-26697023	Cluster_1934	N	0	2	48
Ap7:27263962-27264380	Cluster_1935	N	3	74	54
Ap7:27264481-27264897	Cluster_1936	N	0	7	19
Ap7:27270460-27270873	Cluster_1937	N	1	21	2
Ap7:27270937-27271352	Cluster_1938	N	4	3	25
Ap7:27291447-27291862	Cluster_1939	N	3	2	34
Ap7:27432514-27432930	Cluster_1940	N	1	20	0
Ap7:27628312-27628724	Cluster_1941	N	0	0	19
Ap7:27659861-27660275	Cluster_1942	N	5	0	15
Ap7:27893206-27893635	Cluster_1943	N	88	16	9
Ap7:28011660-28012075	Cluster_1944	N	2	3	24
Ap7:28031129-28031540	Cluster_1945	N	0	0	25
Ap7:28369702-28370116	Cluster_1946	N	2	9	13
Ap7:28426641-28427387	Cluster_1947	N	937	197	338
Ap7:28543383-28543891	Cluster_1948	N	283	55	100
Ap7:28556714-28557126	Cluster_1949	N	0	5	17
Ap7:28646742-28647158	Cluster_1950	N	4	17	14
Ap7:28883972-28884388	Cluster_1951	N	19	0	0
Ap7:28967162-28967593	Cluster_1952	N	33	18	8
