Coords	Name	MIRNA	ahya_1_S27_L001_R1_001_trim_condensed	ahya_2_S28_L001_R1_001_trim_condensed	ahya_3_S29_L001_R1_001_trim_condensed	ahya_4_S30_L001_R1_001_trim_condensed
chr14:10317581-10318032	Cluster_19748	N	91	12	13	55
chr14:10318390-10318819	Cluster_19749	N	66	0	45	9
chr14:10318860-10319288	Cluster_19750	N	23	0	12	6
chr14:10319353-10320799	Cluster_19751	N	1434	245	282	716
chr14:10321217-10322686	Cluster_19752	N	117	10	101	57
chr14:10324127-10324553	Cluster_19753	N	42	1	7	8
chr14:10328646-10329089	Cluster_19754	N	50	0	15	14
chr14:10330707-10331325	Cluster_19755	N	12	2	57	14
chr14:10333067-10333500	Cluster_19756	N	4	3	25	95
chr14:10341509-10341942	Cluster_19757	N	42	1	30	47
chr14:10344247-10344674	Cluster_19758	N	76	2	40	24
chr14:10344759-10345190	Cluster_19759	N	34	3	34	26
chr14:10350584-10351591	Cluster_19760	N	144	2	76	25
chr14:10352857-10353285	Cluster_19761	N	29	2	8	17
chr14:10357508-10357917	Cluster_19762	N	19	0	17	20
chr14:10358481-10359204	Cluster_19763	N	31	0	44	30
chr14:10360314-10360742	Cluster_19764	N	17	2	35	17
chr14:10361541-10361959	Cluster_19765	N	35	0	4	4
chr14:10361999-10362431	Cluster_19766	N	61	0	11	25
chr14:10366821-10367222	Cluster_19767	N	13	0	5	11
chr14:10368481-10368944	Cluster_19768	N	27	0	27	6
chr14:10369348-10369771	Cluster_19769	N	35	0	4	5
chr14:10372317-10372718	Cluster_19770	N	24	0	14	0
chr14:10373549-10373966	Cluster_19771	N	24	0	15	0
chr14:10376548-10376976	Cluster_19772	N	14	1	15	6
chr14:10379843-10380312	Cluster_19773	N	71	11	40	14
chr14:10385962-10386389	Cluster_19774	N	73	1	0	1
chr14:10392086-10392515	Cluster_19775	N	193	7	73	26
chr14:10392536-10393246	Cluster_19776	N	154	10	92	45
chr14:10393575-10394125	Cluster_19777	N	42	0	33	23
chr14:10405699-10406117	Cluster_19778	N	28	2	5	4
chr14:10409061-10409490	Cluster_19779	N	10	2	30	1
chr14:10411002-10411784	Cluster_19780	N	72	18	28	11
chr14:10412832-10413768	Cluster_19781	N	199	4	38	12
chr14:10415629-10416056	Cluster_19782	N	51	5	6	15
chr14:10423795-10424222	Cluster_19783	N	32	0	11	0
chr14:10424812-10425244	Cluster_19784	N	22	7	15	68
chr14:10426233-10426661	Cluster_19785	N	40	1	27	5
chr14:10427063-10428275	Cluster_19786	N	96	8	63	23
chr14:10430180-10430607	Cluster_19787	N	24	0	36	2
chr14:10433570-10434190	Cluster_19788	N	8	2	54	19
chr14:10438829-10439253	Cluster_19789	N	2	0	24	1
chr14:10447559-10447981	Cluster_19790	N	16	0	3	17
chr14:10448329-10448782	Cluster_19791	N	51	1	0	1
chr14:10448841-10449261	Cluster_19792	N	18	0	18	7
chr14:10451441-10451863	Cluster_19793	N	41	2	13	0
chr14:10452532-10452973	Cluster_19794	N	23	0	23	14
chr14:10454778-10455202	Cluster_19795	N	5	1	29	14
chr14:10455483-10455897	Cluster_19796	N	20	0	0	26
chr14:10460774-10461202	Cluster_19797	N	15	1	53	10
chr14:10465559-10465976	Cluster_19798	N	1	0	2	19
chr14:10478560-10478986	Cluster_19799	N	17	0	13	10
chr14:10480914-10481460	Cluster_19800	N	52	39	92	31
chr14:10481656-10482061	Cluster_19801	N	7	2	24	2
chr14:10484515-10484942	Cluster_19802	N	9	0	18	23
chr14:10490485-10490914	Cluster_19803	N	10	0	28	7
chr14:10491221-10491649	Cluster_19804	N	21	0	33	12
chr14:10495016-10495429	Cluster_19805	N	17	4	24	8
chr14:10495981-10496786	Cluster_19806	N	956	17	54	5
chr14:10497666-10498236	Cluster_19807	N	83	6	28	7
chr14:10499658-10500085	Cluster_19808	N	6	5	20	4
chr14:10510725-10511367	Cluster_19809	N	67	2	37	12
chr14:10511615-10512187	Cluster_19810	N	81	1	40	12
chr14:10525244-10525653	Cluster_19811	N	0	0	22	2
chr14:10531419-10532018	Cluster_19812	N	1	0	3	88
chr14:10535647-10536080	Cluster_19813	N	11	4	0	30
chr14:10537075-10537488	Cluster_19814	N	22	0	11	23
chr14:10538565-10538993	Cluster_19815	N	62	1	2	0
chr14:10552188-10552615	Cluster_19816	N	2	2	44	3
chr14:10554178-10554592	Cluster_19817	N	2	26	0	3
chr14:10556801-10557214	Cluster_19818	N	14	1	9	24
chr14:10563356-10563779	Cluster_19819	N	3	1	0	27
chr14:10567399-10567826	Cluster_19820	N	28	1	8	4
chr14:10570007-10570435	Cluster_19821	N	52	2	7	1
chr14:10570573-10571329	Cluster_19822	N	119	3	3	0
chr14:10571357-10571785	Cluster_19823	N	21	0	6	0
chr14:10580629-10581427	Cluster_19824	N	135	10	81	51
chr14:10581841-10582271	Cluster_19825	N	45	6	44	32
chr14:10582363-10583047	Cluster_19826	N	58	20	24	22
chr14:10584232-10584655	Cluster_19827	N	13	1	10	8
chr14:10588006-10588434	Cluster_19828	N	12	2	14	8
chr14:10602294-10602790	Cluster_19829	N	120	3	0	0
chr14:10605372-10605801	Cluster_19830	N	109	1	1	1
chr14:10615211-10615758	Cluster_19831	N	49	1	6	4
chr14:10616736-10617142	Cluster_19832	N	26	4	2	18
chr14:10628899-10629325	Cluster_19833	N	4	3	17	3
chr14:10633502-10633931	Cluster_19834	N	20	0	45	7
chr14:10643877-10644498	Cluster_19835	N	26	3	29	10
chr14:10644747-10645174	Cluster_19836	N	32	0	18	8
chr14:10646979-10647794	Cluster_19837	N	65	9	37	15
chr14:10648052-10648574	Cluster_19838	N	80	16	64	21
chr14:10649722-10650669	Cluster_19839	N	79	10	48	19
chr14:10652082-10652496	Cluster_19840	N	25	0	12	11
chr14:10653019-10653674	Cluster_19841	N	36	6	25	5
chr14:10657589-10658300	Cluster_19842	N	57	10	40	33
chr14:10665519-10665937	Cluster_19843	N	1	2	5	46
chr14:10666058-10666849	Cluster_19844	N	48	4	24	26
chr14:10667288-10667716	Cluster_19845	N	16	0	15	8
chr14:10667798-10668225	Cluster_19846	N	42	13	60	72
chr14:10669364-10670446	Cluster_19847	N	85	1	94	38
chr14:10673095-10673526	Cluster_19848	N	139	5	32	34
chr14:10673959-10674742	Cluster_19849	N	117	14	67	19
chr14:10676603-10677026	Cluster_19850	N	21	0	20	5
chr14:10687458-10687885	Cluster_19851	N	2	0	0	31
chr14:10688463-10689470	Cluster_19852	N	83	4	53	25
chr14:10689785-10690222	Cluster_19853	N	17	5	24	18
chr14:10690932-10691339	Cluster_19854	N	39	0	19	13
chr14:10694321-10695100	Cluster_19855	N	70	3	138	31
chr14:10699676-10700162	Cluster_19856	N	32	4	39	66
chr14:10700978-10701406	Cluster_19857	N	69	0	41	31
chr14:10704553-10706827	Cluster_19858	N	695	98	636	396
chr14:10713410-10713836	Cluster_19859	N	34	1	6	9
chr14:10719046-10719475	Cluster_19860	N	18	8	23	13
chr14:10720344-10721197	Cluster_19861	N	92	8	207	64
chr14:10723731-10724458	Cluster_19862	N	151	16	44	49
chr14:10724607-10725383	Cluster_19863	N	25	2	31	20
chr14:10725435-10725921	Cluster_19864	N	24	3	27	30
chr14:10726217-10726646	Cluster_19865	N	7	0	40	1
chr14:10726651-10727589	Cluster_19866	N	7	2	163	68
chr14:10728381-10728809	Cluster_19867	N	17	0	9	9
chr14:10730359-10730916	Cluster_19868	N	13	6	15	64
chr14:10731949-10732375	Cluster_19869	N	34	5	11	0
chr14:10733355-10733789	Cluster_19870	N	38	1	6	25
chr14:10735613-10736229	Cluster_19871	N	8	4	9	88
chr14:10738249-10738682	Cluster_19872	N	94	4	41	19
chr14:10744725-10745533	Cluster_19873	N	32	20	23	19
chr14:10747244-10747866	Cluster_19874	N	35	2	40	4
chr14:10749630-10750456	Cluster_19875	N	137	58	149	17
chr14:10751075-10751503	Cluster_19876	N	36	1	23	5
chr14:10773510-10773937	Cluster_19877	N	12	0	26	12
chr14:10774424-10774862	Cluster_19878	N	26	0	25	10
chr14:10775999-10776549	Cluster_19879	N	677	26	57	99
chr14:10776947-10777562	Cluster_19880	N	151	23	142	101
chr14:10778548-10778974	Cluster_19881	N	8	1	13	38
chr14:10779116-10779545	Cluster_19882	N	20	4	10	19
chr14:10779695-10780123	Cluster_19883	N	55	2	25	18
chr14:10781016-10781444	Cluster_19884	N	11	0	34	19
chr14:10783476-10784037	Cluster_19885	N	14	0	31	33
chr14:10786666-10787094	Cluster_19886	N	0	0	36	6
chr14:10787478-10787895	Cluster_19887	N	26	62	39	15
chr14:10788071-10788696	Cluster_19888	N	29	9	44	18
chr14:10789528-10789937	Cluster_19889	N	0	0	26	20
chr14:10790766-10791441	Cluster_19890	N	15	4	45	8
chr14:10792006-10792629	Cluster_19891	N	14	2	74	33
chr14:10793014-10793439	Cluster_19892	N	1	0	16	6
chr14:10794341-10794843	Cluster_19893	N	90	38	84	49
chr14:10796582-10797009	Cluster_19894	N	14	3	31	12
chr14:10798997-10799466	Cluster_19895	N	25	29	30	140
chr14:10805993-10806419	Cluster_19896	N	21	1	12	15
chr14:10806548-10807376	Cluster_19897	N	131	22	108	65
chr14:10807775-10808362	Cluster_19898	N	228	15	202	83
chr14:10808369-10808787	Cluster_19899	N	7	3	37	3
chr14:10810173-10811067	Cluster_19900	N	33	15	108	30
chr14:10818329-10818763	Cluster_19901	N	25	28	96	62
chr14:10821291-10821773	Cluster_19902	N	3	1	54	31
chr14:10822035-10822866	Cluster_19903	N	92	16	188	125
chr14:10823166-10823585	Cluster_19904	N	5	2	88	4
chr14:10827354-10827782	Cluster_19905	N	27	1	17	13
chr14:10828046-10828469	Cluster_19906	N	3	9	11	15
chr14:10828679-10829100	Cluster_19907	N	4	0	17	10
chr14:10829958-10830387	Cluster_19908	N	2	9	198	19
chr14:10830766-10831224	Cluster_19909	N	17	0	27	21
chr14:10833785-10834862	Cluster_19910	N	145	54	131	78
chr14:10835405-10835917	Cluster_19911	N	48	12	40	27
chr14:10835931-10836648	Cluster_19912	N	98	16	44	34
chr14:10848982-10849405	Cluster_19913	N	5	3	37	22
chr14:10856125-10856552	Cluster_19914	N	6	0	27	6
chr14:10857779-10858336	Cluster_19915	N	62	21	88	38
chr14:10860394-10860812	Cluster_19916	N	22	4	17	10
chr14:10863112-10863669	Cluster_19917	N	36	9	26	15
chr14:10865170-10865585	Cluster_19918	N	17	29	18	13
chr14:10865613-10866038	Cluster_19919	N	19	0	10	11
chr14:10869086-10869978	Cluster_19920	N	385	32	227	66
chr14:10871089-10871669	Cluster_19921	N	50	7	17	34
chr14:10872130-10872910	Cluster_19922	N	14	10	87	11
chr14:10873017-10873448	Cluster_19923	N	39	15	104	50
chr14:10873508-10875045	Cluster_19924	N	77	28	150	79
chr14:10875593-10876112	Cluster_19925	N	169	2	30	18
chr14:10878190-10878621	Cluster_19926	N	1	9	42	19
chr14:10879368-10879967	Cluster_19927	N	41	14	111	41
chr14:10882107-10882531	Cluster_19928	N	5	0	4	41
chr14:10890422-10890850	Cluster_19929	N	36	4	51	5
chr14:10891996-10892861	Cluster_19930	N	67	6	105	8
chr14:10892993-10893421	Cluster_19931	N	32	0	17	1
chr14:10895603-10896031	Cluster_19932	N	2	0	33	2
chr14:10897063-10897491	Cluster_19933	N	41	0	33	3
chr14:10904317-10904965	Cluster_19934	N	1	1	63	73
chr14:10907382-10907809	Cluster_19935	N	1	0	8	32
chr14:10908204-10908632	Cluster_19936	N	26	6	513	108
chr14:10909622-10910044	Cluster_19937	N	4	0	27	8
chr14:10912113-10912870	Cluster_19938	N	168	27	198	85
chr14:10912934-10913362	Cluster_19939	N	3	7	24	12
chr14:10915553-10915981	Cluster_19940	N	14	1	42	3
chr14:10917664-10918752	Cluster_19941	N	27	4	23	54
chr14:10925451-10925881	Cluster_19942	N	0	0	41	45
chr14:10926185-10926587	Cluster_19943	N	2	1	17	2
chr14:10927079-10927507	Cluster_19944	N	4	1	21	142
chr14:10929563-10929992	Cluster_19945	N	14	4	40	32
chr14:10930066-10930565	Cluster_19946	N	8	29	82	169
chr14:10932191-10932617	Cluster_19947	N	2	4	19	12
chr14:10935366-10935976	Cluster_19948	N	88	6	8	8
chr14:10939435-10940093	Cluster_19949	N	51	27	28	52
chr14:10940804-10941222	Cluster_19950	N	6	11	15	6
chr14:10941386-10941814	Cluster_19951	N	32	6	56	22
chr14:10942507-10942936	Cluster_19952	N	102	0	7	6
chr14:10943170-10943598	Cluster_19953	N	19	3	20	19
chr14:10944417-10944830	Cluster_19954	N	13	4	11	15
chr14:10945250-10945976	Cluster_19955	N	43	8	34	38
chr14:10946122-10946531	Cluster_19956	N	7	0	12	13
chr14:10948908-10949319	Cluster_19957	N	14	2	3	29
chr14:10949941-10950371	Cluster_19958	N	746	7	0	44
chr14:10953932-10954955	Cluster_19959	N	909	35	107	115
chr14:10955404-10955952	Cluster_19960	N	125	14	16	75
chr14:10964094-10964520	Cluster_19961	N	14	6	19	14
chr14:10965897-10966326	Cluster_19962	N	19	2	21	20
chr14:10966497-10966926	Cluster_19963	N	24	7	22	5
chr14:10967192-10967697	Cluster_19964	N	24	9	28	28
chr14:10972495-10972921	Cluster_19965	N	9	1	3	33
chr14:10975544-10976203	Cluster_19966	N	15	1	21	28
chr14:10985445-10985873	Cluster_19967	N	3	1	4	35
chr14:10987108-10987936	Cluster_19968	N	70	15	29	182
chr14:10988068-10988672	Cluster_19969	N	44	12	25	83
chr14:10989287-10990071	Cluster_19970	N	34	3	36	29
chr14:10990869-10991295	Cluster_19971	N	21	0	30	13
chr14:10997266-10997960	Cluster_19972	N	42	6	22	38
chr14:10998630-10999060	Cluster_19973	N	13	9	26	27
chr14:11000737-11001575	Cluster_19974	N	40	9	24	66
chr14:11002525-11002958	Cluster_19975	N	23	6	50	12
chr14:11003705-11004128	Cluster_19976	N	1	0	15	12
chr14:11004754-11005182	Cluster_19977	N	17	2	21	22
chr14:11007251-11007673	Cluster_19978	N	12	0	36	14
chr14:11008354-11008783	Cluster_19979	N	8	0	21	13
chr14:11015735-11016155	Cluster_19980	N	20	5	52	4
chr14:11017733-11018420	Cluster_19981	N	1190	85	1453	324
chr14:11018660-11019086	Cluster_19982	N	12	1	15	17
chr14:11019517-11019940	Cluster_19983	N	7	0	22	2
chr14:11020475-11020902	Cluster_19984	N	65	11	8	7
chr14:11021344-11021754	Cluster_19985	N	19	0	32	9
chr14:11023237-11023665	Cluster_19986	N	12	5	21	5
chr14:11025377-11025805	Cluster_19987	N	13	2	22	5
chr14:11029501-11030316	Cluster_19988	N	79	14	113	45
chr14:11032265-11032692	Cluster_19989	N	22	5	26	6
chr14:11034131-11034559	Cluster_19990	N	26	5	22	26
chr14:11038463-11038891	Cluster_19991	N	22	7	19	25
chr14:11039757-11040186	Cluster_19992	N	20	0	77	20
chr14:11040208-11041107	Cluster_19993	N	40	10	50	30
chr14:11042345-11042773	Cluster_19994	N	16	0	25	5
chr14:11043440-11043858	Cluster_19995	N	12	2	16	1
chr14:11043948-11044693	Cluster_19996	N	59	24	86	28
chr14:11046295-11046713	Cluster_19997	N	8	3	22	36
chr14:11046879-11047308	Cluster_19998	N	21	3	42	6
chr14:11047512-11047940	Cluster_19999	N	9	3	19	3
chr14:11051107-11051536	Cluster_20000	N	13	0	16	23
chr14:11052582-11053013	Cluster_20001	N	30	3	26	10
chr14:11053657-11054084	Cluster_20002	N	0	0	82	1
chr14:11058242-11058728	Cluster_20003	N	81	12	7	73
chr14:11059738-11060233	Cluster_20004	N	2	16	1	83
chr14:11062441-11062914	Cluster_20005	N	13	12	23	7
chr14:11063409-11064491	Cluster_20006	N	191	56	121	187
chr14:11064652-11065951	Cluster_20007	N	139	25	65	68
chr14:11066577-11067308	Cluster_20008	N	43	23	39	62
chr14:11071442-11071871	Cluster_20009	N	23	9	18	14
chr14:11071960-11072388	Cluster_20010	N	13	6	22	14
chr14:11079631-11080168	Cluster_20011	N	11	9	28	22
chr14:11080233-11080795	Cluster_20012	N	35	10	75	36
chr14:11081016-11081486	Cluster_20013	N	41	86	28	5
chr14:11081569-11082199	Cluster_20014	N	21	10	25	18
chr14:11083104-11083667	Cluster_20015	N	36	11	19	9
chr14:11083862-11084291	Cluster_20016	N	39	4	77	43
chr14:11084619-11085047	Cluster_20017	N	3	10	21	0
chr14:11086337-11086759	Cluster_20018	N	12	3	24	7
chr14:11086854-11087692	Cluster_20019	N	47	4	56	34
chr14:11088226-11088653	Cluster_20020	N	1	29	7	9
chr14:11088662-11089500	Cluster_20021	N	39	13	69	28
chr14:11091145-11091675	Cluster_20022	N	33	5	31	12
chr14:11093605-11094253	Cluster_20023	N	28	4	23	17
chr14:11094350-11095028	Cluster_20024	N	41	0	25	41
chr14:11096988-11097991	Cluster_20025	N	67	13	85	29
chr14:11098045-11099309	Cluster_20026	N	199	34	325	288
chr14:11100379-11100951	Cluster_20027	N	51	12	22	20
chr14:11101021-11101618	Cluster_20028	N	22	2	15	48
chr14:11101938-11102363	Cluster_20029	N	10	0	27	3
chr14:11102377-11102785	Cluster_20030	N	7	3	35	9
chr14:11103243-11104294	Cluster_20031	N	119	26	151	14
chr14:11106055-11106552	Cluster_20032	N	19	4	29	4
chr14:11107347-11108226	Cluster_20033	N	59	5	393	87
chr14:11143875-11144291	Cluster_20034	N	5	0	56	11
chr14:11189074-11189500	Cluster_20035	N	13	1	3	3
chr14:11298679-11299095	Cluster_20036	N	58	21	6	5
chr14:11343698-11344126	Cluster_20037	N	7	0	17	5
chr14:11363655-11364084	Cluster_20038	N	7	7	55	11
chr14:11400573-11401001	Cluster_20039	N	3	0	33	2
chr14:11416565-11416993	Cluster_20040	N	22	2	8	10
chr14:11454632-11455061	Cluster_20041	N	40	7	31	4
chr14:11471940-11472367	Cluster_20042	N	0	0	74	9
chr14:11476423-11476851	Cluster_20043	N	31	4	0	1
chr14:11509985-11510412	Cluster_20044	N	5	1	97	9
chr14:11511052-11511480	Cluster_20045	N	57	8	2	4
chr14:11517813-11518229	Cluster_20046	N	14	6	9	10
chr14:11523809-11524238	Cluster_20047	N	12	15	91	57
chr14:11524382-11524893	Cluster_20048	N	16	2	24	38
chr14:11531419-11531838	Cluster_20049	N	18	8	34	2
chr14:11534563-11534989	Cluster_20050	N	12	0	14	4
chr14:11549380-11549810	Cluster_20051	N	19	14	66	9
chr14:11552330-11552757	Cluster_20052	N	19	4	40	2
chr14:11558650-11559079	Cluster_20053	N	41	1	5	0
chr14:11560732-11561159	Cluster_20054	N	2	1	26	2
chr14:11561569-11561983	Cluster_20055	N	25	1	0	0
chr14:11579586-11580001	Cluster_20056	N	2	3	0	16
chr14:11599530-11599954	Cluster_20057	N	4	1	17	1
chr14:11663334-11663767	Cluster_20058	N	59	11	9	118
chr14:11690039-11690466	Cluster_20059	N	5	0	16	7
chr14:11749995-11750841	Cluster_20060	N	67	52	123	88
chr14:11751627-11752123	Cluster_20061	N	38	22	68	90
chr14:11758993-11759836	Cluster_20062	N	42	40	91	128
chr14:11766106-11766584	Cluster_20063	N	10	22	45	43
chr14:11767370-11768215	Cluster_20064	N	56	43	115	127
chr14:11769002-11769498	Cluster_20065	N	45	17	68	83
chr14:11770826-11771335	Cluster_20066	N	49	2	419	384
chr14:11772390-11772822	Cluster_20067	N	0	7	25	17
chr14:11773609-11774454	Cluster_20068	N	49	39	102	123
chr14:11775255-11776082	Cluster_20069	N	24	28	86	103
chr14:11776866-11777712	Cluster_20070	N	78	45	129	98
chr14:11779896-11780662	Cluster_20071	N	23	27	69	71
chr14:11780986-11782295	Cluster_20072	N	2100	43	626	1235
chr14:11783257-11783687	Cluster_20073	N	16	10	0	29
chr14:11783910-11784329	Cluster_20074	N	25	6	10	20
chr14:11785357-11786179	Cluster_20075	N	65	15	63	80
chr14:11786967-11787813	Cluster_20076	N	67	47	125	104
chr14:11788599-11789444	Cluster_20077	N	61	37	123	127
chr14:11789766-11790195	Cluster_20078	N	9	13	4	12
chr14:11795940-11796418	Cluster_20079	N	10	20	43	48
chr14:11797204-11798049	Cluster_20080	N	51	41	111	124
chr14:11799282-11799701	Cluster_20081	N	4	2	27	2
chr14:11800352-11800771	Cluster_20082	N	41	7	15	11
chr14:11802038-11802468	Cluster_20083	N	1	5	17	11
chr14:11803450-11804099	Cluster_20084	N	58	14	48	50
chr14:11804890-11805732	Cluster_20085	N	67	33	116	80
chr14:11806519-11807365	Cluster_20086	N	77	43	120	114
chr14:11808152-11808646	Cluster_20087	N	30	14	59	70
chr14:11820035-11820465	Cluster_20088	N	1	5	19	11
chr14:11820789-11821216	Cluster_20089	N	9	12	3	17
chr14:11827128-11828010	Cluster_20090	N	22	26	453	68
chr14:11834133-11834622	Cluster_20091	N	28	13	47	65
chr14:11835291-11835721	Cluster_20092	N	14	10	1	33
chr14:11838067-11838556	Cluster_20093	N	19	13	50	54
chr14:11839709-11840141	Cluster_20094	N	3	12	31	14
chr14:11843255-11844090	Cluster_20095	N	34	36	92	103
chr14:11850415-11851250	Cluster_20096	N	36	37	90	108
chr14:11851553-11851969	Cluster_20097	N	9	7	3	12
chr14:11857367-11858208	Cluster_20098	N	37	34	107	112
chr14:11858530-11858960	Cluster_20099	N	10	12	4	26
chr14:11864482-11865324	Cluster_20100	N	54	29	92	84
chr14:11865624-11866091	Cluster_20101	N	21	12	17	50
chr14:11866094-11866706	Cluster_20102	N	52	16	42	66
chr14:11867197-11867625	Cluster_20103	N	3	0	25	20
chr14:11869595-11870132	Cluster_20104	N	4	12	43	8
chr14:11871276-11871704	Cluster_20105	N	0	0	29	0
chr14:11872241-11872671	Cluster_20106	N	0	5	12	12
chr14:11876699-11877126	Cluster_20107	N	0	0	69	20
chr14:11878616-11879268	Cluster_20108	N	92	5	359	25
chr14:11885206-11885828	Cluster_20109	N	317	8	13	26
chr14:11890821-11891240	Cluster_20110	N	34	7	0	15
chr14:11898679-11899294	Cluster_20111	N	37	3	5	194
chr14:11903176-11903604	Cluster_20112	N	2	25	390	71
chr14:11916737-11917169	Cluster_20113	N	0	10	27	14
chr14:11922881-11923297	Cluster_20114	N	12	4	11	5
chr14:11924332-11924743	Cluster_20115	N	4	0	9	7
chr14:11926990-11927397	Cluster_20116	N	0	3	23	16
chr14:11935763-11936599	Cluster_20117	N	14	19	43	121
chr14:11936846-11937378	Cluster_20118	N	18	15	479	34
chr14:11942171-11943432	Cluster_20119	N	14	10	53	228
chr14:11943749-11944274	Cluster_20120	N	12	9	71	33
chr14:11945454-11945870	Cluster_20121	N	5	17	6	3
chr14:11957130-11957592	Cluster_20122	N	126	6	0	0
chr14:11962411-11963029	Cluster_20123	N	418	143	32	6
chr14:11963818-11964247	Cluster_20124	N	22	5	24	13
chr14:11968668-11969094	Cluster_20125	N	2	10	13	12
chr14:11970113-11970531	Cluster_20126	N	42	2	7	0
chr14:11970611-11971039	Cluster_20127	N	25	0	19	0
chr14:11972636-11973066	Cluster_20128	N	31	1	29	8
chr14:11982292-11982708	Cluster_20129	N	29	4	19	7
chr14:11983293-11983715	Cluster_20130	N	47	6	3	41
chr14:11984234-11984661	Cluster_20131	N	19	6	1	9
chr14:11986245-11986662	Cluster_20132	N	27	8	9	26
chr14:11987091-11988175	Cluster_20133	N	77	22	55	76
chr14:11993200-11993719	Cluster_20134	N	88	2	580	248
chr14:11994736-11995166	Cluster_20135	N	20	12	30	10
chr14:11996247-11996676	Cluster_20136	N	77	1	12	13
chr14:11999068-11999493	Cluster_20137	N	0	49	5	6
chr14:11999734-12000323	Cluster_20138	N	7	2	68	180
chr14:12002181-12002726	Cluster_20139	N	201	14	31	18
chr14:12003053-12003519	Cluster_20140	N	14	6	1	499
chr14:12004757-12005185	Cluster_20141	N	60	7	23	0
chr14:12007146-12007550	Cluster_20142	N	14	1	2	11
chr14:12029822-12030242	Cluster_20143	N	11	7	12	5
chr14:12034315-12034735	Cluster_20144	N	11	5	10	4
chr14:12038044-12038468	Cluster_20145	N	16	0	9	6
chr14:12044582-12045074	Cluster_20146	N	43	3	0	7
chr14:12045219-12045645	Cluster_20147	N	16	0	11	5
chr14:12046792-12047212	Cluster_20148	N	13	5	10	4
chr14:12053697-12054126	Cluster_20149	N	45	1	3	1
chr14:12059834-12060512	Cluster_20150	N	20	12	52	12
chr14:12062714-12063172	Cluster_20151	N	4	7	29	140
chr14:12068170-12069029	Cluster_20152	N	37	16	179	135
chr14:12069493-12069942	Cluster_20153	N	22	4	0	90
chr14:12082776-12083204	Cluster_20154	N	30	1	4	1
chr14:12086587-12087014	Cluster_20155	N	123	1	0	0
chr14:12093133-12093537	Cluster_20156	N	58	1	1	0
chr14:12093638-12094301	Cluster_20157	N	140	1	1	8
chr14:12094461-12094888	Cluster_20158	N	47	0	0	0
chr14:12109577-12110006	Cluster_20159	N	55	0	2	13
chr14:12111775-12112204	Cluster_20160	N	0	1	61	5
chr14:12112843-12113273	Cluster_20161	N	14	1	78	4
chr14:12117270-12117698	Cluster_20162	N	45	10	0	7
chr14:12118143-12118573	Cluster_20163	N	44	6	1	0
chr14:12122168-12122595	Cluster_20164	N	11	0	0	14
chr14:12125266-12125899	Cluster_20165	N	71	2	33	14
chr14:12126752-12127167	Cluster_20166	N	10	1	6	9
chr14:12127770-12128198	Cluster_20167	N	19	1	39	1
chr14:12128809-12129284	Cluster_20168	N	13	5	55	11
chr14:12130419-12130847	Cluster_20169	N	38	1	23	2
chr14:12131805-12132616	Cluster_20170	N	131	6	122	4
chr14:12134283-12134710	Cluster_20171	N	22	1	21	12
chr14:12140664-12141299	Cluster_20172	N	67	4	2	12
chr14:12141821-12142328	Cluster_20173	N	60	9	0	6
chr14:12147566-12148350	Cluster_20174	N	22	6	23	37
chr14:12148914-12149342	Cluster_20175	N	27	13	16	14
chr14:12149587-12150015	Cluster_20176	N	26	4	3	5
chr14:12152458-12153103	Cluster_20177	N	58	25	10	43
chr14:12153216-12153631	Cluster_20178	N	10	1	4	14
chr14:12162566-12163147	Cluster_20179	N	100	0	2	0
chr14:12164648-12165076	Cluster_20180	N	95	7	0	1
chr14:12172939-12173476	Cluster_20181	N	41	0	44	63
chr14:12174777-12175998	Cluster_20182	N	257	31	206	114
chr14:12176116-12177140	Cluster_20183	N	154	24	127	93
chr14:12177165-12177593	Cluster_20184	N	17	6	37	4
chr14:12177633-12178383	Cluster_20185	N	184	100	331	135
chr14:12178856-12179283	Cluster_20186	N	36	1	18	9
chr14:12179850-12180278	Cluster_20187	N	9	0	22	9
chr14:12184088-12185314	Cluster_20188	N	173	13	17	44
chr14:12185375-12185912	Cluster_20189	N	81	25	92	25
chr14:12186111-12188126	Cluster_20190	N	815	31	408	168
chr14:12188265-12188775	Cluster_20191	N	784	41	2	1
chr14:12195100-12195529	Cluster_20192	N	17	1	0	47
chr14:12203509-12203961	Cluster_20193	N	40	31	1	0
chr14:12203976-12204404	Cluster_20194	N	23	0	0	24
chr14:12206668-12207087	Cluster_20195	N	43	1	0	0
chr14:12209181-12209610	Cluster_20196	N	60	0	2	0
chr14:12210852-12211266	Cluster_20197	N	19	9	0	0
chr14:12211806-12212247	Cluster_20198	N	4	66	5	12
chr14:12212722-12213382	Cluster_20199	N	97	5	29	5
chr14:12219322-12219796	Cluster_20200	N	81	115	109	0
chr14:12224802-12225252	Cluster_20201	N	1	0	518	0
chr14:12226377-12227184	Cluster_20202	N	118	5	130	50
chr14:12228269-12228697	Cluster_20203	N	61	4	45	12
chr14:12228848-12229762	Cluster_20204	N	73	215	8	63
chr14:12234981-12235404	Cluster_20205	N	28	1	1	0
chr14:12241520-12242239	Cluster_20206	N	1330	203	68	76
chr14:12247956-12248380	Cluster_20207	N	17	2	29	0
chr14:12249749-12250455	Cluster_20208	N	85	0	392	177
chr14:12252512-12252938	Cluster_20209	N	109	2	2	0
