"","miRNA","three_UTR","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","gene_name"
"1306","Cluster_2518","3prime_UTR::chr1:19842884-19843884(+)",154,-21.01,"2 24","357 382",23,"65.22%","69.57%","NV2t002187002.1"
"1309","Cluster_2518","3prime_UTR::chr1:3042942-3043942(+)",160,-20.09,"2 20","263 287",19,"78.95%","84.21%","NV2t000301001.1"
"1310","Cluster_2518","3prime_UTR::chr1:4246937-4247937(+)",149,-21.27,"2 17","509 531",15,"73.33%","86.67%","NV2t000443001.1"
"1311","Cluster_2518","3prime_UTR::chr2:13525843-13526843(+)",164,-26.89,"2 23","12 38",23,"73.91%","78.26%","NV2t012181001.1"
"1312","Cluster_2518","3prime_UTR::chr2:17839886-17840886(+)",151,-20.31,"2 21","699 729",25,"64.00%","68.00%","NV2t012672001.1"
"1313","Cluster_2518","3prime_UTR::chr2:18574164-18575117(-)",187,-28.42,"2 24","920 944",22,"81.82%","86.36%","NV2t012770001.1"
"1314","Cluster_2518","3prime_UTR::chr2:19359526-19360526(+)",153,-22.33,"2 24","219 249",28,"64.29%","67.86%","NV2t012860001.1"
"1315","Cluster_2518","3prime_UTR::chr2:19811651-19812651(-)",158,-20.06,"2 24","631 656",23,"65.22%","73.91%","NV2t012912001.1"
"1316","Cluster_2518","3prime_UTR::chr2:2609694-2610368(-)",157,-22.25,"2 23","32 57",22,"63.64%","77.27%","NV2t010900001.1"
"1317","Cluster_2518","3prime_UTR::chr2:4185150-4186150(+)",155,-24.78,"2 24","357 379",22,"72.73%","72.73%","NV2t011088001.1"
"1318","Cluster_2518","3prime_UTR::chr2:5609967-5610967(+)",156,-22.33,"2 23","933 961",25,"68.00%","72.00%","NV2t011273001.1"
"1319","Cluster_2518","3prime_UTR::chr2:7574895-7575891(+)",165,-23.83,"2 23","6 32",23,"69.57%","78.26%","NV2t011492001.1"
"1320","Cluster_2518","3prime_UTR::chr2:9099086-9099912(-)",155,-20.19,"2 16","351 375",14,"78.57%","85.71%","NV2t011670001.1"
"1321","Cluster_2518","3prime_UTR::chr2:9099086-9099912(-)",155,-20.19,"2 16","351 375",14,"78.57%","85.71%","NV2t011670002.1"
"1322","Cluster_2518","3prime_UTR::chr2:9099086-9099912(-)",155,-20.19,"2 16","351 375",14,"78.57%","85.71%","NV2t011670003.1"
"1323","Cluster_2518","3prime_UTR::chr2:9099086-9099912(-)",155,-20.19,"2 16","351 375",14,"78.57%","85.71%","NV2t011670004.1"
"1324","Cluster_2518","3prime_UTR::chr2:9099086-9099912(-)",155,-20.19,"2 16","351 375",14,"78.57%","85.71%","NV2t011670005.1"
"1325","Cluster_2518","3prime_UTR::chr2:9099086-9099912(-)",155,-20.19,"2 16","351 375",14,"78.57%","85.71%","NV2t011670006.1"
"1356","Cluster_2518","3prime_UTR::chr3:13124600-13125600(+)",148,-24.46,"2 24","498 525",25,"64.00%","72.00%","NV2t014512001.1"
"1357","Cluster_2518","3prime_UTR::chr3:13124600-13125600(+)",156,-22.58,"2 21","469 492",20,"75.00%","80.00%","NV2t014512001.1"
"1358","Cluster_2518","3prime_UTR::chr3:18600774-18601774(+)",161,-20.04,"2 20","97 120",18,"77.78%","83.33%","NV2t015131001.1"
"1359","Cluster_2518","3prime_UTR::chr3:19293763-19294668(+)",159,-21.56,"2 20","299 323",18,"72.22%","77.78%","NV2t015193001.1"
"1360","Cluster_2518","3prime_UTR::chr3:19293763-19294668(+)",159,-21.56,"2 20","299 323",18,"72.22%","77.78%","NV2t015193002.1"
"1363","Cluster_2518","3prime_UTR::chr3:2512026-2513026(-)",157,-23.12,"2 24","76 103",25,"68.00%","72.00%","NV2t013331001.1"
"1364","Cluster_2518","3prime_UTR::chr3:7526052-7527052(+)",149,-22.61,"2 24","790 818",26,"65.38%","65.38%","NV2t013908001.1"
"1365","Cluster_2518","3prime_UTR::chr3:9567500-9568500(-)",152,-20.29,"2 15","767 790",13,"84.62%","92.31%","NV2t014149001.1"
"1366","Cluster_2518","3prime_UTR::chr3:9710037-9711037(-)",163,-25,"2 24","200 222",22,"72.73%","81.82%","NV2t014166001.1"
"1367","Cluster_2518","3prime_UTR::chr3:9710037-9711037(-)",163,-25,"2 24","200 222",22,"72.73%","81.82%","NV2t014166002.1"
"1370","Cluster_2518","3prime_UTR::chr4:5499458-5500458(+)",148,-22.63,"2 20","173 197",19,"68.42%","78.95%","NV2t015834001.1"
"1371","Cluster_2518","3prime_UTR::chr4:7182326-7183261(+)",155,-20.29,"2 21","239 264",20,"70.00%","75.00%","NV2t016026001.1"
"1372","Cluster_2518","3prime_UTR::chr4:8817516-8817700(-)",157,-28.55,"2 24","121 147",24,"70.83%","70.83%","NV2t016212001.1"
"1373","Cluster_2518","3prime_UTR::chr4:8817516-8817700(-)",157,-28.55,"2 24","98 124",24,"70.83%","70.83%","NV2t016212001.1"
"1374","Cluster_2518","3prime_UTR::chr5:17101887-17102382(-)",146,-20.79,"2 24","182 211",27,"59.26%","62.96%","NV2t019258001.1"
"1375","Cluster_2518","3prime_UTR::chr5:1714375-1715348(-)",162,-27.18,"2 23","585 609",21,"66.67%","76.19%","NV2t017516001.1"
"1376","Cluster_2518","3prime_UTR::chr5:2026612-2027612(+)",145,-22.73,"2 10","839 863",8,"100.00%","100.00%","NV2t017552001.1"
"1377","Cluster_2518","3prime_UTR::chr5:2026612-2027612(+)",145,-22.73,"2 10","839 863",8,"100.00%","100.00%","NV2t017552002.1"
"1380","Cluster_2518","3prime_UTR::chr5:4458147-4458932(+)",162,-20.52,"2 23","264 286",21,"76.19%","80.95%","NV2t017831001.1"
"1381","Cluster_2518","3prime_UTR::chr5:4462841-4463626(+)",162,-20.52,"2 23","264 286",21,"76.19%","80.95%","NV2t017833001.1"
"1382","Cluster_2518","3prime_UTR::chr5:4467535-4468278(+)",162,-20.52,"2 23","264 286",21,"76.19%","80.95%","NV2t017834001.1"
"1383","Cluster_2518","3prime_UTR::chr5:5308557-5308900(+)",153,-24.74,"2 24","129 156",25,"64.00%","72.00%","NV2t017929001.1"
"1384","Cluster_2518","3prime_UTR::chr5:5308557-5308900(+)",153,-24.74,"2 24","129 156",25,"64.00%","72.00%","NV2t017929002.1"
"1385","Cluster_2518","3prime_UTR::chr5:5308557-5308900(+)",153,-24.74,"2 24","129 156",25,"64.00%","72.00%","NV2t017929003.1"
"1386","Cluster_2518","3prime_UTR::chr5:5308557-5308900(+)",153,-24.74,"2 24","129 156",25,"64.00%","72.00%","NV2t017929004.1"
"1399","Cluster_2518","3prime_UTR::chr5:6555174-6556174(-)",166,-24.51,"2 20","627 652",19,"78.95%","84.21%","NV2t018086001.1"
"1400","Cluster_2518","3prime_UTR::chr5:6555230-6556174(-)",166,-24.51,"2 20","627 652",19,"78.95%","84.21%","NV2t018086002.1"
"1401","Cluster_2518","3prime_UTR::chr5:9769671-9770671(-)",149,-20.63,"2 23","278 299",21,"71.43%","71.43%","NV2t018485001.1"
"1402","Cluster_2518","3prime_UTR::chr6:16519106-16520039(+)",142,-22.99,"2 16","439 465",16,"68.75%","75.00%","NV2t021100001.1"
"1403","Cluster_2518","3prime_UTR::chr6:210854-211854(+)",150,-21.45,"2 24","447 472",23,"60.87%","69.57%","NV2t019316002.1"
"1404","Cluster_2518","3prime_UTR::chr6:210854-211854(+)",150,-21.45,"2 24","447 472",23,"60.87%","69.57%","NV2t019316003.1"
"1407","Cluster_2518","3prime_UTR::chr6:4320022-4320501(-)",156,-21.69,"2 19","450 473",17,"76.47%","82.35%","NV2t019735001.1"
"1408","Cluster_2518","3prime_UTR::chr6:8074474-8075474(-)",156,-20.23,"2 21","563 585",19,"78.95%","78.95%","NV2t020124001.1"
"1409","Cluster_2518","3prime_UTR::chr6:8074474-8075474(-)",156,-20.23,"2 21","563 585",19,"78.95%","78.95%","NV2t020124002.1"
"1412","Cluster_2518","3prime_UTR::chr6:8074475-8075474(-)",156,-20.23,"2 21","563 585",19,"78.95%","78.95%","NV2t020124003.1"
"1413","Cluster_2518","3prime_UTR::chr6:8074476-8075474(-)",156,-20.23,"2 21","563 585",19,"78.95%","78.95%","NV2t020124004.1"
"1414","Cluster_2518","3prime_UTR::chr6:8074476-8075474(-)",156,-20.23,"2 21","563 585",19,"78.95%","78.95%","NV2t020124005.1"
"1417","Cluster_2518","3prime_UTR::chr7:10509748-10510748(+)",157,-21.64,"2 14","121 145",12,"91.67%","91.67%","NV2t022157001.1"
"1418","Cluster_2518","3prime_UTR::chr7:11793374-11794187(-)",147,-25.65,"2 12","782 806",10,"90.00%","90.00%","NV2t022292001.1"
"1419","Cluster_2518","3prime_UTR::chr7:12117719-12117881(-)",157,-26.24,"2 24","132 159",25,"68.00%","72.00%","NV2t022324001.1"
"1420","Cluster_2518","3prime_UTR::chr7:12117719-12117881(-)",157,-26.24,"2 24","132 159",25,"68.00%","72.00%","NV2t022324002.1"
"1421","Cluster_2518","3prime_UTR::chr7:12117719-12117881(-)",157,-26.24,"2 24","132 159",25,"68.00%","72.00%","NV2t022324003.1"
"1428","Cluster_2518","3prime_UTR::chr7:12622980-12623980(+)",156,-24.95,"2 22","164 190",22,"68.18%","72.73%","NV2t022386001.1"
"1429","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","680 707",24,"75.00%","79.17%","NV2t022478001.1"
"1430","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","680 707",24,"75.00%","79.17%","NV2t022478002.1"
"1431","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","680 707",24,"75.00%","79.17%","NV2t022478003.1"
"1432","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","680 707",24,"75.00%","79.17%","NV2t022478004.1"
"1433","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","680 707",24,"75.00%","79.17%","NV2t022478005.1"
"1434","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","680 707",24,"75.00%","79.17%","NV2t022478006.1"
"1435","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","680 707",24,"75.00%","79.17%","NV2t022478007.1"
"1436","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","680 707",24,"75.00%","79.17%","NV2t022478008.1"
"1437","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","680 707",24,"75.00%","79.17%","NV2t022478010.1"
"1438","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","680 707",24,"75.00%","79.17%","NV2t022478011.1"
"1529","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","719 746",24,"75.00%","79.17%","NV2t022478001.1"
"1530","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","719 746",24,"75.00%","79.17%","NV2t022478002.1"
"1531","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","719 746",24,"75.00%","79.17%","NV2t022478003.1"
"1532","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","719 746",24,"75.00%","79.17%","NV2t022478004.1"
"1533","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","719 746",24,"75.00%","79.17%","NV2t022478005.1"
"1534","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","719 746",24,"75.00%","79.17%","NV2t022478006.1"
"1535","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","719 746",24,"75.00%","79.17%","NV2t022478007.1"
"1536","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","719 746",24,"75.00%","79.17%","NV2t022478008.1"
"1537","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","719 746",24,"75.00%","79.17%","NV2t022478010.1"
"1538","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","719 746",24,"75.00%","79.17%","NV2t022478011.1"
"1629","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","758 785",24,"75.00%","79.17%","NV2t022478001.1"
"1630","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","758 785",24,"75.00%","79.17%","NV2t022478002.1"
"1631","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","758 785",24,"75.00%","79.17%","NV2t022478003.1"
"1632","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","758 785",24,"75.00%","79.17%","NV2t022478004.1"
"1633","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","758 785",24,"75.00%","79.17%","NV2t022478005.1"
"1634","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","758 785",24,"75.00%","79.17%","NV2t022478006.1"
"1635","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","758 785",24,"75.00%","79.17%","NV2t022478007.1"
"1636","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","758 785",24,"75.00%","79.17%","NV2t022478008.1"
"1637","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","758 785",24,"75.00%","79.17%","NV2t022478010.1"
"1638","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-24.17,"2 23","758 785",24,"75.00%","79.17%","NV2t022478011.1"
"1729","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-28.42,"2 23","641 668",24,"70.83%","83.33%","NV2t022478001.1"
"1730","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-28.42,"2 23","641 668",24,"70.83%","83.33%","NV2t022478002.1"
"1731","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-28.42,"2 23","641 668",24,"70.83%","83.33%","NV2t022478003.1"
"1732","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-28.42,"2 23","641 668",24,"70.83%","83.33%","NV2t022478004.1"
"1733","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-28.42,"2 23","641 668",24,"70.83%","83.33%","NV2t022478005.1"
"1734","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-28.42,"2 23","641 668",24,"70.83%","83.33%","NV2t022478006.1"
"1735","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-28.42,"2 23","641 668",24,"70.83%","83.33%","NV2t022478007.1"
"1736","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-28.42,"2 23","641 668",24,"70.83%","83.33%","NV2t022478008.1"
"1737","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-28.42,"2 23","641 668",24,"70.83%","83.33%","NV2t022478010.1"
"1738","Cluster_2518","3prime_UTR::chr7:13473494-13474494(+)",168,-28.42,"2 23","641 668",24,"70.83%","83.33%","NV2t022478011.1"
"1829","Cluster_2518","3prime_UTR::chr7:14234732-14235694(+)",156,-20.93,"2 23","719 741",22,"77.27%","77.27%","NV2t022571002.1"
"1830","Cluster_2518","3prime_UTR::chr7:14234732-14235694(+)",156,-20.93,"2 23","719 741",22,"77.27%","77.27%","NV2t022571004.1"
"1833","Cluster_2518","3prime_UTR::chr7:14899042-14900042(-)",168,-24.24,"2 24","372 396",23,"78.26%","78.26%","NV2t022637001.1"
"1834","Cluster_2518","3prime_UTR::chr7:15530405-15531405(-)",165,-24.28,"2 23","871 897",23,"69.57%","78.26%","NV2t022694001.1"
"1835","Cluster_2518","3prime_UTR::chr7:15530407-15531405(-)",165,-24.28,"2 23","871 897",23,"69.57%","78.26%","NV2t022694002.1"
"1836","Cluster_2518","3prime_UTR::chr7:15530408-15531405(-)",165,-24.28,"2 23","871 897",23,"69.57%","78.26%","NV2t022694003.1"
"1837","Cluster_2518","3prime_UTR::chr7:15530408-15531405(-)",165,-24.28,"2 23","871 897",23,"69.57%","78.26%","NV2t022694004.1"
"1840","Cluster_2518","3prime_UTR::chr7:3277932-3278932(+)",155,-21.54,"2 24","113 137",22,"63.64%","68.18%","NV2t021394001.1"
"1841","Cluster_2518","3prime_UTR::chr7:3277932-3278932(+)",155,-21.54,"2 24","113 137",22,"63.64%","68.18%","NV2t021394002.1"
"1844","Cluster_2518","3prime_UTR::chr7:3609932-3610932(-)",144,-20.39,"2 24","760 782",22,"63.64%","63.64%","NV2t021423001.1"
"1845","Cluster_2518","3prime_UTR::chr7:3609932-3610932(-)",144,-20.39,"2 24","760 782",22,"63.64%","63.64%","NV2t021423002.1"
"1846","Cluster_2518","3prime_UTR::chr7:3609932-3610932(-)",144,-20.39,"2 24","760 782",22,"63.64%","63.64%","NV2t021423003.1"
"1853","Cluster_2518","3prime_UTR::chr7:4943082-4944082(-)",160,-22.8,"2 21","539 561",19,"78.95%","84.21%","NV2t021554001.1"
"1854","Cluster_2518","3prime_UTR::chr7:7525396-7526396(+)",157,-20.44,"2 23","94 120",23,"65.22%","73.91%","NV2t021816001.1"
"1855","Cluster_2518","3prime_UTR::chr8:10519359-10520359(+)",148,-20.72,"2 17","807 831",15,"73.33%","73.33%","NV2t023748001.1"
"1856","Cluster_2518","3prime_UTR::chr8:13026238-13027238(+)",150,-21.63,"2 23","215 239",21,"61.90%","66.67%","NV2t024003001.1"
"1857","Cluster_2518","3prime_UTR::chr8:2030472-2031472(+)",161,-25.94,"2 22","755 779",20,"70.00%","75.00%","NV2t022940001.1"
"1858","Cluster_2518","3prime_UTR::chr8:2030472-2031472(+)",161,-25.94,"2 22","755 779",20,"70.00%","75.00%","NV2t022940002.1"
"1861","Cluster_2518","3prime_UTR::chr8:2207604-2208604(-)",153,-20.45,"2 19","813 838",18,"72.22%","77.78%","NV2t022954001.1"
"1862","Cluster_2518","3prime_UTR::chr8:3701587-3702587(-)",144,-20.03,"2 17","82 106",15,"66.67%","73.33%","NV2t023073001.1"
"1863","Cluster_2518","3prime_UTR::chr8:5186831-5187831(+)",146,-21.5,"2 24","127 152",23,"60.87%","65.22%","NV2t023197001.1"
"1864","Cluster_2518","3prime_UTR::chr8:8012891-8013891(-)",163,-23.22,"2 18","231 254",16,"87.50%","87.50%","NV2t023484001.1"
"1865","Cluster_2518","3prime_UTR::chr8:9881304-9882304(-)",157,-20.02,"2 16","142 165",14,"85.71%","92.86%","NV2t023694001.1"
"1866","Cluster_2518","3prime_UTR::chr8:9881304-9882304(-)",157,-20.02,"2 16","142 165",14,"85.71%","92.86%","NV2t023694002.1"
"1869","Cluster_2518","3prime_UTR::chr8:9881455-9882304(-)",157,-20.02,"2 16","142 165",14,"85.71%","92.86%","NV2t023694004.1"
"1870","Cluster_2518","3prime_UTR::chr8:9881455-9882304(-)",157,-20.02,"2 16","142 165",14,"85.71%","92.86%","NV2t023694005.1"
"1871","Cluster_2518","3prime_UTR::chr8:9881455-9882304(-)",157,-20.02,"2 16","142 165",14,"85.71%","92.86%","NV2t023694003.1"
"1878","Cluster_2518","3prime_UTR::chr9:14600830-14601830(-)",141,-20.47,"2 11","384 409",10,"90.00%","90.00%","NV2t025707001.1"
"1879","Cluster_2518","3prime_UTR::chr9:2686139-2687139(+)",147,-24.66,"2 23","782 809",25,"64.00%","68.00%","NV2t024565001.1"
"1880","Cluster_2518","3prime_UTR::chr9:3682041-3683041(-)",162,-22.65,"2 21","449 472",19,"73.68%","84.21%","NV2t024638001.1"
"1881","Cluster_2518","3prime_UTR::chr9:3682041-3683041(-)",164,-22.94,"2 23","321 344",21,"71.43%","80.95%","NV2t024638001.1"
"1882","Cluster_2518","3prime_UTR::chr9:3682041-3683041(-)",164,-22.94,"2 23","577 600",21,"71.43%","80.95%","NV2t024638001.1"
"1883","Cluster_2518","3prime_UTR::chr9:3682041-3683041(-)",164,-22.94,"2 23","801 824",21,"71.43%","80.95%","NV2t024638001.1"
"1884","Cluster_2518","3prime_UTR::chr9:6844281-6845281(+)",154,-22.77,"2 20","728 754",20,"70.00%","75.00%","NV2t024948001.1"
"1885","Cluster_2518","3prime_UTR::chr9:8233652-8234652(+)",173,-27.68,"2 24","348 374",24,"70.83%","87.50%","NV2t025090001.1"
"1886","Cluster_2518","3prime_UTR::chr9:8233652-8234652(+)",173,-27.68,"2 24","348 374",24,"70.83%","87.50%","NV2t025090002.1"
"1887","Cluster_2518","3prime_UTR::chr9:8233652-8234652(+)",173,-27.68,"2 24","348 374",24,"70.83%","87.50%","NV2t025090003.1"
"1894","Cluster_2518","3prime_UTR::chr9:9090414-9091414(-)",152,-22.38,"2 24","483 511",26,"65.38%","73.08%","NV2t025175001.1"
"1895","Cluster_2678","3prime_UTR::chr10:12401638-12402638(-)",155,-25.39,"2 17","444 467",17,"70.59%","88.24%","NV2t003686001.1"
"1896","Cluster_2678","3prime_UTR::chr10:13656402-13657192(-)",142,-21.53,"2 21","27 57",28,"60.71%","64.29%","NV2t003827001.1"
"1897","Cluster_2678","3prime_UTR::chr10:13656402-13657192(-)",142,-21.53,"2 21","27 57",28,"60.71%","64.29%","NV2t003827002.1"
"1898","Cluster_2678","3prime_UTR::chr10:13656402-13657192(-)",142,-21.53,"2 21","27 57",28,"60.71%","64.29%","NV2t003827003.1"
"1899","Cluster_2678","3prime_UTR::chr10:13656402-13657192(-)",142,-21.53,"2 21","27 57",28,"60.71%","64.29%","NV2t003827004.1"
"1912","Cluster_2678","3prime_UTR::chr11:13871775-13872597(+)",149,-20.05,"2 19","675 701",22,"63.64%","72.73%","NV2t005379001.1"
"1913","Cluster_2678","3prime_UTR::chr11:14372231-14373231(+)",175,-24.3,"2 20","577 598",18,"83.33%","88.89%","NV2t005427001.1"
"1914","Cluster_2678","3prime_UTR::chr12:10679808-10680808(+)",171,-22.02,"2 20","942 963",18,"77.78%","88.89%","NV2t006474001.1"
"1915","Cluster_2678","3prime_UTR::chr12:13110232-13111232(-)",157,-20.3,"2 18","687 708",16,"75.00%","81.25%","NV2t006733001.1"
"1916","Cluster_2678","3prime_UTR::chr12:13277148-13278148(+)",157,-20.3,"2 18","907 928",16,"75.00%","81.25%","NV2t006748001.1"
"1917","Cluster_2678","3prime_UTR::chr12:14032504-14033504(-)",155,-20.37,"2 16","90 111",14,"78.57%","85.71%","NV2t006814001.1"
"1918","Cluster_2678","3prime_UTR::chr12:1865003-1866003(+)",165,-20.19,"2 21","813 834",20,"75.00%","90.00%","NV2t005640001.1"
"1919","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524014.1"
"1920","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524013.1"
"1921","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524012.1"
"1922","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524011.1"
"1923","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524005.1"
"1924","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524009.1"
"1925","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524008.1"
"1926","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524010.1"
"1927","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524007.1"
"1928","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524006.1"
"1929","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524004.1"
"1930","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524003.1"
"1931","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524002.1"
"1932","Cluster_2678","3prime_UTR::chr12:506660-507660(-)",156,-21.13,"2 21","469 494",23,"73.91%","82.61%","NV2t005524001.1"
"2115","Cluster_2678","3prime_UTR::chr12:7610700-7611700(+)",172,-24.34,"2 21","72 93",19,"73.68%","89.47%","NV2t006183001.1"
"2116","Cluster_2678","3prime_UTR::chr12:9332540-9333540(-)",151,-20.79,"2 16","169 190",14,"71.43%","85.71%","NV2t006363001.1"
"2117","Cluster_2678","3prime_UTR::chr13:10195111-10196111(+)",162,-21.96,"2 21","460 483",21,"76.19%","80.95%","NV2t007892001.1"
"2118","Cluster_2678","3prime_UTR::chr13:11840275-11841275(+)",167,-21.32,"2 21","236 258",20,"75.00%","85.00%","NV2t008068001.1"
"2119","Cluster_2678","3prime_UTR::chr13:2343082-2344082(+)",155,-22.21,"2 20","165 186",18,"72.22%","72.22%","NV2t007043001.1"
"2120","Cluster_2678","3prime_UTR::chr13:8694851-8695851(-)",168,-22.27,"2 21","403 424",19,"73.68%","84.21%","NV2t007730001.1"
"2121","Cluster_2678","3prime_UTR::chr14:11076827-11077827(-)",154,-21.08,"2 21","214 240",24,"66.67%","75.00%","NV2t009276001.1"
"2122","Cluster_2678","3prime_UTR::chr14:11076827-11077827(-)",154,-21.08,"2 21","214 240",24,"66.67%","75.00%","NV2t009276002.1"
"2125","Cluster_2678","3prime_UTR::chr1:5064182-5065182(+)",174,-20.32,"2 21","105 125",19,"84.21%","89.47%","NV2t000530001.1"
"2126","Cluster_2678","3prime_UTR::chr1:547054-547689(-)",159,-20.45,"2 21","138 160",20,"70.00%","80.00%","NV2t000043001.1"
"2127","Cluster_2678","3prime_UTR::chr3:10054864-10055864(+)",150,-20.22,"2 20","212 238",23,"60.87%","73.91%","NV2t014201001.1"
"2128","Cluster_2678","3prime_UTR::chr3:10761599-10762110(-)",159,-20.72,"2 21","315 339",22,"72.73%","72.73%","NV2t014279001.1"
"2129","Cluster_2678","3prime_UTR::chr3:10761599-10762110(-)",159,-20.72,"2 21","315 339",22,"72.73%","72.73%","NV2t014279002.1"
"2130","Cluster_2678","3prime_UTR::chr3:10761599-10762110(-)",159,-20.72,"2 21","315 339",22,"72.73%","72.73%","NV2t014279003.1"
"2137","Cluster_2678","3prime_UTR::chr3:17366973-17367973(-)",150,-22.72,"2 16","512 534",15,"73.33%","86.67%","NV2t014981001.1"
"2138","Cluster_2678","3prime_UTR::chr3:3407138-3408138(-)",165,-20.05,"2 21","360 379",19,"78.95%","84.21%","NV2t013427001.1"
"2139","Cluster_2678","3prime_UTR::chr3:45441-46235(-)",153,-22.07,"2 16","540 560",14,"78.57%","92.86%","NV2t013047001.1"
"2140","Cluster_2678","3prime_UTR::chr4:11553424-11554424(+)",180,-24.05,"2 21","486 507",19,"78.95%","94.74%","NV2t016512001.1"
"2141","Cluster_2678","3prime_UTR::chr4:12840570-12841073(+)",141,-20.17,"2 16","473 499",19,"68.42%","73.68%","NV2t016661001.1"
"2142","Cluster_2678","3prime_UTR::chr4:17723585-17724585(+)",172,-23.82,"2 17","214 235",15,"93.33%","93.33%","NV2t017268002.1"
"2143","Cluster_2678","3prime_UTR::chr5:13678637-13679637(+)",159,-24.72,"2 21","535 557",20,"70.00%","80.00%","NV2t018934001.1"
