Coords	Name	MIRNA	apoc_2_S31_L001_R1_001_trim_condensed	apoc_3_S32_L001_R1_001_trim_condensed	apoc_4_S33_L001_R1_001_trim_condensed
Ap1:22964574-22964990	Cluster_30321	N	2	1	0
Ap1:23019714-23020131	Cluster_30322	N	0	1	2
Ap1:23032955-23033373	Cluster_30323	N	1	0	4
Ap1:23050091-23050507	Cluster_30324	N	4	1	2
Ap1:23055393-23055809	Cluster_30325	N	0	0	3
Ap1:23071080-23071496	Cluster_30326	N	0	6	3
Ap1:23080376-23080790	Cluster_30327	N	0	0	2
Ap1:23101174-23101591	Cluster_30328	N	0	2	0
Ap1:23108524-23108940	Cluster_30329	N	0	2	0
Ap1:23123495-23123913	Cluster_30330	N	0	1	32
Ap1:23129558-23129974	Cluster_30331	N	2	1	0
Ap1:23131488-23131904	Cluster_30332	N	2	1	1
Ap1:23161248-23161662	Cluster_30333	N	0	2	0
Ap1:23173369-23173785	Cluster_30334	N	0	0	2
Ap1:23207202-23207620	Cluster_30335	N	0	2	0
Ap1:23213235-23213651	Cluster_30336	N	0	1	1
Ap1:23247910-23248732	Cluster_30337	N	0	1	8
Ap1:23284392-23284811	Cluster_30338	N	4	0	0
Ap1:23287148-23287567	Cluster_30339	N	0	1	2
Ap1:23295660-23296076	Cluster_30340	N	2	1	1
Ap1:23303781-23304198	Cluster_30341	N	2	0	0
Ap1:23322473-23322890	Cluster_30342	N	1	2	0
Ap1:23337210-23337626	Cluster_30343	N	0	1	1
Ap1:23347727-23348150	Cluster_30344	N	0	0	2
Ap1:23386955-23387372	Cluster_30345	N	0	0	2
Ap1:23455477-23455903	Cluster_30346	N	586	2112	1881
Ap1:23477429-23477844	Cluster_30347	N	0	0	2
Ap1:23485286-23486657	Cluster_30348	N	18	0	4
Ap1:23510883-23511299	Cluster_30349	N	7	19	29
Ap1:23528973-23529554	Cluster_30350	N	0	2	5
Ap1:23529614-23530190	Cluster_30351	N	1	1	3
Ap1:23547336-23547757	Cluster_30352	N	5	0	0
Ap1:23557749-23558171	Cluster_30353	N	1	1	0
Ap1:23559570-23559987	Cluster_30354	N	0	0	3
Ap1:23564810-23565226	Cluster_30355	N	0	2	0
Ap1:23578395-23578836	Cluster_30356	N	1	3	0
Ap1:23579030-23579446	Cluster_30357	N	1	1	0
Ap1:23587429-23587844	Cluster_30358	N	2	0	0
Ap1:23604235-23604651	Cluster_30359	N	1	2	1
Ap1:23614533-23614948	Cluster_30360	N	0	1	6
Ap1:23682142-23682562	Cluster_30361	N	0	5	20
Ap1:23691490-23691906	Cluster_30362	N	0	2	0
Ap1:23715874-23716292	Cluster_30363	N	1	0	2
Ap1:23728486-23728903	Cluster_30364	N	5	0	1
Ap1:23734679-23735094	Cluster_30365	N	0	0	3
Ap1:23741297-23741697	Cluster_30366	N	2	0	0
Ap1:23744386-23744810	Cluster_30367	N	3	0	0
Ap1:23745092-23745526	Cluster_30368	N	2	0	3
Ap1:23746562-23746977	Cluster_30369	N	0	0	3
Ap1:23748068-23748678	Cluster_30370	N	8	0	8
Ap1:23748944-23749439	Cluster_30371	N	5	1	0
Ap1:23749646-23750079	Cluster_30372	N	3	0	0
Ap1:23750145-23750975	Cluster_30373	N	7	1	4
Ap1:23753337-23753758	Cluster_30374	N	1	0	2
Ap1:23781153-23781570	Cluster_30375	N	2	0	0
Ap1:23785388-23785803	Cluster_30376	N	0	2	0
Ap1:23828221-23828705	Cluster_30377	N	0	1	5
Ap1:23835525-23836273	Cluster_30378	N	2	0	7
Ap1:23847775-23848192	Cluster_30379	N	2	0	0
Ap1:23851197-23851616	Cluster_30380	N	5	18	9
Ap1:23854707-23855123	Cluster_30381	N	0	2	2
Ap1:23857773-23858190	Cluster_30382	N	0	3	7
Ap1:23858548-23858966	Cluster_30383	N	6	8	10
Ap1:23859109-23859625	Cluster_30384	N	0	1	4
Ap1:23859643-23860059	Cluster_30385	N	2	1	0
Ap1:23863493-23864079	Cluster_30386	N	0	0	5
Ap1:23870033-23870449	Cluster_30387	N	0	0	4
Ap1:23870515-23871202	Cluster_30388	N	3	73	38
Ap1:23881275-23881692	Cluster_30389	N	4	0	3
Ap1:23883765-23884180	Cluster_30390	N	4	3	2
Ap1:23887946-23888362	Cluster_30391	N	0	3	2
Ap1:23889346-23889762	Cluster_30392	N	0	0	2
Ap1:23899447-23899869	Cluster_30393	N	2	0	0
Ap1:23907850-23908268	Cluster_30394	N	6	21	26
Ap1:23922028-23922444	Cluster_30395	N	0	2	1
Ap1:23929130-23929547	Cluster_30396	N	0	3	0
Ap1:23947097-23947519	Cluster_30397	N	4	29	86
Ap1:23969325-23969741	Cluster_30398	N	0	2	0
Ap1:23989510-23989927	Cluster_30399	N	0	0	2
Ap1:24026640-24027058	Cluster_30400	N	0	0	3
Ap1:24043748-24044166	Cluster_30401	N	2	0	0
Ap1:24050144-24050562	Cluster_30402	N	2	0	0
Ap1:24068448-24068865	Cluster_30403	N	3	5	4
Ap1:24070783-24071201	Cluster_30404	N	2	0	2
Ap1:24074654-24075070	Cluster_30405	N	0	0	8
Ap1:24088914-24089329	Cluster_30406	N	0	0	19
Ap1:24119576-24119978	Cluster_30407	N	2	0	0
Ap1:24156004-24156419	Cluster_30408	N	0	0	3
Ap1:24164745-24165164	Cluster_30409	N	3	1	0
Ap1:24180657-24181075	Cluster_30410	N	0	0	13
Ap1:24183572-24183988	Cluster_30411	N	0	0	30
Ap1:24194294-24194710	Cluster_30412	N	2	1	1
Ap1:24196562-24196980	Cluster_30413	N	4	2	1
Ap1:24198744-24199161	Cluster_30414	N	0	0	2
Ap1:24211051-24211465	Cluster_30415	N	0	5	6
Ap1:24219133-24219550	Cluster_30416	N	0	5	0
Ap1:24223630-24224044	Cluster_30417	N	0	6	6
Ap1:24249279-24249696	Cluster_30418	N	5	23	31
Ap1:24266504-24266921	Cluster_30419	N	0	5	0
Ap1:24269139-24269560	Cluster_30420	N	0	2	0
Ap1:24279853-24280262	Cluster_30421	N	0	0	2
Ap1:24285595-24286011	Cluster_30422	N	2	0	0
Ap1:24289328-24289744	Cluster_30423	N	0	2	0
Ap1:24292295-24292711	Cluster_30424	N	0	2	0
Ap1:24320891-24321308	Cluster_30425	N	0	1	7
Ap1:24332941-24333358	Cluster_30426	N	6	7	6
Ap1:24376560-24376977	Cluster_30427	N	1	1	1
Ap1:24419978-24420392	Cluster_30428	N	1	1	1
Ap1:24426979-24427407	Cluster_30429	N	6	0	1
Ap1:24445473-24445891	Cluster_30430	N	0	0	2
Ap1:24460875-24461298	Cluster_30431	N	1	3	0
Ap1:24461962-24462379	Cluster_30432	N	2	0	1
Ap1:24462444-24462865	Cluster_30433	N	2	7	0
Ap1:24464083-24464497	Cluster_30434	N	0	0	2
Ap1:24472646-24473064	Cluster_30435	N	0	2	0
Ap1:24476547-24476971	Cluster_30436	N	0	2	0
Ap1:24502859-24503274	Cluster_30437	N	0	0	2
Ap1:24518790-24519205	Cluster_30438	N	3	7	0
Ap1:24579893-24580310	Cluster_30439	N	2	0	0
Ap1:24583989-24584405	Cluster_30440	N	2	0	0
Ap1:24589960-24590433	Cluster_30441	N	0	0	4
Ap1:24624288-24624701	Cluster_30442	N	0	0	2
Ap1:24627616-24628066	Cluster_30443	N	0	0	4
Ap1:24632461-24632869	Cluster_30444	N	1	0	1
Ap1:24634117-24634531	Cluster_30445	N	0	0	2
Ap1:24639404-24639820	Cluster_30446	N	1	5	2
Ap1:24642993-24643410	Cluster_30447	N	2	0	0
Ap1:24643478-24643971	Cluster_30448	N	868	979	682
Ap1:24657922-24658337	Cluster_30449	N	1	0	1
Ap1:24671238-24671652	Cluster_30450	N	0	1	5
Ap1:24677559-24677973	Cluster_30451	N	1	0	2
Ap1:24689533-24689953	Cluster_30452	N	2	0	0
Ap1:24694065-24694482	Cluster_30453	N	1	0	5
Ap1:24704868-24705283	Cluster_30454	N	0	2	3
Ap1:24728249-24728665	Cluster_30455	N	1	0	4
Ap1:24732477-24732892	Cluster_30456	N	0	2	1
Ap1:24741727-24742143	Cluster_30457	N	1	1	0
Ap1:24755544-24755961	Cluster_30458	N	1	0	1
Ap1:24758432-24758849	Cluster_30459	N	0	0	3
Ap1:24778198-24778614	Cluster_30460	N	3	0	0
Ap1:24788942-24789357	Cluster_30461	N	0	3	0
Ap1:24801817-24802235	Cluster_30462	N	1	14	10
Ap1:24821575-24821991	Cluster_30463	N	2	0	2
Ap1:24831413-24831831	Cluster_30464	N	5	29	11
Ap1:24833362-24833778	Cluster_30465	N	4	0	0
Ap1:24859948-24860365	Cluster_30466	N	0	3	7
Ap1:24860599-24861015	Cluster_30467	N	0	6	6
Ap1:24866641-24867069	Cluster_30468	N	9	108	81
Ap1:24872087-24872505	Cluster_30469	N	0	0	2
Ap1:24879673-24880090	Cluster_30470	N	0	1	1
Ap1:24883882-24884298	Cluster_30471	N	0	0	2
Ap1:24888171-24888678	Cluster_30472	N	395	51	30
Ap1:24916824-24917614	Cluster_30473	N	2	0	2
Ap1:24920104-24920522	Cluster_30474	N	3	1	1
Ap1:24921095-24921509	Cluster_30475	N	0	0	2
Ap1:24928739-24929244	Cluster_30476	N	54	11	8
Ap1:24930941-24931382	Cluster_30477	N	33	2	7
Ap1:24970074-24970491	Cluster_30478	N	1	13	21
Ap1:24998638-24999341	Cluster_30479	N	1	4	3
Ap1:25000558-25000974	Cluster_30480	N	0	1	1
Ap1:25030947-25031363	Cluster_30481	N	1	0	1
Ap1:25033581-25033998	Cluster_30482	N	2	0	0
Ap1:25043079-25043499	Cluster_30483	N	1	1	0
Ap1:25043501-25043927	Cluster_30484	N	2	0	1
Ap1:25044031-25044459	Cluster_30485	N	3	0	0
Ap1:25050139-25050557	Cluster_30486	N	2	0	0
Ap1:25089365-25089785	Cluster_30487	N	2	43	22
Ap1:25108899-25109317	Cluster_30488	N	1	0	3
Ap1:25126217-25126629	Cluster_30489	N	1	1	0
Ap1:25172509-25172926	Cluster_30490	N	0	0	2
Ap1:25187928-25188345	Cluster_30491	N	1	0	2
Ap1:25216429-25216834	Cluster_30492	N	0	1	1
Ap1:25235567-25235984	Cluster_30493	N	1	0	2
Ap1:25251731-25252147	Cluster_30494	N	1	1	1
Ap1:25290942-25291358	Cluster_30495	N	0	2	0
Ap1:25310847-25311667	Cluster_30496	N	10	0	2
Ap1:25327126-25327543	Cluster_30497	N	0	0	2
Ap1:25346752-25347166	Cluster_30498	N	0	26	0
Ap1:25371455-25371863	Cluster_30499	N	1	0	1
Ap1:25385654-25386081	Cluster_30500	N	0	2	0
Ap1:25389693-25390108	Cluster_30501	N	0	4	0
Ap1:25398262-25398678	Cluster_30502	N	1	0	1
Ap1:25444372-25444787	Cluster_30503	N	0	0	3
Ap1:25460658-25461074	Cluster_30504	N	0	2	0
Ap1:25469334-25469751	Cluster_30505	N	1	0	2
Ap1:25474640-25475056	Cluster_30506	N	0	0	2
Ap1:25495122-25495543	Cluster_30507	N	7	0	0
Ap1:25530822-25531237	Cluster_30508	N	1	3	0
Ap1:25538206-25538621	Cluster_30509	N	1	1	0
Ap1:25540195-25540612	Cluster_30510	N	5	2	0
Ap1:25544471-25544871	Cluster_30511	N	0	1	1
Ap1:25549482-25549899	Cluster_30512	N	0	3	0
Ap1:25558096-25558512	Cluster_30513	N	0	0	4
Ap1:25561846-25562262	Cluster_30514	N	1	1	0
Ap1:25574995-25575411	Cluster_30515	N	0	4	1
Ap1:25585249-25585664	Cluster_30516	N	0	3	1
Ap1:25619506-25619924	Cluster_30517	N	0	2	0
Ap1:25626128-25626543	Cluster_30518	N	0	1	1
Ap1:25628299-25628716	Cluster_30519	N	5	1	1
Ap1:25630601-25631108	Cluster_30520	N	6	0	1
Ap1:25649779-25650201	Cluster_30521	N	41	8	9
Ap1:25651870-25652284	Cluster_30522	N	0	2	1
Ap1:25672321-25672756	Cluster_30523	N	0	0	3
Ap1:25685397-25685813	Cluster_30524	N	2	0	0
Ap1:25695741-25696159	Cluster_30525	N	1	3	0
Ap1:25699894-25700311	Cluster_30526	N	0	1	13
Ap1:25705100-25705516	Cluster_30527	N	0	1	3
Ap1:25721161-25721580	Cluster_30528	N	1	0	1
Ap1:25724015-25724431	Cluster_30529	N	1	2	1
Ap1:25726542-25726963	Cluster_30530	N	2	0	0
Ap1:25733658-25734074	Cluster_30531	N	3	0	1
Ap1:25735520-25735932	Cluster_30532	N	0	3	0
Ap1:25736350-25736764	Cluster_30533	N	1	2	3
Ap1:25754391-25754808	Cluster_30534	N	3	0	0
Ap1:25770579-25771004	Cluster_30535	N	0	0	2
Ap1:25772635-25773053	Cluster_30536	N	1	2	0
Ap1:25775363-25775779	Cluster_30537	N	0	2	1
Ap1:25790510-25790927	Cluster_30538	N	1	1	0
Ap1:25797133-25797557	Cluster_30539	N	2	0	0
Ap1:25810220-25810636	Cluster_30540	N	1	0	1
Ap1:25825178-25825606	Cluster_30541	N	2	0	0
Ap1:25833620-25834037	Cluster_30542	N	0	0	3
Ap1:25845660-25846092	Cluster_30543	N	32	2	1
Ap1:25867789-25868203	Cluster_30544	N	0	1	1
Ap1:25888917-25889330	Cluster_30545	N	0	0	2
Ap1:25908468-25908896	Cluster_30546	N	3	0	1
Ap1:25918243-25918661	Cluster_30547	N	0	3	0
Ap1:25921558-25921976	Cluster_30548	N	0	0	2
Ap1:25923818-25924244	Cluster_30549	N	0	3	0
Ap1:25927558-25928107	Cluster_30550	N	20	6	21
Ap1:25936193-25936618	Cluster_30551	N	0	0	2
Ap1:25940822-25941236	Cluster_30552	N	0	3	0
Ap1:25945251-25945668	Cluster_30553	N	1	2	0
Ap1:25962034-25962450	Cluster_30554	N	0	0	2
Ap1:25997954-25998371	Cluster_30555	N	1	0	1
Ap1:26036105-26036523	Cluster_30556	N	2	0	0
Ap1:26068087-26068505	Cluster_30557	N	2	0	0
Ap1:26075143-26075559	Cluster_30558	N	0	0	2
Ap1:26115912-26116327	Cluster_30559	N	1	2	1
Ap1:26117979-26118397	Cluster_30560	N	0	8	19
Ap1:26131493-26131911	Cluster_30561	N	0	1	2
Ap1:26142867-26143288	Cluster_30562	N	1	1	0
Ap1:26164036-26164452	Cluster_30563	N	0	0	2
Ap1:26170246-26170654	Cluster_30564	N	0	1	1
Ap1:26174398-26174815	Cluster_30565	N	0	14	14
Ap1:26176735-26177151	Cluster_30566	N	0	2	0
Ap1:26180435-26180852	Cluster_30567	N	2	0	0
Ap1:26184408-26184825	Cluster_30568	N	1	1	1
Ap1:26195014-26195432	Cluster_30569	N	0	0	6
Ap1:26218189-26218606	Cluster_30570	N	0	2	2
Ap1:26229834-26230248	Cluster_30571	N	0	3	0
Ap1:26248102-26248748	Cluster_30572	N	1	2	1
Ap1:26275469-26275892	Cluster_30573	N	0	1	3
Ap1:26297239-26297655	Cluster_30574	N	1	1	1
Ap1:26312729-26313144	Cluster_30575	N	0	3	0
Ap1:26336848-26337263	Cluster_30576	N	0	0	6
Ap1:26347179-26347602	Cluster_30577	N	0	14	11
Ap1:26389007-26389432	Cluster_30578	N	1	4	0
Ap1:26396712-26398241	Cluster_30579	N	27	19	13
Ap1:26398817-26399305	Cluster_30580	N	5	1	4
Ap1:26399782-26400223	Cluster_30581	N	2	4	7
Ap1:26400771-26401225	Cluster_30582	N	4	3	0
Ap1:26429694-26430114	Cluster_30583	N	2	0	0
Ap1:26433448-26433886	Cluster_30584	N	3	2	0
Ap1:26443795-26444219	Cluster_30585	N	1	3	0
Ap1:26452050-26452467	Cluster_30586	N	0	0	2
Ap1:26457424-26457850	Cluster_30587	N	2	0	0
Ap1:26461381-26461795	Cluster_30588	N	0	0	2
Ap1:26462073-26462488	Cluster_30589	N	0	0	2
Ap1:26464229-26464654	Cluster_30590	N	2	0	0
Ap1:26475520-26476042	Cluster_30591	N	3	8	2
Ap1:26487494-26487912	Cluster_30592	N	0	2	1
Ap1:26488622-26489033	Cluster_30593	N	1	1	0
Ap1:26505473-26505889	Cluster_30594	N	4	0	0
Ap1:26507083-26507497	Cluster_30595	N	0	1	2
Ap1:26508561-26508978	Cluster_30596	N	3	1	0
Ap1:26520813-26521228	Cluster_30597	N	1	1	0
Ap1:26526767-26527183	Cluster_30598	N	0	2	1
Ap1:26533563-26533977	Cluster_30599	N	0	0	2
Ap1:26542245-26542661	Cluster_30600	N	1	1	0
Ap1:26546672-26547086	Cluster_30601	N	0	1	2
Ap1:26585856-26586273	Cluster_30602	N	0	1	1
Ap1:26588905-26589328	Cluster_30603	N	0	0	2
Ap1:26590623-26591039	Cluster_30604	N	1	1	0
Ap1:26599404-26599821	Cluster_30605	N	3	1	0
Ap1:26601090-26601510	Cluster_30606	N	0	1	2
Ap1:26613004-26613422	Cluster_30607	N	0	0	3
Ap1:26616580-26616996	Cluster_30608	N	0	0	2
Ap1:26625280-26625694	Cluster_30609	N	0	0	2
Ap1:26643003-26643419	Cluster_30610	N	1	4	0
Ap1:26650869-26651284	Cluster_30611	N	0	0	8
Ap1:26661229-26661645	Cluster_30612	N	0	2	0
Ap1:26662017-26662432	Cluster_30613	N	0	1	2
Ap1:26663631-26664047	Cluster_30614	N	0	3	0
Ap1:26668392-26668816	Cluster_30615	N	0	2	0
Ap1:26678125-26678539	Cluster_30616	N	1	1	2
Ap1:26693304-26693721	Cluster_30617	N	4	0	0
Ap1:26706297-26706705	Cluster_30618	N	1	0	1
Ap1:26713398-26713813	Cluster_30619	N	0	2	0
Ap1:26718941-26719355	Cluster_30620	N	0	2	0
Ap1:26743942-26744357	Cluster_30621	N	1	1	0
Ap1:26746836-26747254	Cluster_30622	N	0	0	2
Ap1:26750803-26751218	Cluster_30623	N	0	4	1
Ap1:26758099-26758515	Cluster_30624	N	0	0	2
Ap1:26772079-26772495	Cluster_30625	N	0	3	1
Ap1:26776298-26776715	Cluster_30626	N	1	0	2
Ap1:26795148-26795565	Cluster_30627	N	1	0	1
Ap1:26842108-26842525	Cluster_30628	N	2	0	0
Ap1:26869647-26870063	Cluster_30629	N	0	2	0
Ap1:26875964-26876383	Cluster_30630	N	0	4	0
Ap1:26883927-26884346	Cluster_30631	N	0	0	3
Ap1:26906708-26907125	Cluster_30632	N	0	1	3
Ap1:26920328-26920744	Cluster_30633	N	1	3	14
Ap1:26930737-26931165	Cluster_30634	N	3	0	0
Ap1:26938884-26939301	Cluster_30635	N	2	2	0
Ap1:26950219-26950635	Cluster_30636	N	5	0	0
Ap1:26954197-26954614	Cluster_30637	N	0	0	2
Ap1:26970658-26971074	Cluster_30638	N	6	3	0
Ap1:26972946-26973361	Cluster_30639	N	1	0	24
Ap1:27004682-27005109	Cluster_30640	N	0	0	2
Ap1:27010741-27011159	Cluster_30641	N	0	6	3
Ap1:27016265-27016688	Cluster_30642	N	0	2	0
Ap1:27024013-27024428	Cluster_30643	N	1	1	0
Ap1:27028848-27029265	Cluster_30644	N	3	0	0
Ap1:27030024-27030439	Cluster_30645	N	0	3	0
Ap1:27040449-27040866	Cluster_30646	N	0	0	6
Ap1:27072880-27073296	Cluster_30647	N	3	33	16
Ap1:27074358-27074774	Cluster_30648	N	0	0	4
Ap1:27077102-27077529	Cluster_30649	N	0	3	0
Ap1:27085946-27086361	Cluster_30650	N	0	2	0
Ap1:27102406-27103112	Cluster_30651	N	5	1	1
Ap1:27115292-27115709	Cluster_30652	N	1	7	0
Ap1:27124102-27124519	Cluster_30653	N	3	0	1
Ap1:27145003-27145418	Cluster_30654	N	4	0	2
Ap1:27146647-27147063	Cluster_30655	N	1	1	2
Ap1:27153219-27153634	Cluster_30656	N	1	4	0
Ap1:27156281-27156697	Cluster_30657	N	0	1	1
Ap1:27175229-27175646	Cluster_30658	N	0	0	3
Ap1:27188750-27189161	Cluster_30659	N	0	2	0
Ap1:27215869-27216286	Cluster_30660	N	2	0	0
Ap1:27217857-27218274	Cluster_30661	N	0	2	0
Ap1:27222545-27222969	Cluster_30662	N	1	0	1
Ap1:27238548-27238965	Cluster_30663	N	0	0	3
Ap1:27261341-27261760	Cluster_30664	N	2	0	0
Ap1:27263137-27263556	Cluster_30665	N	0	0	3
Ap1:27274990-27275648	Cluster_30666	N	3	0	4
Ap1:27277203-27277626	Cluster_30667	N	3	0	0
Ap1:27277919-27278460	Cluster_30668	N	3	3	0
Ap1:27278744-27279235	Cluster_30669	N	18	0	0
Ap1:27279686-27280114	Cluster_30670	N	5	0	0
Ap1:27281891-27282320	Cluster_30671	N	6	0	1
Ap1:27282713-27283140	Cluster_30672	N	2	0	0
Ap1:27283198-27283626	Cluster_30673	N	3	1	0
Ap1:27284562-27284985	Cluster_30674	N	3	0	0
Ap1:27285219-27285646	Cluster_30675	N	4	1	0
Ap1:27285655-27286062	Cluster_30676	N	1	1	0
Ap1:27286372-27286878	Cluster_30677	N	11	1	0
Ap1:27287176-27287585	Cluster_30678	N	1	1	1
Ap1:27290971-27291460	Cluster_30679	N	4	0	1
Ap1:27328617-27329034	Cluster_30680	N	2	5	13
Ap1:27334142-27334558	Cluster_30681	N	0	1	4
Ap1:27341967-27342389	Cluster_30682	N	2	0	0
Ap1:27361934-27362349	Cluster_30683	N	2	0	1
Ap1:27366397-27366823	Cluster_30684	N	1	1	0
Ap1:27392042-27392460	Cluster_30685	N	0	0	4
Ap1:27393839-27394255	Cluster_30686	N	1	3	0
Ap1:27396286-27396703	Cluster_30687	N	2	0	0
Ap1:27397646-27398772	Cluster_30688	N	7	1	8
Ap1:27402907-27403323	Cluster_30689	N	2	0	0
Ap1:27412208-27412622	Cluster_30690	N	0	1	1
Ap1:27426492-27426908	Cluster_30691	N	0	2	0
Ap1:27432772-27433185	Cluster_30692	N	0	0	2
Ap1:27436077-27436494	Cluster_30693	N	5	30	22
Ap1:27469369-27469784	Cluster_30694	N	1	1	0
Ap1:27478888-27479306	Cluster_30695	N	0	2	0
Ap1:27487099-27487515	Cluster_30696	N	2	1	0
Ap1:27488620-27489036	Cluster_30697	N	0	3	0
Ap1:27489868-27490294	Cluster_30698	N	2	0	1
Ap1:27494489-27494905	Cluster_30699	N	0	0	2
Ap1:27539700-27540178	Cluster_30700	N	3	2	0
Ap1:27541194-27541610	Cluster_30701	N	0	5	0
Ap1:27550346-27550845	Cluster_30702	N	1	7	3
Ap1:27552548-27552962	Cluster_30703	N	1	0	4
Ap1:27553078-27553496	Cluster_30704	N	2	1	0
Ap1:27553593-27554008	Cluster_30705	N	0	3	0
Ap1:27556216-27556622	Cluster_30706	N	2	1	0
Ap1:27556988-27557531	Cluster_30707	N	2	1	3
Ap1:27557879-27558851	Cluster_30708	N	4	1	14
Ap1:27558870-27559657	Cluster_30709	N	1	5	1
Ap1:27560055-27560576	Cluster_30710	N	2	2	0
Ap1:27562688-27563112	Cluster_30711	N	0	2	0
Ap1:27563260-27563711	Cluster_30712	N	1	1	2
Ap1:27563967-27564382	Cluster_30713	N	4	0	0
Ap1:27564445-27564860	Cluster_30714	N	0	3	1
Ap1:27565189-27566037	Cluster_30715	N	3	5	2
Ap1:27569305-27569750	Cluster_30716	N	43	4	10
Ap1:27582122-27582537	Cluster_30717	N	0	0	2
Ap1:27612206-27612623	Cluster_30718	N	6	27	25
Ap1:27612906-27613324	Cluster_30719	N	0	2	2
Ap1:27676343-27676760	Cluster_30720	N	8	0	0
Ap1:27686553-27686971	Cluster_30721	N	1	0	3
Ap1:27691036-27691453	Cluster_30722	N	0	0	3
Ap1:27693581-27693998	Cluster_30723	N	0	1	1
Ap1:27699071-27699485	Cluster_30724	N	0	2	0
Ap1:27705681-27706098	Cluster_30725	N	0	2	1
Ap1:27760799-27761216	Cluster_30726	N	2	1	0
Ap1:27770536-27770952	Cluster_30727	N	1	2	0
Ap1:27798978-27799392	Cluster_30728	N	0	0	2
Ap1:27808564-27808980	Cluster_30729	N	1	0	6
Ap1:27809668-27810085	Cluster_30730	N	3	1	0
Ap1:27810520-27810940	Cluster_30731	N	0	0	7
Ap1:27811475-27811906	Cluster_30732	N	2	0	0
Ap1:27813273-27813691	Cluster_30733	N	0	3	0
Ap1:27818295-27818713	Cluster_30734	N	8	0	0
Ap1:27820031-27820448	Cluster_30735	N	0	0	2
Ap1:27823617-27824034	Cluster_30736	N	1	0	2
Ap1:27839572-27839986	Cluster_30737	N	0	7	2
Ap1:27843839-27844256	Cluster_30738	N	0	0	2
Ap1:27862542-27862959	Cluster_30739	N	1	2	0
Ap1:27888872-27889286	Cluster_30740	N	0	0	3
Ap1:27902699-27903116	Cluster_30741	N	0	0	2
Ap1:27921391-27921818	Cluster_30742	N	2	0	0
Ap1:27955334-27955750	Cluster_30743	N	0	0	4
Ap1:27959667-27960082	Cluster_30744	N	1	1	0
Ap1:27961803-27962224	Cluster_30745	N	2	0	0
Ap1:27968264-27968680	Cluster_30746	N	0	0	3
Ap1:27997893-27998306	Cluster_30747	N	0	0	2
Ap1:28016707-28017120	Cluster_30748	N	2	0	0
Ap1:28027948-28028363	Cluster_30749	N	0	1	3
Ap1:28048370-28048786	Cluster_30750	N	0	0	6
Ap1:28054213-28054624	Cluster_30751	N	2	0	0
Ap1:28086953-28087369	Cluster_30752	N	2	0	1
Ap1:28090456-28090874	Cluster_30753	N	0	0	2
Ap1:28094172-28094582	Cluster_30754	N	3	1	0
Ap1:28097693-28098109	Cluster_30755	N	2	0	0
Ap1:28102071-28102486	Cluster_30756	N	0	1	1
Ap1:28129743-28130182	Cluster_30757	N	0	0	2
Ap1:28132278-28132695	Cluster_30758	N	0	58	43
Ap1:28138487-28138901	Cluster_30759	N	1	4	5
Ap1:28145408-28145841	Cluster_30760	N	0	0	2
Ap1:28152246-28152662	Cluster_30761	N	0	3	0
Ap1:28168816-28169231	Cluster_30762	N	2	0	0
Ap1:28197200-28197884	Cluster_30763	N	1	5	2
Ap1:28209212-28209616	Cluster_30764	N	0	1	3
Ap1:28211822-28212236	Cluster_30765	N	0	0	8
Ap1:28214393-28214808	Cluster_30766	N	0	1	1
Ap1:28217044-28217463	Cluster_30767	N	0	2	0
Ap1:28226083-28226496	Cluster_30768	N	0	1	1
Ap1:28233424-28233843	Cluster_30769	N	0	2	0
Ap1:28246141-28246558	Cluster_30770	N	0	0	3
Ap1:28279784-28280208	Cluster_30771	N	0	2	0
Ap1:28314850-28315266	Cluster_30772	N	2	2	2
Ap1:28319515-28319931	Cluster_30773	N	1	0	1
Ap1:28322389-28322803	Cluster_30774	N	0	2	0
Ap1:28324091-28324508	Cluster_30775	N	0	0	3
Ap1:28348265-28348669	Cluster_30776	N	1	0	1
Ap1:28350391-28350807	Cluster_30777	N	0	3	0
Ap1:28350832-28351250	Cluster_30778	N	0	7	1
Ap1:28360181-28360597	Cluster_30779	N	0	4	1
Ap1:28383964-28384382	Cluster_30780	N	2	0	0
Ap1:28389595-28390014	Cluster_30781	N	0	0	3
Ap1:28437960-28438754	Cluster_30782	N	9	2	0
Ap1:28440617-28441032	Cluster_30783	N	3	0	1
Ap1:28441697-28442111	Cluster_30784	N	2	0	0
Ap1:28446891-28447388	Cluster_30785	N	4	2	1
Ap1:28448034-28448456	Cluster_30786	N	0	2	0
Ap1:28454944-28455360	Cluster_30787	N	1	0	1
Ap1:28456220-28456639	Cluster_30788	N	0	0	4
Ap1:28461578-28461995	Cluster_30789	N	2	0	0
Ap1:28488616-28489031	Cluster_30790	N	2	1	1
Ap1:28490761-28491178	Cluster_30791	N	0	0	2
Ap1:28504084-28504501	Cluster_30792	N	0	0	3
Ap1:28519597-28520011	Cluster_30793	N	0	1	2
Ap1:28525836-28526252	Cluster_30794	N	0	0	10
Ap1:28534292-28534709	Cluster_30795	N	0	0	2
Ap1:28539941-28540356	Cluster_30796	N	0	2	0
Ap1:28549006-28549574	Cluster_30797	N	5	4	1
Ap1:28551137-28551860	Cluster_30798	N	4	1	0
Ap1:28552722-28553129	Cluster_30799	N	1	1	0
